Strategy,Pair,Side_X,Side_Y,Volume_X,Volume_Y,EntryTime,ExitTime,EntryPrice_X,EntryPrice_Y,ExitPrice_X,ExitPrice_Y,PnL_X,PnL_Y,PnL_Total,Return_%,Duration_h,Reason
WF,MSFT-META,long,short,2.781142475010304,19.43434065531133,2024-12-02 15:00:00+00:00,2025-06-30 14:00:00+00:00,588.780029296875,430.2959899902344,740.1950073242188,497.3875122070313,421.1066267445976,-1303.8794978446201,-882.7728711000225,-3973.682975614142,5039.0,exit_signal
WF,MSFT-NVDA,long,short,7.080831054040877,21.037522349582385,2024-11-07 15:00:00+00:00,2025-02-24 14:00:00+00:00,147.96180725097656,425.5400085449219,132.92999267578125,399.7900085449219,-106.43773944262725,541.7162005017465,435.2784610591192,1548.02258443423,2615.0,exit_signal
WF,MSFT-NVDA,long,short,7.553092638900595,20.873963377370217,2025-05-02 13:00:00+00:00,2025-06-30 14:00:00+00:00,113.90499877929688,437.8500061035156,157.04989624023438,497.3875122070313,325.877407418328,-1242.783721984742,-916.906314566414,-3225.4705307563463,1417.0,exit_signal
WF,MSFT-TSLA,short,long,1.9035921795598836,24.32929510007608,2024-08-05 18:00:00+00:00,2025-02-19 15:00:00+00:00,198.2306060791016,395.5169982910156,359.96600341796875,410.42919921875,-307.8782375322779,362.80333696247794,54.92509943020002,209.37496831634394,4749.0,exit_signal
WF,MSFT-TSLA,long,short,0.9759168847135868,22.20757500314528,2025-05-02 13:00:00+00:00,2025-06-30 14:00:00+00:00,283.2343139648437,437.8500061035156,320.5899963378906,497.3875122070313,36.45604116785421,-1322.1836322940444,-1285.7275911261902,-5545.875476159492,1417.0,exit_signal
WF,MSFT-ADBE,short,long,1.4750775238886293,24.410567892984062,2025-03-04 14:00:00+00:00,2025-06-30 14:00:00+00:00,437.8550109863281,383.2000122070313,387.6546020507813,497.3875122070313,74.04949491084302,2787.3817212801177,2861.4312161909606,11054.12351173532,2832.0,exit_signal
WF,MSFT-INTC,short,long,13.348891313361596,26.512381098365776,2025-04-04 14:00:00+00:00,2025-05-12 16:00:00+00:00,20.670000076293945,366.7749938964844,22.362499237060547,446.3200073242188,-22.59298734502908,2108.927710470718,2086.334723125689,5233.989275545253,914.0,exit_signal
WF,MSFT-CSCO,long,short,104.47266972010345,13.419423101428135,2024-08-05 18:00:00+00:00,2024-09-03 14:00:00+00:00,44.915000915527344,395.5169982910156,50.095001220703125,413.3599853515625,541.1684610326645,-239.44259275878602,301.72586827387846,255.93393165955555,692.0,exit_signal
WF,MSFT-CSCO,short,long,22.407520551405717,21.501384221523455,2024-10-31 14:00:00+00:00,2025-04-09 17:00:00+00:00,54.845001220703125,407.9299926757813,57.650001525878906,385.1199951171875,-62.85310198492563,-490.4465215993374,-553.299623584263,-1260.1080041636217,3843.0,exit_signal
WF,GOOGL-AMZN,long,short,18.930680501901826,30.906118047441275,2025-08-01 13:00:00+00:00,2025-09-02 14:00:00+00:00,219.09500122070312,189.3600006103516,223.25,206.8950042724609,78.65695437666123,-541.9388931434656,-463.2819387668044,-929.598112744164,769.0,exit_signal
WF,GOOGL-META,short,long,6.056328245535516,44.56165142336315,2024-08-05 18:00:00+00:00,2024-10-31 14:00:00+00:00,476.8500061035156,159.60000610351562,572.1300048828125,174.18589782714844,-577.0469478416452,649.9714226874429,72.9244748457977,144.06832379089377,2084.0,exit_signal
WF,GOOGL-META,short,long,4.5286374636332205,35.92351922928594,2025-02-05 14:00:00+00:00,2025-05-21 14:00:00+00:00,713.9600219726562,188.3650054931641,644.489990234375,172.6416015625,314.60458832976934,-564.8400034530415,-250.23541512327216,-618.595979994001,2520.0,exit_signal
WF,GOOGL-NVDA,long,short,13.392525675688194,32.681501929020556,2025-09-09 15:00:00+00:00,2025-10-15 19:00:00+00:00,168.7050018310547,236.8500061035156,179.8699951171875,251.0800018310547,149.52745925342,-465.05763281952306,-315.53017356610303,-684.8330609886946,868.0,exit_signal
WF,GOOGL-TSLA,short,long,5.429840275492418,55.91252587727723,2024-08-05 18:00:00+00:00,2025-06-05 15:00:00+00:00,198.2306060791016,159.60000610351562,313.6700134277344,169.94500732421875,-626.8175434005817,578.415148453028,-48.40239494755372,-78.90532756270002,7293.0,exit_signal
WF,GOOGL-ADBE,long,short,8.794832957991373,29.99193688163847,2025-01-31 15:00:00+00:00,2025-04-01 14:00:00+00:00,439.8399963378906,204.44430541992188,379.4200134277344,157.3300018310547,-531.3836570195177,1413.0492194596575,881.6655624401398,2273.1090165165297,1439.0,exit_signal
WF,GOOGL-ADBE,short,long,4.854989906787676,52.12837112731408,2025-04-30 14:00:00+00:00,2025-09-02 14:00:00+00:00,371.010009765625,157.27999877929688,342.1700134277344,206.8950042724609,140.01789113225252,2586.3494198313815,2726.367310963634,4784.497196176329,3000.0,exit_signal
WF,GOOGL-CSCO,short,long,35.444946687787315,41.497674749727224,2024-12-31 15:00:00+00:00,2025-06-02 14:00:00+00:00,58.97999954223633,190.6000061035156,63.255001068115234,168.9600067138672,-151.52720117498725,-898.0096562559253,-1049.5368574309125,-1364.0513382862143,3671.0,exit_signal
WF,AMZN-META,short,long,7.832032358150087,38.90344783695479,2024-08-05 18:00:00+00:00,2024-09-03 14:00:00+00:00,476.8500061035156,161.04730224609375,513.97998046875,176.58009338378906,-290.80316068579884,604.2791297876432,313.4759691018444,670.7451550581868,692.0,exit_signal
WF,AMZN-META,long,short,5.299598263684086,37.23879542339802,2024-10-31 14:00:00+00:00,2025-06-02 14:00:00+00:00,572.1300048828125,187.11509704589844,658.1815795898438,205.0800018310547,456.0387759046642,-668.9914140952577,-212.95263819059352,-500.6127870203574,5136.0,exit_signal
WF,AMZN-NVDA,long,short,15.036464789112864,47.185414826153135,2024-09-03 14:00:00+00:00,2024-12-31 15:00:00+00:00,110.93000030517578,176.58009338378906,135.11000061035156,220.6000061035156,363.5817231895139,-2077.0978422913513,-1713.5161191018374,-2753.8803547834805,2857.0,exit_signal
WF,AMZN-NVDA,short,long,17.866235930862217,37.60479486508456,2025-02-25 15:00:00+00:00,2025-09-04 16:00:00+00:00,126.19000244140624,205.97000122070312,170.4499969482422,234.4199981689453,-790.7595041577969,1069.856299150929,279.0967949931322,503.13973075388685,4585.0,exit_signal
WF,AMZN-TSLA,short,long,3.3724101717257136,57.942511035994855,2024-08-05 18:00:00+00:00,2025-06-26 17:00:00+00:00,198.2306060791016,161.04730224609375,326.77178955078125,217.72999572753903,-433.49359462555367,3284.337592598557,2850.8439979730033,4649.510986591686,7799.0,exit_signal
WF,AMZN-ADBE,long,short,7.775639744769163,29.6266601126316,2024-12-31 15:00:00+00:00,2025-04-07 14:00:00+00:00,445.5400085449219,220.6000061035156,336.7850036621094,170.88999938964844,-845.6397384093613,1472.7414731083772,627.101734699016,1676.6395036933322,2327.0,exit_signal
WF,AMZN-CSCO,short,long,100.38410103279709,28.152994151033962,2024-09-03 14:00:00+00:00,2025-06-02 14:00:00+00:00,50.095001220703125,176.58009338378906,63.255001068115234,205.0800018310547,-1321.0547542742115,802.3577558208725,-518.696998453339,-403.53875876182633,6528.0,exit_signal
WF,META-ADBE,long,short,9.782983681191725,8.138781251900305,2025-01-31 15:00:00+00:00,2025-06-30 14:00:00+00:00,439.8399963378906,699.9884033203125,387.6546020507813,740.1950073242188,-510.5288607073463,-327.2327548695719,-837.7616155769183,-4674.548621213167,3599.0,exit_signal
WF,META-INTC,long,short,111.71992920831671,12.409308869663818,2025-01-17 15:00:00+00:00,2025-04-04 13:00:00+00:00,21.165000915527344,615.2999877929688,20.489999771118164,506.9800109863281,-75.41108006892632,1344.1760489484245,1268.7649688794982,1022.1322458149901,1846.0,exit_signal
WF,META-CSCO,short,long,63.88700965063814,11.354267076159127,2024-10-31 14:00:00+00:00,2025-06-11 13:00:00+00:00,54.845001220703125,572.1300048828125,64.2750015258789,703.5302124023438,-602.4545205022857,1491.9530500394906,889.4985295372048,1182.19489119914,5351.0,exit_signal
WF,NVDA-TSLA,short,long,0.84662106493451,98.33157318969498,2024-08-05 18:00:00+00:00,2025-02-25 17:00:00+00:00,198.2306060791016,99.98999786376952,302.3699951171875,128.3699951171875,-88.16660044905352,2790.6497770478127,2702.483176598759,2724.8763671381435,4895.0,exit_signal
WF,NVDA-ADBE,short,long,10.932119079013068,55.87849018788612,2025-04-30 14:00:00+00:00,2025-08-12 18:00:00+00:00,371.010009765625,106.375,338.1099853515625,182.7845001220703,359.6669845969684,4269.647502832389,4629.3144874293575,6929.011033166727,2500.0,exit_signal
WF,NVDA-INTC,short,long,215.14907845030416,56.304190957676965,2025-04-16 15:00:00+00:00,2025-06-10 16:00:00+00:00,19.28499984741211,103.91500091552734,21.655000686645508,142.65499877929688,-509.9034964875131,2181.2242374216776,1671.3207409341644,615.6937231145484,1321.0,exit_signal
WF,NVDA-CSCO,short,long,142.55013560629112,20.262712212024354,2024-09-30 14:00:00+00:00,2025-05-05 18:00:00+00:00,52.95500183105469,120.97380065917967,59.44499969482422,114.3740005493164,-925.1500755648864,-133.7298502830461,-1058.8799258479326,-650.3663193887177,5212.0,exit_signal
WF,TSLA-ADBE,long,short,7.449539522835694,19.66738344855987,2024-11-08 17:00:00+00:00,2025-05-23 14:00:00+00:00,494.635009765625,321.1000061035156,409.46728515625,337.2900085449219,-634.4603305475252,-318.41498604825716,-952.8753165957824,-3513.950744341192,4701.0,exit_signal
WF,TSLA-CSCO,short,long,122.5658251437308,6.712693711276102,2024-12-31 15:00:00+00:00,2025-04-23 16:00:00+00:00,58.97999954223633,412.8100891113281,56.119998931884766,255.9149932861328,350.538334719313,-1053.18872307585,-702.650388356537,-543.5167377997258,2713.0,exit_signal
WF,INTC-CSCO,long,short,79.38038522528953,260.78481825153574,2024-10-31 14:00:00+00:00,2025-05-29 13:00:00+00:00,54.845001220703125,21.651500701904297,63.0,20.295000076293945,647.3469446123518,353.75476910789007,1001.1017137202418,294.29868295992384,5039.0,exit_signal
WF,NVDA-AMD,long,short,12.975846700045972,73.57650307850673,2024-09-03 14:00:00+00:00,2025-03-31 14:00:00+00:00,141.66000366210938,110.93000030517578,101.37999725341795,105.1895980834961,-522.6671882360491,422.3587217352824,-100.30846650076671,-115.89340642675737,5016.0,exit_signal
WF,NVDA-INTC,short,long,215.14907845030416,56.304190957676965,2025-04-16 15:00:00+00:00,2025-06-10 16:00:00+00:00,19.28499984741211,103.91500091552734,21.655000686645508,142.65499877929688,-509.9034964875131,2181.2242374216776,1671.3207409341644,615.6937231145484,1321.0,exit_signal
WF,NVDA-TSM,long,short,31.91866758739939,27.348222577354804,2024-11-06 14:00:00+00:00,2025-09-09 13:00:00+00:00,189.8600006103516,144.06500244140625,251.4792938232422,168.0800018310547,1966.8057370327504,-656.7675485031452,1310.0381885296051,2210.4048059344273,7367.0,exit_signal
WF,NVDA-ASML,long,short,4.942924365755865,49.95883621675891,2024-10-31 14:00:00+00:00,2025-06-23 15:00:00+00:00,670.4500122070312,133.83050537109375,768.467529296875,142.92999267578125,484.4931734942806,-454.5997959113598,29.893377582920778,54.448850575552,5641.0,exit_signal
WF,NVDA-MU,long,short,50.919556493231276,42.12073500149395,2024-12-31 15:00:00+00:00,2025-07-31 18:00:00+00:00,84.625,135.11000061035156,108.7699966430664,177.41969299316406,1229.4525205954994,-1782.1153408511723,-552.6628202556728,-594.0037497485755,5091.0,exit_signal
WF,NVDA-LRCX,long,short,80.47675238914525,33.784197976601874,2024-09-03 14:00:00+00:00,2025-05-30 13:00:00+00:00,77.69099426269531,110.93000030517578,82.4800033569336,137.36000061035156,385.4038990663789,-892.9163628317066,-507.51246376532765,-444.16965038430885,6455.0,exit_signal
WF,AMD-INTC,short,long,89.77972372058747,68.08065975590853,2024-12-18 20:00:00+00:00,2025-07-15 13:00:00+00:00,19.309999465942383,121.41999816894533,23.475000381469727,156.7100067138672,-373.9326314920388,2402.5670645299297,2028.6344330378909,1285.081404442386,5009.0,exit_signal
WF,AMD-TSM,long,short,11.605905850384085,63.82728207535665,2025-01-31 15:00:00+00:00,2025-07-31 14:00:00+00:00,214.45950317382807,117.677001953125,242.1450042724609,179.2100067138672,321.3153191714379,-3927.484451808155,-3606.169132636717,-4780.613456489159,4343.0,exit_signal
WF,AMD-ASML,short,long,5.106149158154485,52.408302800603295,2025-01-31 15:00:00+00:00,2025-09-02 14:00:00+00:00,750.6141967773438,117.677001953125,719.6799926757812,160.80999755859375,157.9546602313724,2260.5270943884975,2418.48175461987,4204.998347813702,5135.0,exit_signal
WF,AMD-AVGO,long,short,11.909579902406604,64.89472536807247,2025-02-12 18:00:00+00:00,2025-07-31 14:00:00+00:00,234.9900054931641,110.97000122070312,298.7250061035156,179.2100067138672,759.0570823489153,-4428.416415594638,-3669.359333245723,-4777.543811279154,4052.0,exit_signal
WF,AMD-QCOM,short,long,12.35916135195593,68.66537279481997,2025-01-13 20:00:00+00:00,2025-09-02 14:00:00+00:00,157.13999938964844,117.3499984741211,155.73170471191406,160.80999755859375,17.40534115321992,2984.1970387978495,3001.6023799510695,3704.559873820031,5562.0,exit_signal
WF,AMD-MU,short,long,12.928211738279494,73.48743801959614,2024-12-31 15:00:00+00:00,2025-09-30 14:00:00+00:00,84.625,121.19010162353516,166.0749969482422,160.8000030517578,-1053.0028066290936,2910.830176168825,1857.8273695397313,2149.8737494251327,6551.0,exit_signal
WF,AMD-LRCX,short,long,49.88142418009549,49.380573378489586,2025-01-31 15:00:00+00:00,2025-07-31 14:00:00+00:00,83.9800033569336,117.677001953125,94.98799896240234,179.2100067138672,-549.0944981690138,3038.5350567867786,2489.4405586177645,2507.9492855747544,4343.0,exit_signal
WF,AMD-AMAT,short,long,19.399640865963125,56.409776380031666,2024-12-31 15:00:00+00:00,2025-09-02 14:00:00+00:00,163.0800018310547,121.19010162353516,156.97000122070312,160.80999755859375,118.53181753163581,2234.949469896781,2353.4812874284166,3104.470886237761,5879.0,exit_signal
WF,INTC-TSM,long,short,32.25481204831112,186.5031778150794,2024-09-30 14:00:00+00:00,2025-03-04 14:00:00+00:00,174.14999389648438,23.5,176.33999633789062,21.100000381469727,70.63811713290109,447.60755561087433,518.2456727437755,236.90365461275644,3720.0,exit_signal
WF,INTC-ASML,short,long,2.5913483627663805,333.70334945176734,2024-09-30 14:00:00+00:00,2025-10-09 15:00:00+00:00,832.760009765625,23.5,984.6500244140624,37.5099983215332,-393.5999407797898,4675.183365709268,4281.5834249294785,1273.1641184812163,8977.0,exit_signal
WF,INTC-AVGO,long,short,34.70307485458451,170.28710571902937,2024-09-30 14:00:00+00:00,2024-12-31 20:00:00+00:00,172.84500122070312,23.5,231.8000030517578,20.059999465942383,2045.9198415952576,585.7877346165869,2631.7075762118448,1283.8212878527486,2214.0,exit_signal
WF,INTC-MU,short,long,35.43735749198401,369.51770155629725,2025-04-30 14:00:00+00:00,2025-08-13 15:00:00+00:00,75.62960052490234,19.80929946899414,124.15080261230467,22.131500244140625,-1719.4631843120771,858.0942929843808,-861.3688913276964,-212.70728000091452,2521.0,exit_signal
WF,INTC-LRCX,short,long,8.776525005487098,452.0079141212079,2024-09-03 14:00:00+00:00,2025-06-30 14:00:00+00:00,77.69099426269531,20.614999771118164,97.1500015258789,22.418399810791016,-170.78246382728588,815.1510902586292,644.3686264313433,139.84166384884603,7200.0,exit_signal
WF,INTC-AMAT,short,long,8.94564304680384,330.9325811675056,2024-12-02 15:00:00+00:00,2025-09-18 13:00:00+00:00,182.58009338378903,25.28219985961914,190.3500061035156,31.61000061035156,-69.50686569549464,2094.0754355535587,2024.5685698580642,595.6746933517803,6958.0,exit_signal
WF,TSM-ASML,long,short,5.3000259862366494,32.077809381170894,2024-09-30 14:00:00+00:00,2025-05-29 16:00:00+00:00,832.760009765625,174.14999389648438,748.6599731445312,197.07000732421875,-445.73237953525074,-735.2238217487406,-1180.9562012839915,-3159.5093447111526,5786.0,exit_signal
WF,TSM-AVGO,long,short,40.32662435276108,29.043473807290678,2024-08-07 19:00:00+00:00,2024-12-13 14:00:00+00:00,136.3000030517578,155.05999755859375,219.3300018310547,200.8251953125,3348.319570782916,-1329.1803222510543,2019.1392485318615,2910.6766489983515,3067.0,exit_signal
WF,TSM-MU,long,short,32.79383050067317,37.71439528667231,2024-09-30 14:00:00+00:00,2025-07-31 14:00:00+00:00,104.65499877929688,174.14999389648438,109.375,242.1450042724609,154.7869199947087,-2564.390698840964,-2409.6037788462554,-3417.4789564464136,7296.0,exit_signal
WF,TSM-LRCX,long,short,65.72360296996304,30.234255537980477,2024-09-03 14:00:00+00:00,2025-04-30 14:00:00+00:00,77.69099426269531,161.86500549316406,70.18199920654297,165.1761932373047,-493.51820977397193,-100.11129639057677,-593.6295061645487,-618.6356338031526,5736.0,exit_signal
WF,TSM-AMAT,short,long,29.9157083477345,31.03972638892169,2024-08-05 18:00:00+00:00,2024-09-30 14:00:00+00:00,182.32000732421875,146.4499969482422,202.0,174.14999389648438,-588.740921174223,859.8003262474033,271.0594050731803,444.68455724125266,1340.0,exit_signal
WF,ASML-AVGO,long,short,27.81945576423784,7.380224420486054,2024-08-05 18:00:00+00:00,2025-07-16 13:00:00+00:00,141.83790588378906,820.3201293945312,278.4549865722656,735.1900024414062,3800.6128328523855,628.2794418585312,4428.892274710916,12582.194643441635,8275.0,exit_signal
WF,ASML-QCOM,short,long,27.867417722069483,7.624428003720082,2025-01-14 17:00:00+00:00,2025-09-18 13:00:00+00:00,157.91000366210938,734.4099731445312,168.41000366210938,932.9600219726562,-292.6078860817296,1513.830552425146,1221.2226663434162,3440.8542057198083,5924.0,exit_signal
WF,ASML-MU,short,long,41.267463817168014,9.91625494665585,2025-03-31 14:00:00+00:00,2025-07-31 14:00:00+00:00,85.12000274658203,654.2100219726562,109.375,700.655029296875,-1000.9422215409356,460.5605336262513,-540.3816879146843,-1055.7687111562918,2928.0,exit_signal
WF,ASML-LRCX,long,short,66.76337287776812,5.9348786147187855,2024-08-05 18:00:00+00:00,2024-12-02 15:00:00+00:00,76.86100006103516,820.3201293945312,78.30999755859375,693.5,96.73996022845729,752.6620738594728,849.4020340879301,1168.3940351381252,2853.0,exit_signal
WF,ASML-AMAT,short,long,26.549417819735357,7.429855537400843,2024-12-02 15:00:00+00:00,2025-03-31 14:00:00+00:00,182.58009338378903,693.5,143.44000244140625,654.2100219726562,1039.14662793176,-291.9188608108174,747.2277671209424,2199.0692951767096,2855.0,exit_signal
WF,AVGO-MU,long,short,22.907244757888705,30.248453539499746,2024-12-16 17:00:00+00:00,2025-07-31 14:00:00+00:00,110.19000244140624,247.148193359375,109.375,298.7250061035156,-18.66946040356949,-1560.118824006616,-1578.7882844101855,-2970.1204856295744,5445.0,exit_signal
WF,AVGO-LRCX,short,long,70.28980340079663,32.41344679953198,2024-08-05 18:00:00+00:00,2025-06-30 14:00:00+00:00,76.86100006103516,141.83790588378906,97.1500015258789,275.2200012207031,-1426.109924162342,4323.373451213167,2897.263527050825,2821.0047115349757,7892.0,exit_signal
WF,AVGO-AMAT,short,long,25.38768529109592,37.86940450307599,2024-08-05 18:00:00+00:00,2024-09-30 14:00:00+00:00,182.32000732421875,141.83790588378906,202.0,172.84500122070312,-499.6294605838071,1174.22023577904,674.5907751952329,1066.4271426179098,1340.0,exit_signal
WF,QCOM-MU,long,short,48.51831582230339,43.260877556696535,2025-04-30 16:00:00+00:00,2025-05-13 15:00:00+00:00,75.45570373535156,146.52999877929688,96.58000183105467,152.0500030517578,1024.9153665318056,-238.80022894337435,786.1151375884313,856.52870617656,311.0,exit_signal
WF,QCOM-AMAT,long,short,24.024847438186942,31.48521641003068,2025-01-31 15:00:00+00:00,2025-09-29 13:00:00+00:00,185.7140045166016,175.89999389648438,207.55499267578125,167.42999267578125,524.7264084235387,266.67982142706194,791.4062298506007,1425.6986481128176,5782.0,exit_signal
WF,MU-LRCX,long,short,60.69458769790656,51.959811011913324,2024-12-09 19:00:00+00:00,2025-04-30 13:00:00+00:00,77.4000015258789,102.04499816894533,69.98999786376953,74.88999938964844,-449.74711711170625,1410.9686046010033,961.221487489297,853.2480741965995,3402.0,exit_signal
WF,LRCX-AMAT,short,long,24.67956870316589,75.01796541484592,2024-10-31 14:00:00+00:00,2025-03-05 15:00:00+00:00,180.47000122070312,73.93000030517578,151.2050018310547,77.07499694824219,722.2475630349365,235.93124939936217,958.1788124342987,961.0857689821134,3001.0,exit_signal
WF,PYPL-V,short,long,13.766440453798,107.9326027428653,2024-08-05 18:00:00+00:00,2024-09-10 13:00:00+00:00,255.3999938964844,60.07500076293945,284.0849914550781,67.5,-394.89031080772145,801.3994930197339,406.50918221201243,334.0282483199982,859.0,exit_signal
WF,PYPL-V,short,long,14.939299576377515,75.48964292036548,2024-09-30 14:00:00+00:00,2025-02-28 15:00:00+00:00,273.8699951171875,78.2699966430664,356.8500061035156,70.38500213623047,-1239.6632429758533,-595.2354197500882,-1834.8986627259414,-2029.1055187248592,3625.0,exit_signal
WF,PYPL-MA,short,long,7.977865279800287,84.14177659331051,2024-09-03 14:00:00+00:00,2025-03-14 13:00:00+00:00,485.9700012207031,72.7699966430664,522.27001953125,68.04000091552734,-289.5966557358266,-397.990243793905,-687.5868995297316,-746.4063966692801,4607.0,exit_signal
WF,PYPL-AXP,short,long,11.25726794148763,89.0297922363034,2024-09-30 14:00:00+00:00,2025-05-07 19:00:00+00:00,269.30499267578125,78.2699966430664,276.1199951171875,68.70999908447266,-76.71830850480251,-851.1245964211693,-927.8429049259718,-925.1870613028962,5261.0,exit_signal
WF,PYPL-SHOP,short,long,30.46093377408552,96.444595560353,2024-10-31 14:00:00+00:00,2025-04-30 14:00:00+00:00,78.03500366210938,79.04000091552734,95.48999786376952,64.68499755859375,-531.6954224038163,-1384.46249302697,-1916.1579154307863,-1509.908926332965,4344.0,exit_signal
WF,PYPL-COIN,long,short,2.042701014121508,121.66868843661793,2024-11-05 19:00:00+00:00,2024-12-04 18:00:00+00:00,195.38999938964844,78.91000366210938,324.9599914550781,88.61000061035156,264.672754191769,-1180.1859065318233,-915.5131523400544,-740.0395035613128,695.0,exit_signal
WF,PYPL-COIN,short,long,6.990820169331166,96.20414268201539,2024-12-31 15:00:00+00:00,2025-07-24 13:00:00+00:00,251.5,85.66999816894531,394.3250122070313,78.41000366210938,-998.4639760218845,-698.4415474062924,-1696.9055234281768,-1644.3685588342014,4918.0,exit_signal
WF,PYPL-SOFI,short,long,84.70450328993579,157.13820551955305,2024-08-05 18:00:00+00:00,2024-09-19 13:00:00+00:00,6.610300064086914,60.07500076293945,8.26990032196045,76.48999786376953,-140.57561550302714,2579.4231880331045,2438.8475725300773,1008.443704809507,1075.0,exit_signal
WF,PYPL-SOFI,short,long,269.6520432509051,88.87746614185744,2024-10-31 14:00:00+00:00,2025-04-30 14:00:00+00:00,11.03320026397705,79.04000091552734,12.40470027923584,64.68499755859375,-369.82778143317995,-1275.8363248221153,-1645.6641062552953,-459.0038094890818,4344.0,exit_signal
WF,PYPL-SOFI,long,short,127.91067825860671,102.82598135790235,2025-07-01 14:00:00+00:00,2025-07-11 18:00:00+00:00,17.80500030517578,75.10310363769531,21.33329963684082,70.94499969482422,451.3071606126639,427.56111851388334,878.8682791265472,380.8966813454141,244.0,exit_signal
WF,PYPL-AFRM,short,long,43.72487770289478,102.5812807169043,2024-10-31 14:00:00+00:00,2025-05-09 13:00:00+00:00,43.27000045776367,79.04000091552734,47.9900016784668,70.62000274658203,-206.38147613275822,-863.7341958043993,-1070.1156719371575,-731.4221653381493,4559.0,exit_signal
WF,V-MA,long,short,6.242135067876488,23.566021099182745,2024-10-31 14:00:00+00:00,2025-09-30 14:00:00+00:00,502.7200012207031,291.17999267578125,566.719970703125,342.57000732421875,399.4964538492506,-1211.0581694923885,-811.5617156431379,-2722.6162903024124,8016.0,exit_signal
WF,V-SHOP,short,long,14.422545563464341,26.669626032351772,2024-12-02 15:00:00+00:00,2025-09-30 14:00:00+00:00,112.01000213623048,314.385009765625,146.0552978515625,342.57000732421875,-491.0198286759933,751.683344610443,260.66351593444966,634.3386241504688,7247.0,exit_signal
