Strategy,Pair,Side_X,Side_Y,Volume_X,Volume_Y,EntryTime,ExitTime,EntryPrice_X,EntryPrice_Y,ExitPrice_X,ExitPrice_Y,PnL_X,PnL_Y,PnL_Total,Return_%,Duration_h,Reason
Static,AAPL-AMZN,long,short,19.842075415902606,26.065950456413155,2024-07-15 13:00:00+00:00,2024-11-01 13:00:00+00:00,195.54269409179688,234.79010009765625,199.8800048828125,224.07000732421875,86.06124781754022,279.4294071205746,365.4906549381148,796.1367277143563,2616.0,exit_signal
Static,AAPL-AMZN,short,long,17.194604446674287,26.61922934765458,2025-01-17 17:00:00+00:00,2025-02-18 14:00:00+00:00,225.65060424804688,229.91000366210935,225.19140625,244.0904998779297,7.895727939120728,377.47388103246954,385.36960897159025,879.5614891419781,765.0,exit_signal
Static,AAPL-AMZN,short,long,22.239898738292332,32.401667506303085,2025-04-04 17:00:00+00:00,2025-04-28 17:00:00+00:00,174.4600067138672,188.8800048828125,186.2700958251953,209.8699951171875,-262.6551859261464,680.1106845347675,417.45549860862116,763.9888958159423,576.0,exit_signal
Static,AAPL-AMZN,short,long,20.63980035960673,31.489607936231785,2025-05-07 14:00:00+00:00,2025-08-06 14:00:00+00:00,187.9850006103516,194.35069274902344,217.50999450683597,214.2250061035156,-609.3899796420448,625.8343355347737,16.444355892728936,31.545257140472255,2184.0,exit_signal
Static,AAPL-META,long,short,5.1206468548257105,31.184439961012515,2024-07-10 19:00:00+00:00,2024-10-07 15:00:00+00:00,534.469970703125,232.91000366210935,593.880126953125,224.25999450683597,304.2184297462665,269.7456911648313,573.9641209110978,1580.9468348680657,2132.0,exit_signal
Static,AAPL-META,long,short,4.689970065513423,28.528882242021055,2024-12-20 20:00:00+00:00,2025-01-10 14:00:00+00:00,583.5499877929688,254.58999633789065,614.3599853515625,237.4250030517578,144.49796626834632,489.69807214516584,634.1960384135122,1909.14494137917,498.0,exit_signal
Static,AAPL-META,short,long,4.473044183517083,32.998230481383196,2025-01-21 15:00:00+00:00,2025-02-19 14:00:00+00:00,611.8499755859375,220.10780334472656,697.8300170898438,243.9398956298828,-384.59252454760525,786.4168740791803,401.824349531575,1072.3530307549638,695.0,exit_signal
Static,AAPL-META,short,long,4.388691712395925,33.17272494521752,2025-03-12 13:00:00+00:00,2025-08-08 13:00:00+00:00,623.6099853515625,218.9499969482422,766.5999755859375,222.7816925048828,-627.5389850971758,127.10778277425158,-500.4312023229242,-1332.3011932285312,3576.0,exit_signal
Static,AAPL-NVDA,long,short,16.64341717181187,31.31069121021471,2024-12-16 14:00:00+00:00,2025-01-10 15:00:00+00:00,132.29010009765625,249.05999755859372,135.6199951171875,233.7700042724609,55.42083194839723,478.7402583883606,534.1610903367579,1113.9005777802429,601.0,exit_signal
Static,AAPL-NVDA,long,short,17.130981740402706,31.245454840779793,2025-02-25 16:00:00+00:00,2025-03-11 13:00:00+00:00,128.52499389648438,249.5800018310547,106.30999755859376,222.5200042724609,-380.56469662751704,845.5019317086534,464.93723508113635,961.0820224447618,333.0,exit_signal
Static,AAPL-NVDA,short,long,23.27298535369494,39.93363746989488,2025-04-04 13:00:00+00:00,2025-08-08 15:00:00+00:00,94.60579681396484,195.27999877929688,182.90809631347656,228.1999969482422,-2055.05812294972,1314.6152723882656,-740.4428505614546,-1171.4640293755867,3026.0,exit_signal
Static,AAPL-TSLA,long,short,12.788280020300506,39.69810527956448,2024-06-06 13:00:00+00:00,2024-10-25 19:00:00+00:00,173.77999877929688,195.9199981689453,269.110107421875,231.3999938964844,1219.1081236869584,-1408.4886057103447,-189.38048202338632,-360.818297814602,3390.0,exit_signal
Static,AAPL-TSLA,short,long,5.7256127673346615,33.27053330853325,2025-01-10 15:00:00+00:00,2025-02-11 16:00:00+00:00,388.1413879394531,233.7700042724609,334.9349975585937,234.57229614257807,304.6391880684409,26.692678387898376,331.33186645633924,849.652849827071,769.0,exit_signal
Static,AAPL-TSLA,short,long,9.167581371586879,39.8282095570529,2025-04-04 13:00:00+00:00,2025-07-01 13:00:00+00:00,242.4136962890625,195.27999877929688,303.1899108886719,209.54010009765625,-557.1708927989454,567.9543036124236,10.783410813478213,22.00885139130375,2112.0,exit_signal
Static,AAPL-ADBE,long,short,3.446052483261252,38.95409138570271,2024-06-12 13:00:00+00:00,2024-11-01 17:00:00+00:00,468.8599853515625,215.2350006103516,481.3299865722656,222.2449951171875,42.97227867287484,-273.06796663256,-230.09568795968516,-542.6766679631728,3412.0,exit_signal
Static,AAPL-ADBE,short,long,3.687292184407874,38.363229311837706,2025-03-11 15:00:00+00:00,2025-07-03 13:00:00+00:00,438.18499755859375,218.5500030517578,381.0499877929688,213.7350006103516,210.6734749648564,-184.7190427967253,25.95443216813112,61.72202209299218,2734.0,exit_signal
Static,AAPL-INTC,long,short,55.45150759527619,38.48197005302248,2024-06-12 13:00:00+00:00,2024-08-02 13:00:00+00:00,30.96999931335449,215.2350006103516,20.600099563598636,222.65499877929688,-575.0265747358393,-285.53614733083407,-860.5627220666734,-916.1405961022247,1224.0,exit_signal
Static,AAPL-INTC,long,short,62.60784298373231,33.88009492572621,2025-02-18 20:00:00+00:00,2025-03-04 14:00:00+00:00,27.43000030517578,244.47000122070312,21.100000381469727,238.3999938964844,-396.30764131042616,205.65242434438366,-190.6552169660425,-197.59487154233497,330.0,exit_signal
Static,AAPL-INTC,short,long,77.3221704854984,40.278488920204104,2025-04-03 13:00:00+00:00,2025-07-01 13:00:00+00:00,22.210100173950195,205.63499450683597,22.483299255371094,209.54010009765625,-21.124345950108268,157.2917522720819,136.16740632197363,115.78796157274847,2136.0,exit_signal
Static,AAPL-CSCO,long,short,66.00672276170665,35.51325413206977,2024-06-06 13:00:00+00:00,2024-10-23 17:00:00+00:00,46.08990097045898,195.9199981689453,56.14500045776367,228.6199951171875,663.7041641998997,-1161.2833017408307,-497.579137540931,-490.12928564942825,3340.0,exit_signal
Static,AAPL-CSCO,short,long,49.778994222682016,31.373709044118197,2025-01-21 14:00:00+00:00,2025-01-28 14:00:00+00:00,61.1150016784668,221.77029418945312,59.18999862670898,237.63999938964844,95.82471579209775,497.89151356685727,593.716229358955,731.6037611304637,168.0,exit_signal
Static,AAPL-CSCO,short,long,49.904583240391794,30.729426467607365,2025-02-03 15:00:00+00:00,2025-02-14 14:00:00+00:00,60.96120071411133,226.4199981689453,63.95500183105469,244.3800048828125,-149.4043970456778,551.9007056715163,402.49630862583854,499.1644469664884,263.0,exit_signal
Static,AAPL-CSCO,short,long,47.931987662846595,30.44303912327113,2025-03-10 13:00:00+00:00,2025-08-07 13:00:00+00:00,63.470001220703125,228.5500030517578,69.5199966430664,218.2700042724609,-289.98830594499515,-312.9544050253151,-602.9427109703103,-769.304631455778,3600.0,exit_signal
Static,MSFT-GOOGL,short,long,18.94207363580129,16.425784829530727,2024-10-31 13:00:00+00:00,2024-11-14 16:00:00+00:00,174.35000610351562,407.739990234375,174.69760131835938,427.5199890136719,-6.584174155022482,324.90200387711093,318.31782972208845,900.020084716487,339.0,exit_signal
Static,MSFT-GOOGL,short,long,17.258312309163664,15.635825286559523,2024-12-27 14:00:00+00:00,2025-01-28 17:00:00+00:00,191.3600006103516,428.3399963378906,194.8800048828125,446.1700134277344,-60.74933306372079,278.7870320731673,218.03769900944653,662.8466801263555,771.0,exit_signal
Static,MSFT-GOOGL,short,long,16.521014281398028,16.12949723698582,2025-01-30 14:00:00+00:00,2025-04-09 18:00:00+00:00,199.8999938964844,415.2298889160156,156.72999572753906,387.8399963378906,713.2121562770727,-441.7851966602056,271.4269596168671,831.3099764579196,1660.0,exit_signal
Static,MSFT-GOOGL,long,short,20.11695822841985,15.29621845980152,2025-05-02 13:00:00+00:00,2025-08-26 16:00:00+00:00,164.16749572753906,437.8500061035156,206.7899932861328,500.3800048828125,857.4350029771575,-956.4725216192473,-99.03751864208982,-279.6629048955958,2787.0,exit_signal
Static,MSFT-AMZN,long,short,19.238285030001357,14.577427539778782,2024-06-13 14:00:00+00:00,2024-07-24 17:00:00+00:00,184.1300048828125,442.989990234375,181.7899932861328,428.239990234375,-45.017810070432404,215.01705621173704,169.99924614130464,502.72264939117895,987.0,exit_signal
Static,MSFT-AMZN,short,long,17.722360566220356,15.678485012464332,2024-11-01 13:00:00+00:00,2025-04-09 19:00:00+00:00,199.8800048828125,411.8800048828125,190.9499969482422,390.4299926757813,158.2608204756638,-336.30369490511555,-178.04287442945176,-533.0490032356331,3822.0,exit_signal
Static,MSFT-AMZN,long,short,18.682271531608748,14.748554056117122,2025-05-02 13:00:00+00:00,2025-09-09 18:00:00+00:00,189.6100006103516,437.8500061035156,238.2350006103516,498.1600036621094,908.4254532244754,-889.4852591172116,18.94019410726378,56.65487996269428,3125.0,exit_signal
Static,MSFT-META,long,short,5.2720092119147814,16.5800801254193,2024-06-17 14:00:00+00:00,2024-07-25 19:00:00+00:00,500.6199951171875,443.9500122070313,453.3999938964844,418.3999938964844,-248.9442814221741,423.6213507947984,174.6770693726243,799.3609520632438,917.0,exit_signal
Static,MSFT-META,short,long,5.220494577640426,18.333525002146466,2024-08-08 18:00:00+00:00,2024-09-11 17:00:00+00:00,505.55999755859375,401.489990234375,507.5299987792969,419.9299926757813,-10.284380690625683,338.0702457991644,327.7858651085387,1391.6345106116464,815.0,exit_signal
Static,MSFT-META,short,long,4.520929315787134,17.718490074432683,2024-10-04 13:00:00+00:00,2024-12-05 15:00:00+00:00,583.7899780273438,415.4263000488281,611.0549926757812,439.6400146484375,-123.26320401948674,429.03046179832444,305.7672577788377,1374.8886713890756,1490.0,exit_signal
Static,MSFT-META,short,long,3.752485136801947,17.726871235808932,2025-01-30 14:00:00+00:00,2025-04-14 13:00:00+00:00,703.340087890625,415.2298889160156,545.8309936523438,392.9299926757813,591.0505350402876,-395.3073892225335,195.7431458177541,911.308246029911,1775.0,exit_signal
Static,MSFT-NVDA,short,long,15.898794626246653,19.06959838262153,2024-06-06 13:00:00+00:00,2024-06-21 16:00:00+00:00,121.08900451660156,423.4400024414063,126.8499984741211,448.5849914550781,-91.59285977365096,479.5048418261522,387.91198205250123,1109.3217293517735,363.0,exit_signal
Static,MSFT-NVDA,short,long,16.63356877345117,19.32378701521604,2024-07-31 14:00:00+00:00,2024-09-13 16:00:00+00:00,115.73999786376952,417.8699951171875,119.1050033569336,431.2900085449219,-55.97205029358564,259.32548121887845,203.3534309252928,565.5405589901143,1058.0,exit_signal
Static,MSFT-NVDA,short,long,14.97030505176626,19.440091678783304,2024-10-07 14:00:00+00:00,2024-12-02 18:00:00+00:00,128.5991973876953,415.3699951171875,138.12860107421875,431.2900085449219,-142.65808014868185,309.4865205626175,166.82844041393565,484.8198691816456,1348.0,exit_signal
Static,MSFT-NVDA,short,long,14.482579706459667,20.197680314931084,2025-02-24 14:00:00+00:00,2025-04-28 14:00:00+00:00,132.92999267578125,399.7900085449219,106.5999984741211,388.1700134277344,381.32623969616407,-234.6969466380133,146.62929305815078,422.8033266408902,1512.0,exit_signal
Static,MSFT-TSLA,short,long,5.622040960344776,21.01562187084371,2024-10-31 13:00:00+00:00,2025-01-28 16:00:00+00:00,254.5500030517578,407.739990234375,393.5220031738281,444.5899963378906,-781.3062770273185,774.4257942097671,-6.88048281755141,-25.829904301872364,2139.0,exit_signal
Static,MSFT-TSLA,short,long,5.831902470240764,23.29558743741953,2025-03-31 13:00:00+00:00,2025-10-16 17:00:00+00:00,245.38999938964844,367.8340148925781,423.5799865722656,508.7999877929688,-1039.1866264224752,3283.8851474019634,2244.6985209794884,7706.460557005123,4780.0,exit_signal
Static,MSFT-ADBE,long,short,4.156114567166955,17.7172726628876,2024-06-14 13:00:00+00:00,2024-07-25 13:00:00+00:00,524.72998046875,441.3298950195313,531.489990234375,421.1449890136719,28.095375061104935,357.62148338056903,385.716858441674,1763.4070772161426,984.0,exit_signal
Static,MSFT-ADBE,short,long,5.381728540655845,18.871594834133973,2025-01-13 14:00:00+00:00,2025-01-22 14:00:00+00:00,405.2300109863281,414.3349914550781,437.0466003417969,439.7650146484375,-171.22824700065314,479.9050943277079,308.67684732705476,1272.7197941372015,216.0,exit_signal
Static,MSFT-ADBE,short,long,4.940729374289131,19.558172833791584,2025-02-24 14:00:00+00:00,2025-05-01 13:00:00+00:00,441.3999938964844,399.7900085449219,378.6300048828125,431.135009765625,310.1295285436547,613.05095134992,923.1804798935747,3768.252438629976,1583.0,exit_signal
Static,MSFT-INTC,long,short,11.468640009682298,21.78477182441302,2024-06-13 14:00:00+00:00,2024-07-24 17:00:00+00:00,30.479999542236328,442.989990234375,31.915000915527344,428.239990234375,16.457514163674386,321.32538441009206,337.78289857376643,1015.784185571694,987.0,exit_signal
Static,MSFT-CSCO,long,short,63.61580673581271,16.203972641111687,2024-06-12 13:00:00+00:00,2024-07-25 13:00:00+00:00,45.66999816894531,437.8349914550781,47.834999084472656,421.1449890136719,137.7282798250451,270.44434294063416,408.17262276567925,511.36776617510975,1032.0,exit_signal
Static,GOOGL-AMZN,short,long,23.856827146814688,30.313230373764267,2024-11-26 14:00:00+00:00,2025-01-06 16:00:00+00:00,205.8600006103516,167.875,227.54769897460935,197.77999877929688,-517.3996710883529,906.5171173239653,389.1174462356124,718.3257025115554,986.0,exit_signal
Static,GOOGL-AMZN,short,long,26.14579636782281,34.254399788803056,2025-05-07 15:00:00+00:00,2025-05-21 13:00:00+00:00,187.83770751953125,148.55999755859375,201.67860412597656,169.32000732421875,-361.88126422020895,711.1216741311744,349.2404099109654,578.2107213780198,334.0,exit_signal
Static,GOOGL-AMZN,short,long,23.44232196183448,31.3004889388779,2025-06-23 16:00:00+00:00,2025-07-16 13:00:00+00:00,209.5,162.5800018310547,225.27999877929688,183.83999633789065,-369.9198119416324,665.4482229018241,295.5284109601917,539.8488058937908,549.0,exit_signal
Static,GOOGL-META,short,long,5.995178182345298,43.32028896713787,2025-05-07 15:00:00+00:00,2025-05-22 13:00:00+00:00,594.5341186523438,148.55999755859375,640.1699829101562,175.30999755859375,-273.5951377309091,1158.817729870938,885.2225921400288,1795.0201900283653,358.0,exit_signal
Static,GOOGL-NVDA,short,long,25.444011619812933,48.701846904672,2024-09-11 13:00:00+00:00,2024-10-01 15:00:00+00:00,109.31500244140624,148.22000122070312,117.4800033569336,166.39999389648438,-207.75037817046135,885.3992200239568,677.6488418534955,913.9402460755347,482.0,exit_signal
Static,GOOGL-NVDA,long,short,21.563005456933816,36.50729764647239,2024-12-17 15:00:00+00:00,2025-02-13 14:00:00+00:00,128.99000549316406,197.72999572753903,134.5500030517578,184.19000244140625,119.89025769649572,494.30856502808734,614.1988227245831,1057.6814480042835,1391.0,exit_signal
Static,GOOGL-TSLA,short,long,7.473198925173077,45.13160243912441,2024-11-21 14:00:00+00:00,2025-01-06 14:00:00+00:00,337.19000244140625,165.74000549316406,416.3399963378906,197.2100067138672,-591.5036493146627,1420.2915838515332,828.7879345368706,1575.4986484928793,1104.0,exit_signal
Static,GOOGL-TSLA,short,long,9.5711333010777,48.346121879262625,2025-03-28 16:00:00+00:00,2025-04-14 14:00:00+00:00,263.2799987792969,154.72000122070312,248.93499755859372,159.8000030517578,137.2979188874722,245.59838767104722,382.8963065585194,661.1092072065103,406.0,exit_signal
Static,GOOGL-TSLA,short,long,9.218708784030868,48.6542979635081,2025-05-07 14:00:00+00:00,2025-05-22 13:00:00+00:00,273.3450012207031,153.74000549316406,340.69500732421875,175.30999755859375,-620.880092871012,1049.4728210219216,428.5927281509096,740.5744961905498,359.0,exit_signal
Static,GOOGL-TSLA,short,long,7.1767145103291625,46.00880767579735,2025-06-23 16:00:00+00:00,2025-06-25 13:00:00+00:00,351.1199951171875,162.5800018310547,321.489990234375,171.0063934326172,212.6460859836044,387.6882305972431,600.3343165808475,1128.7551421981623,45.0,exit_signal
Static,GOOGL-ADBE,long,short,6.224318829198024,38.22069640228109,2024-06-14 13:00:00+00:00,2024-08-02 13:00:00+00:00,524.72998046875,176.18499755859375,526.510009765625,165.11500549316406,11.079469869063182,423.1028059084487,434.1822757775119,976.897574488833,1176.0,exit_signal
Static,GOOGL-ADBE,long,short,5.951215743528157,35.09714178995277,2024-12-11 14:00:00+00:00,2024-12-18 20:00:00+00:00,548.8099975585938,191.8650054931641,441.3699951171875,188.2899932861328,-639.3986340140004,125.47271033098878,-513.9259236830117,-1252.0011872919154,174.0,exit_signal
Static,GOOGL-ADBE,short,long,7.533356682357911,40.204866448574364,2025-02-28 18:00:00+00:00,2025-05-16 13:00:00+00:00,433.5499877929688,167.49000549316406,416.3200988769531,167.52999877929688,129.79889880175125,1.6079247278093476,131.4068235295606,275.2654265516949,1843.0,exit_signal
Static,GOOGL-INTC,long,short,34.9280334301821,48.50131799586711,2024-06-25 19:00:00+00:00,2024-07-25 17:00:00+00:00,30.75760078430176,184.02999877929688,31.70499992370605,168.6199951171875,33.09078881283878,747.4054879334435,780.4962767462823,935.517612693064,718.0,exit_signal
Static,GOOGL-INTC,short,long,52.43057688758876,60.03193237064472,2025-04-04 13:00:00+00:00,2025-05-14 15:00:00+00:00,20.489999771118164,148.6824951171875,21.63500022888184,166.69500732421875,-60.03303453710271,1081.3259146379123,1021.2928801008096,908.1185248639114,962.0,exit_signal
Static,GOOGL-CSCO,long,short,83.85812547040594,32.21004990846961,2024-07-05 13:00:00+00:00,2024-07-26 13:00:00+00:00,46.334999084472656,189.8300018310547,47.6150016784668,165.89999389648438,107.33861812960572,770.7867498825834,878.1253680121891,756.5599830838802,504.0,exit_signal
Static,GOOGL-CSCO,short,long,59.69987280561909,35.76202563594705,2025-02-27 14:00:00+00:00,2025-05-22 13:00:00+00:00,65.08499908447266,170.97560119628906,63.28499984741211,175.30999755859375,107.45972550272604,155.00679382509585,262.4665193278219,274.9437457379733,2015.0,exit_signal
Static,AMZN-META,long,short,6.98346616899081,32.226458343278864,2024-06-27 17:00:00+00:00,2024-07-19 13:00:00+00:00,516.5,198.37860107421875,485.8599853515625,183.6403045654297,-213.97350571474612,474.96309849138305,260.9895927766369,665.6212579418952,524.0,exit_signal
Static,AMZN-META,short,long,7.50902514927095,39.622184579371705,2024-08-02 13:00:00+00:00,2024-09-10 14:00:00+00:00,480.3500061035156,161.35000610351562,504.1000061035156,178.69000244140625,-178.33934729518506,687.0485355055317,508.70918821034667,1079.3467664828324,937.0,exit_signal
Static,AMZN-META,short,long,6.044543418868234,35.1981476179612,2024-10-07 13:00:00+00:00,2024-11-01 13:00:00+00:00,596.72998046875,181.6300048828125,572.530029296875,199.8800048828125,146.27765559288966,642.3661940277918,788.6438496206815,1912.2026953004304,600.0,exit_signal
Static,AMZN-META,long,short,5.906055197525284,27.984415885830188,2024-12-09 15:00:00+00:00,2025-02-07 14:00:00+00:00,610.722412109375,228.4499969482422,715.697509765625,229.6725006103516,619.9887211234196,-34.21105090241997,585.7776702209997,1728.4435757185179,1439.0,exit_signal
Static,AMZN-NVDA,short,long,20.58655976637183,41.079036779581465,2024-06-06 13:00:00+00:00,2024-06-27 13:00:00+00:00,121.08900451660156,182.75,124.55500030517578,195.91000366210935,-71.35292945147621,540.6002744552167,469.24734500374046,760.9548456310752,504.0,exit_signal
Static,AMZN-NVDA,short,long,20.145515367439398,41.11953590568021,2024-07-22 19:00:00+00:00,2024-09-10 16:00:00+00:00,123.73999786376952,182.57000732421875,106.1999969482422,179.77000427246094,353.35235798865665,-115.13482602276953,238.21753196588713,388.8310333797214,1197.0,exit_signal
Static,AMZN-NVDA,long,short,17.07401389405128,33.96151942015915,2024-12-05 16:00:00+00:00,2025-02-25 14:00:00+00:00,146.0,221.0500030517578,125.33999633789062,207.1150054931641,-352.74918957800577,473.25369020605103,120.50450062804526,236.11882310729527,1966.0,exit_signal
Static,AMZN-NVDA,short,long,13.782155949891077,35.47990973769942,2025-10-17 14:00:00+00:00,2025-10-21 15:00:00+00:00,180.8719940185547,211.58999633789065,182.4900054931641,222.9750061035156,-22.299686471780024,403.93911884719944,381.6394323754194,774.7126050208597,97.0,exit_signal
Static,AMZN-TSLA,long,short,6.049316164921588,31.745630122080186,2025-01-28 14:00:00+00:00,2025-02-25 14:00:00+00:00,393.0499877929688,240.1060028076172,306.3699951171875,207.1150054931641,-524.3546808688886,1047.3199981031687,522.9653172342801,1383.6911243716609,672.0,exit_signal
Static,AMZN-TSLA,short,long,8.893274081937918,42.36267807200179,2025-04-03 13:00:00+00:00,2025-05-12 13:00:00+00:00,267.3575134277344,179.92999267578125,315.17999267578125,206.9550018310547,-425.2984152306692,1144.8517627377498,719.5533475070806,1403.843489915099,936.0,exit_signal
Static,AMZN-TSLA,long,short,8.109979207918347,34.04339688703067,2025-07-07 13:00:00+00:00,2025-08-04 13:00:00+00:00,293.17999267578125,223.8999938964844,309.0400085449219,213.38999938964844,128.62439893598548,357.7959142767289,486.4203132127144,1153.9296689239543,672.0,exit_signal
Static,AMZN-ADBE,long,short,5.649956690738233,36.51097778011389,2024-06-26 15:00:00+00:00,2024-07-24 15:00:00+00:00,527.1199951171875,192.32009887695312,532.469970703125,181.6699981689453,30.227130357053777,388.84559030604845,419.07272066310225,993.9834729062452,672.0,exit_signal
Static,AMZN-ADBE,short,long,5.89766936995629,44.3897649280222,2024-08-05 13:00:00+00:00,2024-08-14 13:00:00+00:00,504.9800109863281,158.18499755859375,537.5999755859375,170.1697998046875,-192.3817660681747,532.002554412934,339.6207883447594,675.3591490318125,216.0,exit_signal
Static,AMZN-ADBE,long,short,5.906031663351854,34.26603025331211,2024-11-06 14:00:00+00:00,2025-01-10 14:00:00+00:00,504.2650146484375,204.9199981689453,410.5299987792969,218.30499267578125,-553.601971687933,-458.6506267116566,-1012.2525983995896,-2519.792487872504,1560.0,exit_signal
Static,AMZN-ADBE,short,long,7.930036309985597,38.01112444739234,2025-03-31 13:00:00+00:00,2025-05-12 13:00:00+00:00,375.5600891113281,184.72999572753903,393.3500061035156,206.9550018310547,-141.07468769967662,844.7974728447879,703.7227851451113,1531.7914774978703,1008.0,exit_signal
Static,AMZN-INTC,long,short,50.574382910679645,41.508293546863705,2024-07-08 13:00:00+00:00,2024-07-18 14:00:00+00:00,33.60969924926758,199.9651031494141,35.95500183105469,182.92999267578125,118.61223081270684,707.0983661428044,825.7105969555112,896.7056874549279,241.0,exit_signal
Static,AMZN-INTC,short,long,82.51366912560222,51.44226765835807,2024-08-02 13:00:00+00:00,2024-09-17 13:00:00+00:00,20.600099563598636,161.35000610351562,21.834999084472656,188.69000244140625,-101.89609046876359,1406.431409392299,1304.5353189235354,973.8540524914898,1104.0,exit_signal
Static,AMZN-INTC,long,short,81.23947340791678,36.43479342261926,2024-12-09 14:00:00+00:00,2025-02-25 14:00:00+00:00,20.923200607299805,227.80999755859372,22.924999237060547,207.1150054931641,162.62506655045206,754.0177607866732,916.6428273371253,778.9662532227138,1872.0,exit_signal
Static,AMZN-INTC,short,long,85.58860760856498,48.544919920815495,2025-04-04 19:00:00+00:00,2025-05-12 13:00:00+00:00,19.86000061035156,170.97999572753906,21.940000534057617,206.9550018310547,-178.02429729592293,1746.4037904460147,1568.3794931500918,1169.267312981503,906.0,exit_signal
Static,AMZN-CSCO,long,short,68.44287297426862,26.348630795564993,2024-12-10 14:00:00+00:00,2025-02-13 16:00:00+00:00,58.29499816894531,228.1000061035156,63.755001068115234,228.1150054931641,373.6982848670254,-0.39521338000699685,373.30307148701837,393.81490602095306,1562.0,exit_signal
Static,AMZN-CSCO,short,long,62.86240866513325,31.090595009013647,2025-03-10 13:00:00+00:00,2025-05-12 13:00:00+00:00,63.470001220703125,193.30999755859372,61.46500015258789,206.9550018310547,126.03919651788854,424.2313017313448,550.2704982492334,585.6869676649322,1512.0,exit_signal
Static,META-NVDA,short,long,29.678700939781578,12.788173453938095,2024-06-06 13:00:00+00:00,2024-08-05 14:00:00+00:00,121.08900451660156,500.9500122070313,100.62999725341795,479.6700134277344,607.1967580888455,-272.13231548924006,335.06444259960546,789.001892376514,1441.0,exit_signal
Static,META-NVDA,long,short,26.384966071963312,10.113725207126244,2024-12-11 14:00:00+00:00,2025-01-06 14:00:00+00:00,136.2050018310547,633.4199829101562,151.5312042236328,612.530029296875,404.3813301402168,211.27525043434053,615.6565805745573,1686.7908382437613,624.0,exit_signal
Static,META-NVDA,long,short,28.974960795887316,9.842876066928653,2025-01-27 14:00:00+00:00,2025-03-18 13:00:00+00:00,124.02999877929688,650.8499755859375,115.83999633789062,578.7999877929688,-237.3049996579675,709.1791004699137,471.87410081194616,1215.6115305434744,1199.0,exit_signal
