Date,AMT,PLD,EQIX,CCI,O,PSA,SPG,AVB,VTR,WELL
2024-01-02 14:30:00+00:00,216.3175048828125,133.0,808.6599731445312,115.46869659423828,58.029998779296875,309.5299987792969,143.05499267578125,187.8300018310547,50.11000061035156,90.05000305175781
2024-01-02 15:30:00+00:00,217.1300048828125,133.1999969482422,812.0,115.83000183105469,58.20000076293945,310.510009765625,143.3699951171875,187.6300048828125,50.28900146484375,89.96690368652344
2024-01-02 16:30:00+00:00,217.4600067138672,133.52000427246094,811.5599975585938,116.45999908447266,58.41999816894531,311.3349914550781,143.58999633789062,187.8350067138672,50.5,90.16999816894531
2024-01-02 17:30:00+00:00,217.64999389648438,133.77999877929688,811.0800170898438,116.79969787597656,58.31999969482422,311.3299865722656,143.25999450683594,187.49000549316406,50.4900016784668,89.97000122070312
2024-01-02 18:30:00+00:00,217.42999267578125,133.88499450683594,809.2899780273438,116.48999786376953,58.3650016784668,311.2699890136719,142.76499938964844,187.42999267578125,50.58000183105469,90.11000061035156
2024-01-02 19:30:00+00:00,218.13999938964844,133.94000244140625,809.39501953125,116.40750122070312,58.4452018737793,310.95001220703125,142.69500732421875,187.42999267578125,50.529998779296875,90.11000061035156
2024-01-02 20:30:00+00:00,218.82000732421875,134.57000732421875,810.6900024414062,116.62000274658203,58.56999969482422,311.8399963378906,143.05999755859375,188.22999572753906,50.58000183105469,90.23999786376953
2024-01-03 14:30:00+00:00,216.85000610351562,131.3291015625,801.260009765625,114.16000366210938,57.459999084472656,305.8599853515625,140.32000732421875,184.9600067138672,49.91999816894531,89.75
2024-01-03 15:30:00+00:00,217.39999389648438,132.02000427246094,804.0,114.93000030517578,57.70009994506836,306.0799865722656,140.3612060546875,184.0500030517578,49.665000915527344,89.27999877929688
2024-01-03 16:30:00+00:00,216.9199981689453,131.65379333496094,802.3099975585938,114.7699966430664,57.689998626708984,305.8999938964844,140.2899932861328,183.32000732421875,49.68000030517578,89.12000274658203
2024-01-03 17:30:00+00:00,217.2899932861328,132.14999389648438,801.9149780273438,114.9000015258789,57.974998474121094,306.85198974609375,141.30999755859375,183.91000366210938,50.03499984741211,89.43000030517578
2024-01-03 18:30:00+00:00,216.55889892578125,132.02000427246094,798.3699951171875,114.45110321044922,58.04999923706055,307.1199951171875,141.38999938964844,183.9499969482422,50.040000915527344,89.44000244140625
2024-01-03 19:30:00+00:00,215.32000732421875,130.6199951171875,794.2650146484375,113.86499786376953,57.779998779296875,304.0400085449219,140.33999633789062,183.13999938964844,49.689998626708984,89.125
2024-01-03 20:30:00+00:00,214.69000244140625,130.50999450683594,796.1950073242188,113.5199966430664,57.720001220703125,303.010009765625,140.08999633789062,183.25999450683594,49.630001068115234,88.9000015258789
2024-01-04 14:30:00+00:00,215.7449951171875,130.3699951171875,799.5850219726562,114.63999938964844,57.974998474121094,302.80999755859375,140.875,184.05999755859375,50.00979995727539,89.18000030517578
2024-01-04 15:30:00+00:00,215.79710388183594,130.50999450683594,798.719970703125,114.6698989868164,58.10499954223633,302.9700012207031,141.24000549316406,184.47000122070312,49.96500015258789,89.26000213623047
2024-01-04 16:30:00+00:00,214.25,129.57000732421875,793.9550170898438,114.16999816894531,57.72999954223633,300.9150085449219,140.44000244140625,183.57000732421875,49.439998626708984,88.4800033569336
2024-01-04 17:30:00+00:00,214.83999633789062,129.24000549316406,793.6950073242188,113.78500366210938,57.685001373291016,300.30999755859375,140.22999572753906,183.48500061035156,49.314998626708984,88.43000030517578
2024-01-04 18:30:00+00:00,216.64999389648438,129.77999877929688,796.5599975585938,114.25,57.93000030517578,300.7950134277344,140.7991943359375,184.1750030517578,49.459999084472656,88.7300033569336
2024-01-04 19:30:00+00:00,217.3300018310547,130.7899932861328,798.75,114.58499908447266,57.849998474121094,301.1499938964844,140.58999633789062,184.22999572753906,49.55500030517578,88.94000244140625
2024-01-04 20:30:00+00:00,215.52999877929688,130.32000732421875,794.9600219726562,114.0,57.689998626708984,300.17999267578125,140.27999877929688,183.6199951171875,49.25,88.68000030517578
2024-01-05 14:30:00+00:00,215.60000610351562,131.5500030517578,796.9949951171875,114.2699966430664,57.959999084472656,301.43499755859375,141.5,184.0,49.4900016784668,88.80000305175781
2024-01-05 15:30:00+00:00,214.9199981689453,131.1699981689453,793.155029296875,113.88999938964844,57.845001220703125,299.18499755859375,141.27000427246094,183.625,49.27000045776367,88.69999694824219
2024-01-05 16:30:00+00:00,213.55999755859375,129.85000610351562,788.6799926757812,113.03500366210938,57.5099983215332,297.3949890136719,140.42999267578125,182.55999755859375,49.08000183105469,88.23999786376953
2024-01-05 17:30:00+00:00,214.43499755859375,130.44000244140625,788.0750122070312,113.73999786376953,57.52840042114258,298.364990234375,140.52000427246094,182.02000427246094,48.85499954223633,88.5
2024-01-05 18:30:00+00:00,215.14999389648438,130.55999755859375,789.8699951171875,114.05999755859375,57.7599983215332,298.6549987792969,140.6699981689453,182.67999267578125,48.709999084472656,88.7300033569336
2024-01-05 19:30:00+00:00,214.27999877929688,130.38999938964844,788.0,113.71499633789062,57.79499816894531,298.2200012207031,140.38999938964844,182.13499450683594,48.540000915527344,88.44000244140625
2024-01-05 20:30:00+00:00,214.2899932861328,130.52999877929688,788.1799926757812,113.7699966430664,57.90999984741211,298.7099914550781,140.64999389648438,182.6699981689453,48.68000030517578,88.51000213623047
2024-01-08 14:30:00+00:00,212.7100067138672,132.55499267578125,795.5599975585938,113.75499725341797,58.69499969482422,298.82501220703125,141.24000549316406,183.47999572753906,48.689998626708984,88.91999816894531
2024-01-08 15:30:00+00:00,215.32000732421875,133.00999450683594,797.7999877929688,115.18000030517578,59.470001220703125,298.614990234375,142.16000366210938,183.8800048828125,48.81999969482422,89.3499984741211
2024-01-08 16:30:00+00:00,214.5749969482422,133.0749969482422,798.7100219726562,114.63999938964844,59.27000045776367,297.7950134277344,141.66000366210938,183.68499755859375,48.75,89.37999725341797
2024-01-08 17:30:00+00:00,214.8699951171875,132.8699951171875,798.6099853515625,114.58499908447266,58.939998626708984,297.8399963378906,141.50999450683594,183.72000122070312,48.63999938964844,89.2300033569336
2024-01-08 18:30:00+00:00,215.10000610351562,133.25,799.4099731445312,114.5199966430664,59.27000045776367,298.6650085449219,142.07000732421875,184.5500030517578,48.689998626708984,89.36000061035156
2024-01-08 19:30:00+00:00,215.6699981689453,133.09500122070312,800.8499755859375,114.5,59.33000183105469,299.32000732421875,142.02999877929688,184.64500427246094,48.654998779296875,89.52999877929688
2024-01-08 20:30:00+00:00,216.07000732421875,133.14999389648438,803.260009765625,114.76000213623047,59.470001220703125,300.05999755859375,142.33999633789062,184.47000122070312,48.709999084472656,89.81999969482422
2024-01-09 14:30:00+00:00,214.02999877929688,132.88999938964844,803.4099731445312,114.23989868164062,59.435001373291016,296.92999267578125,141.61000061035156,183.39999389648438,48.470001220703125,89.38999938964844
2024-01-09 15:30:00+00:00,213.82000732421875,132.94500732421875,801.2100219726562,113.875,59.62419891357422,296.7149963378906,141.30999755859375,183.72000122070312,48.42499923706055,89.83999633789062
2024-01-09 16:30:00+00:00,213.81019592285156,133.6999969482422,801.60498046875,114.30999755859375,59.70000076293945,297.3900146484375,141.9499969482422,184.00999450683594,48.349998474121094,89.83499908447266
2024-01-09 17:30:00+00:00,212.1750030517578,133.73500061035156,797.469970703125,113.52999877929688,59.505001068115234,296.2699890136719,141.98829650878906,183.27000427246094,48.20000076293945,89.56999969482422
2024-01-09 18:30:00+00:00,210.77999877929688,133.36000061035156,797.4097900390625,113.5,59.3650016784668,295.6499938964844,141.86000061035156,183.125,48.1150016784668,89.5199966430664
2024-01-09 19:30:00+00:00,211.19000244140625,133.19500732421875,798.6889038085938,113.48999786376953,59.3849983215332,296.7449951171875,141.9600067138672,183.02499389648438,48.029998779296875,89.47000122070312
2024-01-09 20:30:00+00:00,211.82000732421875,133.11000061035156,798.2899780273438,113.76499938964844,59.29999923706055,297.04998779296875,142.1699981689453,183.22000122070312,48.220001220703125,89.58999633789062
2024-01-10 14:30:00+00:00,210.41000366210938,133.83999633789062,797.510009765625,113.37999725341797,59.494998931884766,294.7300109863281,143.6699981689453,183.5,48.209999084472656,90.16000366210938
2024-01-10 15:30:00+00:00,210.0399932861328,134.0,802.9249877929688,113.61000061035156,59.48979949951172,294.760009765625,144.27349853515625,183.75999450683594,48.584999084472656,90.72000122070312
2024-01-10 16:30:00+00:00,211.11000061035156,133.5399932861328,802.7449951171875,113.76000213623047,59.58000183105469,296.1199951171875,144.80999755859375,184.11000061035156,48.70000076293945,90.81999969482422
