Date,MAR,HLT,ABNB,EXPE,BKNG,RCL,NCLH,CCL,DAL,AAL
2024-01-02 14:30:00+00:00,224.9499969482422,181.53500366210938,134.76150512695312,149.58999633789062,3500.18994140625,124.87999725341797,18.989999771118164,17.915000915527344,40.34000015258789,13.550000190734863
2024-01-02 15:30:00+00:00,223.32000732421875,179.9199981689453,134.52000427246094,148.2998046875,3491.97998046875,122.05999755859375,18.679899215698242,17.665000915527344,40.29899978637695,13.538999557495117
2024-01-02 16:30:00+00:00,223.39999389648438,180.00999450683594,134.3300018310547,149.00250244140625,3488.590087890625,121.55999755859375,18.75,17.739999771118164,40.775001525878906,13.640000343322754
2024-01-02 17:30:00+00:00,222.22000122070312,179.6300048828125,134.5500030517578,148.5800018310547,3481.804931640625,121.0199966430664,18.655000686645508,17.659900665283203,40.80009841918945,13.635000228881836
2024-01-02 18:30:00+00:00,222.32000732421875,179.5,134.07000732421875,147.8699951171875,3484.25,119.68000030517578,18.469999313354492,17.405000686645508,40.584999084472656,13.515000343322754
2024-01-02 19:30:00+00:00,221.0500030517578,179.77000427246094,133.75999450683594,147.83999633789062,3472.699951171875,119.927001953125,18.280000686645508,17.34000015258789,40.33000183105469,13.430299758911133
2024-01-02 20:30:00+00:00,221.83999633789062,180.11000061035156,134.47999572753906,148.77000427246094,3479.0,120.19999694824219,18.31999969482422,17.290000915527344,40.442501068115234,13.449999809265137
2024-01-03 14:30:00+00:00,219.22500610351562,178.99000549316406,131.5500030517578,147.22000122070312,3436.81494140625,116.6061019897461,17.36479949951172,16.40999984741211,38.97999954223633,12.933300018310547
2024-01-03 15:30:00+00:00,218.7899932861328,178.7100067138672,132.3300018310547,146.38999938964844,3427.5,117.08000183105469,17.55500030517578,16.5049991607666,38.935001373291016,13.008999824523926
2024-01-03 16:30:00+00:00,219.50999450683594,179.22999572753906,132.77999877929688,146.10499572753906,3430.02001953125,117.3550033569336,17.54599952697754,16.454999923706055,38.900001525878906,13.024999618530273
2024-01-03 17:30:00+00:00,219.5800018310547,179.5500030517578,133.8000030517578,146.58999633789062,3436.77490234375,117.58999633789062,17.69499969482422,16.510099411010742,39.040000915527344,13.100299835205078
2024-01-03 18:30:00+00:00,219.9499969482422,179.69000244140625,134.218994140625,146.5,3435.35009765625,118.2249984741211,17.690000534057617,16.5664005279541,38.959999084472656,13.104999542236328
2024-01-03 19:30:00+00:00,219.47000122070312,179.3699951171875,133.50999450683594,145.74000549316406,3424.070068359375,117.4749984741211,17.40999984741211,16.3700008392334,38.755001068115234,12.954999923706055
2024-01-03 20:30:00+00:00,219.0399932861328,178.94000244140625,133.38999938964844,144.97999572753906,3406.739990234375,117.41000366210938,17.31999969482422,16.343799591064453,38.72999954223633,12.960000038146973
2024-01-04 14:30:00+00:00,221.00999450683594,180.13999938964844,135.52999877929688,146.00999450683594,3432.827392578125,119.94999694824219,17.78499984741211,16.739999771118164,39.220001220703125,13.074999809265137
2024-01-04 15:30:00+00:00,222.22000122070312,180.47000122070312,135.52999877929688,146.5399932861328,3443.405029296875,120.88500213623047,17.850000381469727,16.920000076293945,39.5099983215332,13.197600364685059
2024-01-04 16:30:00+00:00,221.14999389648438,179.6999969482422,135.38650512695312,145.82000732421875,3423.64990234375,120.87999725341797,17.84000015258789,16.940000534057617,39.415000915527344,13.154999732971191
2024-01-04 17:30:00+00:00,220.52999877929688,179.3000030517578,134.56129455566406,145.61000061035156,3415.47998046875,120.44499969482422,17.899999618530273,16.9950008392334,39.314998626708984,13.130000114440918
2024-01-04 18:30:00+00:00,220.39999389648438,179.0500030517578,133.69000244140625,144.94000244140625,3414.800048828125,119.69999694824219,17.737899780273438,16.799999237060547,39.189998626708984,13.079999923706055
2024-01-04 19:30:00+00:00,220.86000061035156,179.13999938964844,134.0399932861328,145.6909942626953,3425.739990234375,119.72000122070312,17.725000381469727,16.809999465942383,39.275001525878906,13.114999771118164
2024-01-04 20:30:00+00:00,220.02000427246094,178.75,133.72000122070312,144.80999755859375,3420.0400390625,118.9800033569336,17.649999618530273,16.860000610351562,39.20000076293945,13.09000015258789
2024-01-05 14:30:00+00:00,222.76499938964844,181.40499877929688,135.89500427246094,146.4499969482422,3428.510009765625,121.2300033569336,17.789899826049805,17.364999771118164,40.15999984741211,13.40999984741211
2024-01-05 15:30:00+00:00,222.22000122070312,180.9600067138672,135.97500610351562,146.41000366210938,3435.02001953125,121.52999877929688,17.951499938964844,17.395000457763672,40.525001525878906,13.496299743652344
2024-01-05 16:30:00+00:00,221.64999389648438,180.52499389648438,135.67999267578125,146.22000122070312,3394.590087890625,120.48999786376953,17.729999542236328,17.229999542236328,40.390098571777344,13.46500015258789
2024-01-05 17:30:00+00:00,222.15499877929688,181.02999877929688,136.11000061035156,146.58999633789062,3405.655029296875,121.33999633789062,17.899999618530273,17.334999084472656,40.540000915527344,13.574999809265137
2024-01-05 18:30:00+00:00,222.76499938964844,180.9600067138672,136.41000366210938,147.17999267578125,3410.0,122.19000244140625,17.844999313354492,17.40999984741211,40.69499969482422,13.645000457763672
2024-01-05 19:30:00+00:00,222.50999450683594,180.86000061035156,135.7949981689453,146.10000610351562,3399.010009765625,123.01000213623047,17.82900047302246,17.399999618530273,40.51499938964844,13.595000267028809
2024-01-05 20:30:00+00:00,222.3800048828125,180.49000549316406,135.99000549316406,146.36000061035156,3406.93994140625,122.6500015258789,17.809999465942383,17.329999923706055,40.529998779296875,13.595000267028809
2024-01-08 14:30:00+00:00,224.4600067138672,180.44000244140625,137.55499267578125,147.13999938964844,3418.5400390625,123.8499984741211,17.709999084472656,17.364999771118164,41.54999923706055,14.175000190734863
2024-01-08 15:30:00+00:00,224.88999938964844,180.3800048828125,138.1199951171875,147.27000427246094,3415.139892578125,123.23999786376953,17.6200008392334,17.270000457763672,41.68000030517578,14.369999885559082
2024-01-08 16:30:00+00:00,224.25,179.74000549316406,138.1199951171875,146.50999450683594,3407.68994140625,122.12000274658203,17.32979965209961,17.040000915527344,41.755001068115234,14.380000114440918
2024-01-08 17:30:00+00:00,225.11000061035156,180.52999877929688,138.64999389648438,147.4250030517578,3414.857421875,123.5199966430664,17.668699264526367,17.329999923706055,41.720001220703125,14.515000343322754
2024-01-08 18:30:00+00:00,226.6300048828125,181.66000366210938,139.69000244140625,148.17999267578125,3440.014892578125,124.11000061035156,17.7450008392334,17.381099700927734,42.04100036621094,14.635000228881836
2024-01-08 19:30:00+00:00,226.75,181.61000061035156,139.89999389648438,149.38499450683594,3455.344970703125,124.05999755859375,17.719999313354492,17.260000228881836,41.5099983215332,14.505000114440918
2024-01-08 20:30:00+00:00,228.27000427246094,182.17999267578125,140.08999633789062,149.6699981689453,3462.47998046875,124.11000061035156,17.760000228881836,17.34000015258789,41.630001068115234,14.585000038146973
2024-01-09 14:30:00+00:00,226.13499450683594,180.75999450683594,138.55999755859375,149.36000061035156,3454.949951171875,123.06999969482422,17.530000686645508,17.21500015258789,41.904998779296875,14.470000267028809
2024-01-09 15:30:00+00:00,226.16000366210938,180.86500549316406,138.8300018310547,149.77999877929688,3481.580078125,123.38999938964844,17.55900001525879,17.368000030517578,41.939998626708984,14.520000457763672
2024-01-09 16:30:00+00:00,226.47000122070312,181.19000244140625,138.18499755859375,149.8000030517578,3465.9951171875,123.56999969482422,17.565000534057617,17.415000915527344,41.97999954223633,14.49839973449707
2024-01-09 17:30:00+00:00,226.77000427246094,181.22500610351562,138.60000610351562,150.61199951171875,3476.0,123.98999786376953,17.520000457763672,17.40999984741211,42.01499938964844,14.500100135803223
2024-01-09 18:30:00+00:00,226.4199981689453,181.02000427246094,138.55999755859375,151.302001953125,3469.340087890625,123.5199966430664,17.434999465942383,17.344999313354492,42.05500030517578,14.444199562072754
