Date,GE,HON,CAT,DE,MMM,ITW,ETN,ROK,DOV,FAST
2024-01-02 14:30:00+00:00,100.79010009765625,210.02999877929688,295.1000061035156,405.57000732421875,91.91053771972656,261.42999267578125,238.36500549316406,308.2200012207031,153.51499938964844,32.02000045776367
2024-01-02 15:30:00+00:00,100.46688079833984,209.31500244140625,293.54998779296875,402.2300109863281,91.60945129394531,261.18499755859375,238.74000549316406,306.2300109863281,153.02000427246094,31.950000762939453
2024-01-02 16:30:00+00:00,100.80606842041016,209.75999450683594,293.42999267578125,402.8900146484375,92.18838500976562,261.19500732421875,238.80999755859375,306.2074890136719,152.9600067138672,31.875
2024-01-02 17:30:00+00:00,100.81404876708984,209.77999877929688,293.8599853515625,402.6700134277344,92.40802764892578,261.2200012207031,238.75,307.0950012207031,152.8000030517578,31.770000457763672
2024-01-02 18:30:00+00:00,100.2952880859375,209.22000122070312,292.8699951171875,402.9081115722656,92.17391204833984,259.9599914550781,238.44500732421875,305.8949890136719,151.97999572753906,31.729999542236328
2024-01-02 19:30:00+00:00,100.20750427246094,209.0,291.5,399.7900085449219,91.88963317871094,259.6000061035156,237.85499572753906,305.2799987792969,151.00999450683594,31.6825008392334
2024-01-02 20:30:00+00:00,100.5506820678711,209.0399932861328,292.7799987792969,400.7900085449219,91.9899673461914,260.6400146484375,238.9499969482422,306.3800048828125,151.52999877929688,31.780000686645508
2024-01-03 14:30:00+00:00,99.42537689208984,206.27999877929688,285.5899963378906,395.5799865722656,90.033447265625,258.6199951171875,233.92999267578125,306.010009765625,148.6300048828125,31.485000610351562
2024-01-03 15:30:00+00:00,99.50518798828125,205.72000122070312,285.4100036621094,396.3399963378906,89.84949493408203,258.3299865722656,233.38380432128906,306.7950134277344,148.72500610351562,31.362499237060547
2024-01-03 16:30:00+00:00,99.32162475585938,206.14999389648438,285.3299865722656,395.9367980957031,90.15050506591797,258.8599853515625,233.55499267578125,307.1199951171875,148.75999450683594,31.31999969482422
2024-01-03 17:30:00+00:00,99.25778198242188,206.19000244140625,286.8599853515625,397.44000244140625,90.7053451538086,258.989990234375,234.35000610351562,306.7149963378906,148.94500732421875,31.327499389648438
2024-01-03 18:30:00+00:00,99.02234649658203,206.44000244140625,286.7672119140625,396.6400146484375,90.85702514648438,258.9700012207031,233.86000061035156,305.7049865722656,148.9600067138672,31.337499618530273
2024-01-03 19:30:00+00:00,99.10614776611328,205.125,285.260009765625,395.0,90.23411560058594,258.2900085449219,233.41000366210938,303.9049987792969,148.17999267578125,31.142499923706055
2024-01-03 20:30:00+00:00,99.00239562988281,204.5,284.2900085449219,393.3299865722656,90.13378143310547,258.29998779296875,233.10000610351562,304.0400085449219,148.3300018310547,31.035499572753906
2024-01-04 14:30:00+00:00,99.81244659423828,205.27999877929688,286.79998779296875,395.5849914550781,90.94481658935547,261.0249938964844,234.8800048828125,306.7099914550781,148.6199951171875,31.13249969482422
2024-01-04 15:30:00+00:00,99.8563461303711,206.05740356445312,287.9949951171875,395.3800048828125,91.3712387084961,260.95001220703125,236.00779724121094,307.07000732421875,149.17999267578125,31.167499542236328
2024-01-04 16:30:00+00:00,100.2314453125,205.625,287.5899963378906,393.9700012207031,90.93645477294922,260.9100036621094,236.77940368652344,306.9599914550781,148.67999267578125,31.1875
2024-01-04 17:30:00+00:00,100.04788208007812,205.75,287.5199890136719,393.80999755859375,90.83612060546875,260.6549987792969,236.50999450683594,306.6600036621094,148.55999755859375,31.18000030517578
2024-01-04 18:30:00+00:00,99.99201965332031,205.5800018310547,287.1099853515625,392.7200012207031,91.02842712402344,260.4599914550781,235.9199981689453,305.4700012207031,148.61000061035156,31.1299991607666
2024-01-04 19:30:00+00:00,99.81643676757812,205.6999969482422,287.20001220703125,393.4200134277344,91.02006530761719,260.1499938964844,235.4250030517578,305.510009765625,148.74000549316406,31.139999389648438
2024-01-04 20:30:00+00:00,99.52114868164062,204.88999938964844,286.1199951171875,392.6300048828125,90.4765853881836,259.4100036621094,234.49000549316406,304.489990234375,148.1300048828125,31.09000015258789
2024-01-05 14:30:00+00:00,100.0,203.6199951171875,289.58758544921875,395.5159912109375,90.96488189697266,259.1549987792969,234.3800048828125,304.3500061035156,148.11000061035156,31.040000915527344
2024-01-05 15:30:00+00:00,100.38706970214844,203.36000061035156,289.05999755859375,395.43499755859375,90.85284423828125,257.95001220703125,234.97999572753906,303.8699951171875,147.55999755859375,30.940000534057617
2024-01-05 16:30:00+00:00,100.34317779541016,202.55999755859375,287.4100036621094,394.4849853515625,90.56856536865234,257.25,234.02999877929688,303.0350036621094,147.4250030517578,30.860000610351562
2024-01-05 17:30:00+00:00,100.57462310791016,202.875,288.9200134277344,395.1499938964844,90.55184173583984,257.4599914550781,234.31500244140625,304.0299987792969,147.52999877929688,30.9325008392334
2024-01-05 18:30:00+00:00,100.50279235839844,203.3000030517578,289.7300109863281,395.42999267578125,90.76087188720703,258.0849914550781,234.7100067138672,304.6499938964844,147.85000610351562,30.962499618530273
2024-01-05 19:30:00+00:00,100.34716796875,203.22000122070312,288.7900085449219,394.92999267578125,90.63545227050781,257.7200012207031,234.3800048828125,304.05499267578125,147.52000427246094,30.899999618530273
2024-01-05 20:30:00+00:00,100.78211975097656,203.50999450683594,288.92999267578125,395.9700012207031,90.7943115234375,257.8900146484375,234.85000610351562,305.0,147.4600067138672,30.989999771118164
2024-01-08 14:30:00+00:00,100.19952392578125,201.69000244140625,288.20001220703125,392.80999755859375,90.46823120117188,256.260009765625,235.55320739746094,304.1600036621094,146.72999572753906,31.100000381469727
