Date,MDT,ISRG,BSX,ABT,DXCM,EW,ZBH,HOLX,TFX
2024-01-02 14:30:00+00:00,83.42990112304688,333.760009765625,57.790000915527344,,124.81999969482422,76.32499694824219,122.25,72.19000244140625,251.25999450683594
2024-01-02 15:30:00+00:00,83.05999755859375,332.8550109863281,57.72999954223633,,124.05000305175781,75.56999969482422,121.76000213623047,72.2699966430664,249.4149932861328
2024-01-02 16:30:00+00:00,83.26709747314453,333.0199890136719,57.74489974975586,,124.16999816894531,75.62000274658203,121.55999755859375,72.56500244140625,250.52000427246094
2024-01-02 17:30:00+00:00,83.41000366210938,332.82000732421875,57.83000183105469,,123.83999633789062,75.41000366210938,121.55999755859375,72.55500030517578,250.17999267578125
2024-01-02 18:30:00+00:00,83.09500122070312,330.94500732421875,57.78499984741211,,123.12999725341797,75.33000183105469,121.31500244140625,72.18000030517578,250.16000366210938
2024-01-02 19:30:00+00:00,82.63500213623047,328.9849853515625,57.709999084472656,,122.41000366210938,75.12999725341797,121.2300033569336,72.11000061035156,250.1649932861328
2024-01-02 20:30:00+00:00,82.83999633789062,331.0799865722656,57.84000015258789,,123.06999969482422,75.58000183105469,121.4000015258789,72.44999694824219,250.3699951171875
2024-01-03 14:30:00+00:00,82.94000244140625,322.5,58.025001525878906,,121.25,73.58000183105469,120.06999969482422,72.19999694824219,245.72000122070312
2024-01-03 15:30:00+00:00,82.79000091552734,322.42498779296875,57.82500076293945,,120.01000213623047,73.45999908447266,120.80500030517578,72.34500122070312,244.05999755859375
2024-01-03 16:30:00+00:00,82.91999816894531,321.8949890136719,57.70000076293945,,120.82499694824219,73.56500244140625,120.97000122070312,72.52999877929688,243.69659423828125
2024-01-03 17:30:00+00:00,83.08999633789062,322.2850036621094,57.84000015258789,,120.7925033569336,73.5999984741211,121.26499938964844,72.58999633789062,244.97500610351562
2024-01-03 18:30:00+00:00,83.56999969482422,323.73431396484375,57.7599983215332,,121.24500274658203,73.72000122070312,121.08000183105469,72.69000244140625,243.97000122070312
2024-01-03 19:30:00+00:00,83.125,321.0400085449219,57.3650016784668,,120.13500213623047,73.2300033569336,120.68000030517578,72.29499816894531,242.11000061035156
2024-01-03 20:30:00+00:00,83.19000244140625,322.0899963378906,57.599998474121094,,120.26000213623047,73.12999725341797,120.47000122070312,72.36000061035156,241.97000122070312
2024-01-04 14:30:00+00:00,83.8499984741211,322.9100036621094,57.959999084472656,,122.20500183105469,73.00499725341797,120.35089874267578,72.75,242.72500610351562
2024-01-04 15:30:00+00:00,83.83380126953125,326.1199951171875,58.25,,122.5,73.66999816894531,120.21900177001953,73.05000305175781,241.55999755859375
2024-01-04 16:30:00+00:00,83.53500366210938,324.2699890136719,58.244998931884766,,121.97000122070312,73.51000213623047,120.19999694824219,72.91999816894531,241.2899932861328
2024-01-04 17:30:00+00:00,83.73999786376953,323.8699951171875,58.380001068115234,,121.87999725341797,73.58000183105469,120.2300033569336,72.98999786376953,241.60499572753906
