Date,MCL=F,MGC=F,SIL=F,MHO=F,MCD=F
2024-01-02 05:00:00+00:00,72.88999938964844,2083.10009765625,24.270000457763672,,0.7562999725341797
2024-01-02 06:00:00+00:00,72.93000030517578,2082.699951171875,24.290000915527344,,0.755299985408783
2024-01-02 07:00:00+00:00,72.66999816894531,2082.10009765625,24.229999542236328,,0.7555000185966492
2024-01-02 08:00:00+00:00,72.93000030517578,2082.199951171875,24.274999618530273,,0.7559000253677368
2024-01-02 09:00:00+00:00,73.08000183105469,2086.10009765625,24.30500030517578,,0.7555000185966492
2024-01-02 10:00:00+00:00,73.43000030517578,2085.10009765625,24.315000534057617,,0.7555000185966492
2024-01-02 11:00:00+00:00,73.23999786376953,2078.199951171875,24.19499969482422,,0.7544999718666077
2024-01-02 12:00:00+00:00,73.16000366210938,2076.800048828125,24.1200008392334,,0.7531999945640564
2024-01-02 13:00:00+00:00,73.51000213623047,2075.0,24.165000915527344,,0.7526999711990356
2024-01-02 14:00:00+00:00,71.66000366210938,2079.39990234375,24.235000610351562,,0.751800000667572
2024-01-02 15:00:00+00:00,71.54000091552734,2068.10009765625,23.954999923706055,,0.7519999742507935
2024-01-02 16:00:00+00:00,70.87000274658203,2074.89990234375,24.049999237060547,,0.7519999742507935
2024-01-02 17:00:00+00:00,71.19999694824219,2071.300048828125,23.940000534057617,,0.7523000240325928
2024-01-02 18:00:00+00:00,70.27999877929688,2069.800048828125,23.8799991607666,,0.7512000203132629
2024-01-02 19:00:00+00:00,70.5,2069.5,23.875,,0.7511000037193298
2024-01-02 20:00:00+00:00,70.41000366210938,2067.10009765625,23.885000228881836,,0.7508999705314636
2024-01-02 21:00:00+00:00,70.5,2067.800048828125,23.885000228881836,,0.7515000104904175
2024-01-02 23:00:00+00:00,70.51000213623047,2067.800048828125,23.8700008392334,,0.7513999938964844
2024-01-03 00:00:00+00:00,70.5199966430664,2068.699951171875,23.915000915527344,,0.7515000104904175
2024-01-03 01:00:00+00:00,70.31999969482422,2070.699951171875,23.8799991607666,,0.7512000203132629
2024-01-03 02:00:00+00:00,70.43000030517578,2073.0,23.93000030517578,,0.7511000037193298
2024-01-03 03:00:00+00:00,70.36000061035156,2073.39990234375,23.924999237060547,,0.7512000203132629
2024-01-03 04:00:00+00:00,70.33999633789062,2072.89990234375,23.905000686645508,,0.7511000037193298
2024-01-03 05:00:00+00:00,70.29000091552734,2072.300048828125,23.84000015258789,,0.7511000037193298
2024-01-03 06:00:00+00:00,70.4000015258789,2072.699951171875,23.8700008392334,,0.7512000203132629
2024-01-03 07:00:00+00:00,70.05999755859375,2091.39990234375,23.80500030517578,,0.7512999773025513
2024-01-03 08:00:00+00:00,69.94999694824219,2088.5,23.69499969482422,,0.7511000037193298
2024-01-03 09:00:00+00:00,69.95999908447266,2084.60009765625,23.655000686645508,,0.7511000037193298
2024-01-03 10:00:00+00:00,69.91000366210938,2083.199951171875,23.635000228881836,,0.7506999969482422
2024-01-03 11:00:00+00:00,70.43000030517578,2075.60009765625,23.469999313354492,,0.7501999735832214
2024-01-03 12:00:00+00:00,70.98999786376953,2073.89990234375,23.520000457763672,,0.7501000165939331
2024-01-03 13:00:00+00:00,70.66999816894531,2069.300048828125,23.25,,0.7491999864578247
2024-01-03 14:00:00+00:00,72.06999969482422,2064.5,23.200000762939453,,0.7497000098228455
2024-01-03 15:00:00+00:00,72.80999755859375,2060.800048828125,23.075000762939453,,0.7498999834060669
2024-01-03 16:00:00+00:00,72.38999938964844,2059.39990234375,23.15999984741211,,0.7494000196456909
2024-01-03 17:00:00+00:00,72.55999755859375,2061.0,23.110000610351562,,0.7493000030517578
2024-01-03 18:00:00+00:00,72.69999694824219,2063.699951171875,23.190000534057617,,0.7491999864578247
2024-01-03 19:00:00+00:00,72.83000183105469,2064.60009765625,23.229999542236328,,0.7495999932289124
2024-01-03 20:00:00+00:00,73.01000213623047,2068.89990234375,23.229999542236328,,0.7494000196456909
2024-01-03 21:00:00+00:00,73.0199966430664,2069.5,23.19499969482422,,0.7497000098228455
2024-01-03 23:00:00+00:00,73.05000305175781,2069.800048828125,23.219999313354492,,0.75
2024-01-04 00:00:00+00:00,73.12999725341797,2069.10009765625,23.184999465942383,,0.7498999834060669
