Date,6E=F,6J=F,6B=F,6A=F,6C=F,6S=F,6N=F,M6E=F
2024-01-02 05:00:00+00:00,1.1066999435424805,0.007158999796956778,1.2740999460220337,0.68545001745224,0.7563499808311462,1.1941499710083008,0.6317499876022339,1.1066999435424805
2024-01-02 06:00:00+00:00,1.1062500476837158,0.007150500081479549,1.2733999490737915,0.684149980545044,0.755299985408783,1.1929999589920044,0.6312000155448914,1.1060999631881714
2024-01-02 07:00:00+00:00,1.104949951171875,0.007149499841034412,1.2736999988555908,0.6835500001907349,0.7555500268936157,1.191100001335144,0.6304000020027161,1.1050000190734863
2024-01-02 08:00:00+00:00,1.1060500144958496,0.007147999946027994,1.2755000591278076,0.6840999722480774,0.7559499740600586,1.1929999589920044,0.6305999755859375,1.1060999631881714
2024-01-02 09:00:00+00:00,1.1049000024795532,0.007149000186473131,1.2723000049591064,0.6837499737739563,0.7553499937057495,1.1909500360488892,0.6312000155448914,1.1049000024795532
2024-01-02 10:00:00+00:00,1.1038000583648682,0.007144500035792589,1.270400047302246,0.6833000183105469,0.7555500268936157,1.1892000436782837,0.6309499740600586,1.1038000583648682
2024-01-02 11:00:00+00:00,1.1002999544143677,0.007135000079870224,1.266700029373169,0.6816499829292297,0.7544999718666077,1.1855000257492065,0.6283000111579895,1.1002999544143677
2024-01-02 12:00:00+00:00,1.0987499952316284,0.007120499853044748,1.2648999691009521,0.6801499724388123,0.753250002861023,1.1864500045776367,0.6273499727249146,1.0987999439239502
2024-01-02 13:00:00+00:00,1.0986000299453735,0.00711899995803833,1.2633999586105347,0.6795499920845032,0.7526999711990356,1.186400055885315,0.6269999742507935,1.0986000299453735
2024-01-02 14:00:00+00:00,1.0996500253677368,0.007149000186473131,1.2633999586105347,0.6802499890327454,0.751800000667572,1.1902999877929688,0.6279500126838684,1.0995999574661255
2024-01-02 15:00:00+00:00,1.097749948501587,0.0071299998089671135,1.2630000114440918,0.6784499883651733,0.7519500255584717,1.1875499486923218,0.6262999773025513,1.0978000164031982
2024-01-02 16:00:00+00:00,1.0990500450134277,0.007131500169634819,1.2635999917984009,0.6786999702453613,0.7520999908447266,1.187999963760376,0.6262500286102295,1.0989999771118164
2024-01-02 17:00:00+00:00,1.0983999967575073,0.0071275001391768456,1.2639000415802002,0.6789500117301941,0.7523999810218811,1.1855000257492065,0.6259999871253967,1.0983999967575073
