Date,UNH,CVS,CI,HUM,AFL,PRU,MET,ALL
2024-01-02 14:30:00+00:00,534.8599853515625,80.75499725341797,306.9949951171875,466.3500061035156,82.85859680175781,104.16000366210938,67.06999969482422,141.19000244140625
2024-01-02 15:30:00+00:00,535.1599731445312,80.83999633789062,308.57000732421875,466.1199951171875,82.78500366210938,104.3499984741211,67.0199966430664,141.8699951171875
2024-01-02 16:30:00+00:00,535.4299926757812,81.02010345458984,308.25,467.04998779296875,82.91999816894531,104.63999938964844,67.4000015258789,142.6999969482422
2024-01-02 17:30:00+00:00,537.0800170898438,81.2750015258789,308.8800048828125,467.70001220703125,83.06500244140625,104.91000366210938,67.55000305175781,143.00999450683594
2024-01-02 18:30:00+00:00,538.405029296875,81.04000091552734,309.989990234375,471.4800109863281,83.19000244140625,104.68000030517578,67.4749984741211,142.67999267578125
2024-01-02 19:30:00+00:00,537.1599731445312,80.75,308.9049987792969,469.8699951171875,83.05000305175781,104.18000030517578,66.9800033569336,142.77999877929688
2024-01-02 20:30:00+00:00,539.52001953125,80.86000061035156,310.1000061035156,470.4599914550781,83.27999877929688,104.58000183105469,67.3499984741211,143.82000732421875
2024-01-03 14:30:00+00:00,543.5399780273438,81.52999877929688,311.54998779296875,472.94000244140625,83.7699966430664,103.13999938964844,67.0,144.77000427246094
2024-01-03 15:30:00+00:00,542.22998046875,81.0,305.1700134277344,468.6600036621094,83.58999633789062,103.08000183105469,67.01000213623047,144.6300048828125
2024-01-03 16:30:00+00:00,541.6400146484375,81.1050033569336,306.5899963378906,468.6300048828125,83.5199966430664,103.19999694824219,67.23999786376953,144.91000366210938
2024-01-03 17:30:00+00:00,541.8900146484375,81.19000244140625,305.4599914550781,468.1549987792969,83.48999786376953,103.37000274658203,67.43499755859375,144.79049682617188
2024-01-03 18:30:00+00:00,541.8300170898438,81.29989624023438,306.19000244140625,469.0799865722656,83.43000030517578,103.5,67.52999877929688,144.86000061035156
2024-01-03 19:30:00+00:00,541.5599975585938,81.08499908447266,305.885009765625,466.2950134277344,83.30000305175781,102.91999816894531,67.20999908447266,144.67999267578125
2024-01-03 20:30:00+00:00,542.1599731445312,80.87000274658203,303.6700134277344,464.510009765625,83.18000030517578,102.79000091552734,67.12000274658203,144.99000549316406
2024-01-04 14:30:00+00:00,546.25,80.23999786376953,306.8800048828125,470.42999267578125,83.3499984741211,103.94229888916016,68.08000183105469,150.36000061035156
2024-01-04 15:30:00+00:00,548.3499755859375,80.80000305175781,308.0400085449219,470.5299987792969,83.19000244140625,103.77999877929688,67.91000366210938,149.6750030517578
2024-01-04 16:30:00+00:00,545.5700073242188,80.68499755859375,307.4200134277344,469.3599853515625,83.2300033569336,103.58000183105469,67.79000091552734,149.3300018310547
2024-01-04 17:30:00+00:00,546.0,80.65499877929688,306.55999755859375,469.95001220703125,82.9800033569336,103.29139709472656,67.68009948730469,149.75
2024-01-04 18:30:00+00:00,545.0549926757812,80.6449966430664,305.94000244140625,467.94500732421875,82.82499694824219,103.1500015258789,67.76000213623047,149.55999755859375
2024-01-04 19:30:00+00:00,545.2750244140625,80.74500274658203,306.4649963378906,466.7756042480469,82.40499877929688,103.0250015258789,67.69000244140625,148.2100067138672
2024-01-04 20:30:00+00:00,545.6199951171875,80.5199966430664,306.3299865722656,466.5,82.30000305175781,102.87999725341797,67.48999786376953,148.5
2024-01-05 14:30:00+00:00,537.4299926757812,81.56999969482422,308.94000244140625,455.79998779296875,82.31999969482422,104.23500061035156,68.57959747314453,148.1999969482422
2024-01-05 15:30:00+00:00,536.8599853515625,81.93499755859375,309.3599853515625,454.73748779296875,82.38999938964844,104.2300033569336,68.72000122070312,148.58999633789062
2024-01-05 16:30:00+00:00,534.9299926757812,81.62999725341797,308.2149963378906,454.1300048828125,82.37000274658203,103.91999816894531,68.62000274658203,148.3699951171875
2024-01-05 17:30:00+00:00,536.030029296875,81.55500030517578,309.7699890136719,455.6000061035156,82.38999938964844,103.80999755859375,68.6500015258789,148.60000610351562
2024-01-05 18:30:00+00:00,537.844970703125,81.56439971923828,310.57000732421875,457.010009765625,82.51000213623047,104.06999969482422,68.83999633789062,149.1750030517578
2024-01-05 19:30:00+00:00,537.8900146484375,81.31500244140625,312.1099853515625,457.06500244140625,82.5199966430664,104.0199966430664,68.88999938964844,149.5050048828125
2024-01-05 20:30:00+00:00,537.3800048828125,81.38999938964844,313.6300048828125,458.1199951171875,82.70999908447266,104.30999755859375,68.91999816894531,150.0
2024-01-08 14:30:00+00:00,539.576171875,82.44000244140625,314.0398864746094,462.3550109863281,81.9800033569336,104.05000305175781,69.12000274658203,150.4199981689453
