Date,AMZN,BABA,JD,PDD,MELI,ETSY,W,SHOP,BIDU
2024-01-02 14:30:00+00:00,148.6898956298828,74.91999816894531,27.3799991607666,143.0500030517578,1535.7249755859375,80.83999633789062,60.119998931884766,74.06999969482422,114.51499938964844
2024-01-02 15:30:00+00:00,149.96009826660156,74.98999786376953,27.369699478149414,144.36500549316406,1540.3699951171875,80.91000366210938,60.48500061035156,74.47019958496094,115.11100006103516
2024-01-02 16:30:00+00:00,149.87660217285156,75.16000366210938,27.43000030517578,144.5399932861328,1540.0999755859375,81.94000244140625,60.84000015258789,73.98999786376953,115.67990112304688
2024-01-02 17:30:00+00:00,149.84010314941406,75.125,27.3700008392334,144.93499755859375,1533.5400390625,82.63500213623047,60.27000045776367,74.11000061035156,115.44000244140625
2024-01-02 18:30:00+00:00,149.60499572753906,74.9000015258789,27.19499969482422,145.06500244140625,1524.27001953125,81.54000091552734,59.65999984741211,73.66999816894531,115.23999786376953
2024-01-02 19:30:00+00:00,149.31500244140625,74.66999816894531,27.184999465942383,144.91000366210938,1520.9949951171875,80.62000274658203,58.93000030517578,73.30000305175781,115.05999755859375
2024-01-02 20:30:00+00:00,149.94000244140625,74.75,27.209999084472656,145.63999938964844,1527.9300537109375,81.08999633789062,58.779998779296875,73.83000183105469,115.31999969482422
2024-01-03 14:30:00+00:00,150.00999450683594,75.06999969482422,27.18000030517578,149.3300018310547,1504.3900146484375,77.88999938964844,54.875,71.5,115.62999725341797
2024-01-03 15:30:00+00:00,149.9949951171875,75.77999877929688,27.288799285888672,148.8300018310547,1505.760009765625,77.65899658203125,54.93000030517578,71.7300033569336,116.2300033569336
2024-01-03 16:30:00+00:00,149.6300048828125,75.61000061035156,27.364999771118164,148.83999633789062,1501.449951171875,77.1417007446289,55.099998474121094,71.4800033569336,116.63999938964844
2024-01-03 17:30:00+00:00,149.64500427246094,76.17500305175781,27.475000381469727,148.74000549316406,1511.5050048828125,77.73999786376953,55.31999969482422,71.44000244140625,117.06999969482422
2024-01-03 18:30:00+00:00,149.69000244140625,76.57499694824219,27.459999084472656,148.97999572753906,1506.050048828125,78.21720123291016,55.09000015258789,72.02999877929688,117.3949966430664
2024-01-03 19:30:00+00:00,148.99000549316406,76.44000244140625,27.3799991607666,148.93499755859375,1505.29150390625,78.76499938964844,54.689998626708984,71.70999908447266,117.12000274658203
2024-01-03 20:30:00+00:00,148.4199981689453,76.55999755859375,27.450000762939453,148.9600067138672,1500.0,79.20999908447266,55.04999923706055,71.81999969482422,117.69000244140625
2024-01-04 14:30:00+00:00,146.05039978027344,75.35289764404297,27.3799991607666,149.07000732421875,1534.050048828125,76.58499908447266,54.119998931884766,72.80000305175781,117.99500274658203
2024-01-04 15:30:00+00:00,146.79989624023438,75.58000183105469,27.375,149.25999450683594,1539.8900146484375,76.73999786376953,54.53499984741211,73.51000213623047,118.83999633789062
