Date,JNJ,PG,KO,PEP,MMM,ABT,ADM,CVX,XOM,LOW
2024-01-02 14:30:00+00:00,160.6699981689453,148.72999572753906,59.474998474121094,171.5800018310547,91.91053771972656,110.6500015258789,72.81999969482422,150.9499969482422,101.83499908447266,221.9600067138672
2024-01-02 15:30:00+00:00,159.6999969482422,148.34820556640625,59.415000915527344,172.27999877929688,91.60945129394531,110.41999816894531,72.66000366210938,150.47999572753906,101.98500061035156,220.2100067138672
2024-01-02 16:30:00+00:00,159.83999633789062,148.35000610351562,59.630001068115234,172.57000732421875,92.18838500976562,110.58000183105469,73.06999969482422,151.00999450683594,102.68499755859375,219.9949951171875
2024-01-02 17:30:00+00:00,159.36000061035156,148.4499969482422,59.67499923706055,172.30499267578125,92.40802764892578,110.5250015258789,72.97000122070312,150.86000061035156,102.75,219.69000244140625
2024-01-02 18:30:00+00:00,159.58999633789062,148.77000427246094,59.74319839477539,172.70989990234375,92.17391204833984,110.2699966430664,72.83999633789062,150.14999389648438,102.5999984741211,219.5500030517578
2024-01-02 19:30:00+00:00,159.58999633789062,148.67999267578125,59.76409912109375,172.63999938964844,91.88963317871094,109.77999877929688,72.70999908447266,149.63999938964844,102.21170043945312,218.85000610351562
2024-01-02 20:30:00+00:00,159.97999572753906,148.75999450683594,59.84000015258789,172.91000366210938,91.9899673461914,109.86499786376953,72.77999877929688,149.55999755859375,102.4000015258789,218.74000549316406
2024-01-03 14:30:00+00:00,160.860107421875,148.3800048828125,60.06999969482422,173.3489990234375,90.033447265625,109.66999816894531,72.70999908447266,150.1999969482422,102.9000015258789,215.02000427246094
2024-01-03 15:30:00+00:00,160.92999267578125,148.43499755859375,59.98500061035156,173.33999633789062,89.84949493408203,109.58000183105469,73.16500091552734,150.58999633789062,102.68499755859375,213.39500427246094
2024-01-03 16:30:00+00:00,160.97999572753906,148.52999877929688,59.935001373291016,173.30999755859375,90.15050506591797,109.55000305175781,73.5199966430664,150.9499969482422,102.77999877929688,213.5399932861328
2024-01-03 17:30:00+00:00,161.1699981689453,148.36000061035156,59.91999816894531,172.97000122070312,90.7053451538086,109.80999755859375,73.91000366210938,152.24139404296875,103.06610107421875,214.60000610351562
2024-01-03 18:30:00+00:00,161.22000122070312,147.93499755859375,59.959800720214844,173.30999755859375,90.85702514648438,109.79450225830078,73.74970245361328,152.86000061035156,103.37539672851562,214.2449951171875
2024-01-03 19:30:00+00:00,161.08999633789062,147.4600067138672,59.92319869995117,173.05999755859375,90.23411560058594,109.51000213623047,73.05269622802734,152.70799255371094,103.48500061035156,213.0800018310547
2024-01-03 20:30:00+00:00,160.9499969482422,147.83999633789062,59.959999084472656,172.92999267578125,90.13378143310547,109.51000213623047,73.16000366210938,152.36000061035156,103.25,212.27999877929688
2024-01-04 14:30:00+00:00,161.14999389648438,148.9199981689453,59.98400115966797,172.4199981689453,90.94481658935547,110.71499633789062,72.5199966430664,152.3800048828125,103.41999816894531,212.57260131835938
2024-01-04 15:30:00+00:00,161.25,148.95590209960938,60.220001220703125,173.17999267578125,91.3712387084961,110.76000213623047,72.5999984741211,151.74000549316406,102.9000015258789,213.07000732421875
2024-01-04 16:30:00+00:00,161.44000244140625,148.75999450683594,60.060001373291016,172.3000030517578,90.93645477294922,110.8550033569336,72.41000366210938,151.47000122070312,102.84500122070312,212.32000732421875
2024-01-04 17:30:00+00:00,161.1999969482422,148.72000122070312,59.970001220703125,172.14210510253906,90.83612060546875,110.55000305175781,72.4000015258789,151.47500610351562,102.88130187988281,212.27999877929688
2024-01-04 18:30:00+00:00,161.00999450683594,148.97000122070312,59.95429992675781,172.1199951171875,91.02842712402344,110.54499816894531,71.93000030517578,151.10000610351562,102.45999908447266,212.00999450683594
2024-01-04 19:30:00+00:00,160.75999450683594,149.06100463867188,59.935001373291016,171.86500549316406,91.02006530761719,110.87000274658203,72.05500030517578,150.72999572753906,102.24500274658203,212.02999877929688
2024-01-04 20:30:00+00:00,160.63499450683594,148.6699981689453,59.77000045776367,171.47000122070312,90.4765853881836,111.00499725341797,71.76000213623047,150.6999969482422,102.33999633789062,211.25999450683594
2024-01-05 14:30:00+00:00,160.66000366210938,148.1699981689453,59.8849983215332,170.5500030517578,90.96488189697266,110.54000091552734,71.81999969482422,150.94000244140625,103.01000213623047,213.6199951171875
2024-01-05 15:30:00+00:00,160.875,147.86000061035156,59.65999984741211,169.61000061035156,90.85284423828125,110.7300033569336,71.55000305175781,151.1300048828125,103.05500030517578,212.9499969482422
2024-01-05 16:30:00+00:00,160.3800048828125,146.8800048828125,59.20500183105469,168.28500366210938,90.56856536865234,110.62999725341797,70.81999969482422,150.32000732421875,102.38500213623047,212.38999938964844
2024-01-05 17:30:00+00:00,160.4199981689453,146.85000610351562,59.22999954223633,167.97999572753906,90.55184173583984,110.38999938964844,70.5,150.30999755859375,102.46499633789062,212.61000061035156
2024-01-05 18:30:00+00:00,160.72999572753906,147.07000732421875,59.43000030517578,168.60000610351562,90.76087188720703,111.01010131835938,70.77999877929688,150.63499450683594,102.54000091552734,213.0399932861328
2024-01-05 19:30:00+00:00,160.97000122070312,146.9600067138672,59.474998474121094,168.52999877929688,90.63545227050781,110.75,70.5999984741211,150.19000244140625,102.3550033569336,212.49000549316406
2024-01-05 20:30:00+00:00,161.08999633789062,147.41000366210938,59.65999984741211,168.92999267578125,90.7943115234375,110.79000091552734,70.80999755859375,150.39999389648438,102.5999984741211,212.49000549316406
2024-01-08 14:30:00+00:00,160.1199951171875,147.6999969482422,59.525001525878906,167.85000610351562,90.46823120117188,111.29000091552734,70.13999938964844,146.99000549316406,99.05999755859375,215.66000366210938
2024-01-08 15:30:00+00:00,160.33999633789062,147.92999267578125,59.72999954223633,168.42999267578125,90.46823120117188,111.4000015258789,70.62999725341797,148.0800018310547,99.94999694824219,216.02000427246094
2024-01-08 16:30:00+00:00,160.47000122070312,148.02999877929688,59.7588005065918,168.8300018310547,90.38461303710938,111.80999755859375,70.44999694824219,147.93499755859375,99.92009735107422,214.85609436035156
2024-01-08 17:30:00+00:00,160.35000610351562,147.9600067138672,59.79999923706055,169.0399932861328,90.78587341308594,111.82109832763672,70.62000274658203,148.14999389648438,99.94000244140625,215.875
2024-01-08 18:30:00+00:00,160.6199951171875,148.3800048828125,59.95000076293945,169.1300048828125,91.03260803222656,112.20500183105469,71.0250015258789,148.9199981689453,100.25,216.67999267578125
2024-01-08 19:30:00+00:00,160.84500122070312,148.61000061035156,60.101898193359375,169.4499969482422,90.93645477294922,112.16999816894531,70.94999694824219,149.22000122070312,100.65809631347656,216.9149932861328
2024-01-08 20:30:00+00:00,161.5,148.67999267578125,60.130001068115234,169.10000610351562,91.02842712402344,112.41999816894531,71.05999755859375,149.47999572753906,100.91000366210938,217.19000244140625
2024-01-09 14:30:00+00:00,162.30499267578125,148.72000122070312,60.0099983215332,166.85499572753906,90.29264068603516,113.16999816894531,70.47989654541016,146.97000122070312,99.63990020751953,216.71749877929688
2024-01-09 15:30:00+00:00,161.50999450683594,148.75,60.025001525878906,166.58999633789062,90.405517578125,112.76000213623047,70.42500305175781,146.5,99.51080322265625,216.1999969482422
2024-01-09 16:30:00+00:00,161.25999450683594,148.8699951171875,59.8849983215332,166.24000549316406,90.91973114013672,112.7699966430664,70.41000366210938,146.8800048828125,99.78500366210938,216.85000610351562
2024-01-09 17:30:00+00:00,160.67999267578125,148.33999633789062,59.790000915527344,166.02999877929688,90.72742462158203,112.87000274658203,70.18499755859375,146.36000061035156,99.6500015258789,216.78500366210938
2024-01-09 18:30:00+00:00,161.3300018310547,148.94000244140625,59.79999923706055,166.36000061035156,91.0953140258789,112.90989685058594,70.44999694824219,145.94000244140625,99.57499694824219,216.77000427246094
2024-01-09 19:30:00+00:00,161.52000427246094,148.86000061035156,59.872100830078125,166.4600067138672,91.1546859741211,112.8499984741211,70.61000061035156,145.7050018310547,99.67500305175781,216.97000122070312
2024-01-09 20:30:00+00:00,161.61000061035156,149.25999450683594,59.98500061035156,167.17999267578125,91.22073364257812,112.72000122070312,70.66000366210938,145.6699981689453,99.61000061035156,217.00999450683594
2024-01-10 14:30:00+00:00,161.69000244140625,149.79739379882812,60.15999984741211,167.5399932861328,90.60200500488281,113.56999969482422,70.12999725341797,145.44569396972656,99.08000183105469,218.80020141601562
2024-01-10 15:30:00+00:00,161.52999877929688,149.72999572753906,60.040000915527344,166.8699951171875,90.70233917236328,113.44999694824219,69.70079803466797,144.8699951171875,98.66999816894531,218.9149932861328
2024-01-10 16:30:00+00:00,161.44000244140625,149.52999877929688,60.119998931884766,167.01499938964844,90.83612060546875,113.9000015258789,69.70960235595703,144.63890075683594,98.51000213623047,219.11000061035156
