Date,NVDA,AMD,INTC,TSM,ASML,AVGO,QCOM,MU,LRCX,AMAT
2024-01-02 14:30:00+00:00,47.66699981689453,139.38999938964844,48.307701110839844,101.77999877929688,725.7899780273438,109.66400146484375,141.05999755859375,83.2699966430664,75.41349792480469,156.3000030517578
2024-01-02 15:30:00+00:00,48.11602020263672,139.85659790039062,48.18989944458008,101.9000015258789,727.8967895507812,109.53950500488281,141.72999572753906,83.31999969482422,75.88300323486328,156.8699951171875
2024-01-02 16:30:00+00:00,48.10852813720703,139.25999450683594,48.1150016784668,101.91999816894531,726.1199951171875,109.36299896240234,141.02000427246094,83.05999755859375,75.62275695800781,156.58999633789062
2024-01-02 17:30:00+00:00,48.185997009277344,139.1750030517578,48.165000915527344,101.80999755859375,723.510009765625,109.08599853515625,141.0800018310547,82.98500061035156,75.5999984741211,156.35499572753906
2024-01-02 18:30:00+00:00,48.1879997253418,138.45989990234375,47.834999084472656,101.33000183105469,721.4400024414062,108.69549560546875,140.41000366210938,82.61499786376953,75.43900299072266,155.7899932861328
2024-01-02 19:30:00+00:00,47.88399887084961,137.8249969482422,47.494998931884766,100.7300033569336,715.47998046875,108.1300048828125,139.3300018310547,81.9000015258789,74.38200378417969,153.72000122070312
2024-01-02 20:30:00+00:00,48.185001373291016,138.60009765625,47.81999969482422,101.55000305175781,717.5499877929688,108.61000061035156,140.27000427246094,82.37999725341797,74.93599700927734,154.3800048828125
2024-01-03 14:30:00+00:00,47.49448776245117,134.6999053955078,47.21500015258789,100.28500366210938,702.3800048828125,106.7800064086914,137.88999938964844,82.08999633789062,73.67100524902344,152.07000732421875
2024-01-03 15:30:00+00:00,47.751502990722656,134.88929748535156,47.06999969482422,100.05000305175781,704.4199829101562,106.53950500488281,137.67999267578125,82.26499938964844,74.0250015258789,152.21499633789062
2024-01-03 16:30:00+00:00,47.773990631103516,135.3800048828125,47.040000915527344,99.88999938964844,702.1749877929688,106.1760025024414,137.63999938964844,81.9749984741211,73.70500183105469,151.86000061035156
2024-01-03 17:30:00+00:00,47.62432861328125,135.1302032470703,47.1349983215332,100.1500015258789,705.5050048828125,105.97099304199219,137.72000122070312,82.37000274658203,73.91999816894531,151.80999755859375
2024-01-03 18:30:00+00:00,47.69300079345703,135.3802032470703,47.16999816894531,100.27999877929688,705.9400024414062,106.13204193115234,137.9459991455078,82.45999908447266,73.80599975585938,151.6909942626953
2024-01-03 19:30:00+00:00,47.652000427246094,135.24000549316406,47.125,99.93000030517578,702.2999877929688,105.88224792480469,137.55999755859375,82.18000030517578,73.56449890136719,151.39999389648438
2024-01-03 20:30:00+00:00,47.56999969482422,135.3699951171875,47.060001373291016,100.16999816894531,703.1400146484375,105.86000061035156,137.60000610351562,82.26000213623047,73.69300079345703,151.4499969482422
2024-01-04 14:30:00+00:00,47.95499801635742,136.635498046875,46.79059982299805,99.9000015258789,705.735107421875,106.5300064086914,136.343994140625,83.55000305175781,73.77999877929688,151.31500244140625
2024-01-04 15:30:00+00:00,48.305660247802734,137.52000427246094,47.025001525878906,100.3499984741211,708.5800170898438,106.74478912353516,137.22500610351562,83.69000244140625,74.25650024414062,151.61500549316406
2024-01-04 16:30:00+00:00,48.26900100708008,136.67019653320312,46.86989974975586,99.88999938964844,705.0,106.10855865478516,136.69009399414062,83.41000366210938,73.92756652832031,150.80499267578125
2024-01-04 17:30:00+00:00,48.279998779296875,137.03500366210938,46.81999969482422,99.75499725341797,702.5999755859375,105.65699768066406,136.4600067138672,83.11000061035156,73.62199401855469,150.24000549316406
2024-01-04 18:30:00+00:00,48.14400100708008,136.5500030517578,46.79499816894531,99.58499908447266,701.0499877929688,105.11678314208984,136.24000549316406,82.93499755859375,73.3604965209961,149.6649932861328
2024-01-04 19:30:00+00:00,48.19586944580078,136.69869995117188,46.97999954223633,99.69000244140625,702.1649780273438,105.2225341796875,136.80999755859375,83.11000061035156,73.48400115966797,150.08999633789062
2024-01-04 20:30:00+00:00,47.99399948120117,136.0399932861328,46.849998474121094,99.16000366210938,700.0,104.843994140625,136.16000366210938,82.66000366210938,73.09500122070312,149.30999755859375
2024-01-05 14:30:00+00:00,48.95199966430664,139.87559509277344,47.69499969482422,100.0199966430664,707.4000244140625,105.1824951171875,137.49000549316406,82.26000213623047,73.61949920654297,150.07000732421875
2024-01-05 15:30:00+00:00,49.38750076293945,139.90719604492188,47.359100341796875,100.1500015258789,706.25,105.05899810791016,137.03500366210938,82.69999694824219,73.83250427246094,149.6999969482422
2024-01-05 16:30:00+00:00,49.04125213623047,139.22999572753906,46.964298248291016,99.68000030517578,702.0,104.6939926147461,136.66000366210938,82.79000091552734,73.385498046875,148.80999755859375
2024-01-05 17:30:00+00:00,49.15599822998047,139.1199951171875,47.0984001159668,99.58999633789062,702.5399780273438,104.69499206542969,136.75,82.86000061035156,73.3499984741211,148.90699768066406
2024-01-05 18:30:00+00:00,49.209938049316406,138.85009765625,46.94499969482422,99.49500274658203,703.4600219726562,104.80799865722656,136.86000061035156,83.04499816894531,73.2509994506836,148.9199981689453
2024-01-05 19:30:00+00:00,48.868499755859375,137.97000122070312,46.7400016784668,99.18000030517578,700.22998046875,104.28199768066406,136.3000030517578,82.93000030517578,72.93800354003906,148.11000061035156
2024-01-05 20:30:00+00:00,49.09000015258789,138.6300048828125,46.869998931884766,99.61000061035156,703.4600219726562,104.9280014038086,136.72000122070312,83.47000122070312,73.23750305175781,148.97000122070312
2024-01-08 14:30:00+00:00,51.32600021362305,143.8699951171875,48.32500076293945,102.46499633789062,718.1591186523438,107.5,138.27999877929688,84.63999938964844,74.81099700927734,152.05499267578125
2024-01-08 15:30:00+00:00,51.28200149536133,144.9799041748047,48.25,102.18000030517578,717.9600219726562,106.7719955444336,138.3800048828125,85.11499786376953,74.71199798583984,151.4499969482422
2024-01-08 16:30:00+00:00,51.18626022338867,145.76780700683594,48.54629898071289,102.57499694824219,718.3049926757812,106.9000015258789,138.77000427246094,85.33999633789062,75.12999725341797,152.00999450683594
2024-01-08 17:30:00+00:00,51.512001037597656,146.13009643554688,48.505001068115234,102.13500213623047,718.6799926757812,107.35099792480469,138.8300018310547,85.19000244140625,75.19550323486328,151.77000427246094
2024-01-08 18:30:00+00:00,51.7400016784668,146.47000122070312,48.474998474121094,102.34500122070312,719.2899780273438,107.42701721191406,138.86000061035156,85.05000305175781,75.36500549316406,152.58999633789062
2024-01-08 19:30:00+00:00,51.8703498840332,145.81500244140625,48.19620132446289,102.0999984741211,717.1500244140625,107.34300231933594,138.4550018310547,84.5448989868164,75.31099700927734,151.8300018310547
2024-01-08 20:30:00+00:00,52.25499725341797,146.13999938964844,48.435001373291016,102.27999877929688,720.1599731445312,107.5050048828125,139.02999877929688,84.93000030517578,75.71599578857422,151.55999755859375
2024-01-09 14:30:00+00:00,52.4736328125,147.91000366210938,47.97999954223633,100.62000274658203,717.22998046875,107.17298889160156,138.55999755859375,83.41000366210938,75.04949951171875,149.8800048828125
2024-01-09 15:30:00+00:00,52.8599967956543,148.0,48.06999969482422,101.0250015258789,715.5050048828125,107.25199890136719,139.19000244140625,83.76000213623047,75.00650024414062,150.3800048828125
2024-01-09 16:30:00+00:00,53.42158126831055,148.63999938964844,48.38999938964844,101.33999633789062,717.25,107.82452392578125,140.02000427246094,83.81500244140625,75.28199768066406,150.9499969482422
2024-01-09 17:30:00+00:00,53.87080001831055,149.19000244140625,48.34000015258789,101.74500274658203,716.4760131835938,108.38199615478516,139.94000244140625,83.80500030517578,75.52349853515625,150.86000061035156
2024-01-09 18:30:00+00:00,53.974998474121094,148.8000030517578,48.227500915527344,101.73999786376953,715.219970703125,108.0999984741211,139.68359375,83.15499877929688,75.11399841308594,150.75
2024-01-09 19:30:00+00:00,53.5584716796875,149.19129943847656,48.21699905395508,101.79499816894531,715.989990234375,108.17149353027344,139.84500122070312,83.3550033569336,75.2020034790039,151.0749969482422
2024-01-09 20:30:00+00:00,53.13100051879883,149.24000549316406,48.04999923706055,101.88999938964844,716.280029296875,108.32499694824219,139.89999389648438,83.33000183105469,75.24400329589844,151.02999877929688
2024-01-10 14:30:00+00:00,54.14899444580078,148.38009643554688,47.310001373291016,100.5,711.5999755859375,107.46049499511719,138.6699981689453,82.4800033569336,74.54299926757812,149.76499938964844
2024-01-10 15:30:00+00:00,54.31049728393555,147.91140747070312,47.43000030517578,100.83000183105469,713.8400268554688,107.2874984741211,138.60000610351562,82.30500030517578,74.64224243164062,149.22999572753906
2024-01-10 16:30:00+00:00,54.19199752807617,147.67970275878906,47.52000045776367,100.91999816894531,715.5750122070312,107.44114685058594,139.08999633789062,82.06999969482422,74.81199645996094,149.6300048828125
2024-01-10 17:30:00+00:00,54.2130012512207,147.8592071533203,47.51499938964844,101.0199966430664,715.3099975585938,107.6865005493164,139.0399932861328,82.34500122070312,74.89982604980469,149.6999969482422
2024-01-10 18:30:00+00:00,54.211997985839844,148.42999267578125,47.70000076293945,101.04499816894531,718.219970703125,107.86800384521484,139.2899932861328,82.43499755859375,75.1760025024414,149.8000030517578
2024-01-10 19:30:00+00:00,54.21149826049805,148.42999267578125,47.48109817504883,100.7300033569336,717.0250244140625,107.91700744628906,138.98500061035156,82.25499725341797,74.96049499511719,149.58999633789062
2024-01-10 20:30:00+00:00,54.349998474121094,148.52000427246094,47.470001220703125,100.79000091552734,718.1799926757812,108.05799865722656,139.3000030517578,82.38999938964844,74.98500061035156,149.80999755859375
2024-01-11 14:30:00+00:00,54.51850128173828,147.3000030517578,47.160099029541016,100.51000213623047,713.9550170898438,108.44300842285156,137.39999389648438,82.51000213623047,75.08350372314453,150.5
2024-01-11 15:30:00+00:00,53.855010986328125,144.6199951171875,46.81549835205078,100.33000183105469,711.0076904296875,108.0155029296875,136.6750030517578,82.06999969482422,74.47899627685547,149.05999755859375
2024-01-11 16:30:00+00:00,54.132598876953125,144.54159545898438,46.81999969482422,100.41500091552734,711.3099975585938,107.93299865722656,136.8800048828125,82.09500122070312,74.47899627685547,149.02000427246094
2024-01-11 17:30:00+00:00,54.93300247192383,146.95989990234375,47.15999984741211,101.11720275878906,716.5700073242188,108.57499694824219,137.99000549316406,82.59500122070312,75.22599792480469,150.27000427246094
2024-01-11 18:30:00+00:00,54.91899871826172,147.75999450683594,47.400001525878906,101.2699966430664,718.5499877929688,109.2540054321289,138.4499969482422,83.04499816894531,75.66600036621094,151.0500030517578
2024-01-11 19:30:00+00:00,54.87662887573242,147.75,47.540000915527344,101.28500366210938,717.7949829101562,109.6314926147461,138.75999450683594,83.13999938964844,75.77100372314453,151.19500732421875
2024-01-11 20:30:00+00:00,54.82999801635742,148.05999755859375,47.63999938964844,101.22000122070312,718.8599853515625,110.0270004272461,139.07000732421875,83.38999938964844,76.09000396728516,151.9499969482422
2024-01-12 14:30:00+00:00,54.737998962402344,146.5177001953125,47.125,101.66000366210938,713.030029296875,110.97669982910156,139.89999389648438,82.22000122070312,76.05400085449219,151.9499969482422
2024-01-12 15:30:00+00:00,54.69501876831055,146.61000061035156,46.904998779296875,101.44000244140625,711.52001953125,110.56199645996094,139.72999572753906,82.25,75.8280029296875,151.1199951171875
2024-01-12 16:30:00+00:00,54.6140022277832,145.88999938964844,46.83000183105469,101.25,710.5499877929688,110.5989990234375,139.35000610351562,82.12000274658203,75.64949798583984,150.63999938964844
