Date,JPM,GS,MS,BAC,C,HSBC,BNPQY,SAN,DB,UBS
2024-01-02 14:30:00+00:00,170.1300048828125,383.7200012207031,92.97000122070312,33.56999969482422,51.904998779296875,40.02000045776367,34.66999816894531,4.184999942779541,13.604999542236328,30.43000030517578
2024-01-02 15:30:00+00:00,170.66000366210938,385.0675048828125,93.31999969482422,33.77000045776367,52.154998779296875,40.10499954223633,34.683998107910156,4.171500205993652,13.664999961853027,30.5049991607666
2024-01-02 16:30:00+00:00,171.27999877929688,387.8500061035156,94.02999877929688,33.915000915527344,52.730098724365234,40.21500015258789,34.75870132446289,4.179999828338623,13.704999923706055,30.540000915527344
2024-01-02 17:30:00+00:00,171.77000427246094,388.19000244140625,94.08499908447266,34.040000915527344,52.970001220703125,40.2504997253418,34.77000045776367,4.170000076293945,13.6850004196167,30.5
2024-01-02 18:30:00+00:00,171.42999267578125,387.2449951171875,93.75499725341797,33.82500076293945,52.70500183105469,40.150001525878906,34.720001220703125,4.175000190734863,13.630000114440918,30.44499969482422
2024-01-02 19:30:00+00:00,171.66000366210938,386.7900085449219,93.62999725341797,33.73500061035156,52.7400016784668,40.10499954223633,34.697200775146484,4.170000076293945,13.604999542236328,30.46500015258789
2024-01-02 20:30:00+00:00,172.13999938964844,388.1099853515625,93.91999816894531,33.90999984741211,53.04999923706055,40.1150016784668,34.65999984741211,4.164999961853027,13.614999771118164,30.389999389648438
2024-01-03 14:30:00+00:00,170.75,377.70001220703125,91.56999969482422,33.349998474121094,52.67499923706055,39.93000030517578,33.54999923706055,4.099999904632568,13.300000190734863,29.219999313354492
2024-01-03 15:30:00+00:00,171.3946075439453,378.9549865722656,91.98999786376953,33.30500030517578,53.2599983215332,39.8849983215332,33.630001068115234,4.109899997711182,13.335000038146973,29.280000686645508
2024-01-03 16:30:00+00:00,171.22000122070312,380.6449890136719,92.16000366210938,33.345001220703125,53.52000045776367,39.93000030517578,33.641998291015625,4.105000019073486,13.380000114440918,29.489999771118164
2024-01-03 17:30:00+00:00,171.7100067138672,382.8275146484375,92.45999908447266,33.55500030517578,54.11000061035156,39.9900016784668,33.73270034790039,4.114999771118164,13.404999732971191,29.450000762939453
2024-01-03 18:30:00+00:00,171.86000061035156,383.1960144042969,92.61360168457031,33.654998779296875,54.224998474121094,40.057899475097656,33.72999954223633,4.130000114440918,13.404999732971191,29.440000534057617
2024-01-03 19:30:00+00:00,171.7100067138672,381.0299987792969,92.08000183105469,33.520999908447266,53.91999816894531,40.02000045776367,33.637001037597656,4.110000133514404,13.350000381469727,29.295000076293945
2024-01-03 20:30:00+00:00,171.33999633789062,381.7900085449219,91.93000030517578,33.52000045776367,53.63999938964844,40.0099983215332,33.64500045776367,4.110000133514404,13.34000015258789,29.309999465942383
2024-01-04 14:30:00+00:00,172.47999572753906,385.8999938964844,92.9000015258789,34.084999084472656,54.435001373291016,40.505001068115234,34.349998474121094,4.195000171661377,13.6850004196167,29.799999237060547
2024-01-04 15:30:00+00:00,173.0500030517578,386.57000732421875,92.9800033569336,34.255001068115234,54.6349983215332,40.5099983215332,34.380001068115234,4.210000038146973,13.704999923706055,29.899999618530273
2024-01-04 16:30:00+00:00,172.69000244140625,383.8800048828125,92.47000122070312,34.064998626708984,54.275001525878906,40.435001373291016,34.369998931884766,4.204999923706055,13.675000190734863,29.69499969482422
2024-01-04 17:30:00+00:00,172.39990234375,384.32000732421875,92.44000244140625,33.98500061035156,54.28499984741211,40.36920166015625,34.470001220703125,4.204999923706055,13.670000076293945,29.7549991607666
