Date,V,MA,PYPL,AXP,GPN,FIS,WU,ADP
2024-01-02 14:30:00+00:00,258.260009765625,421.1099853515625,61.13999938964844,187.22999572753906,126.3499984741211,60.470001220703125,12.039999961853027,233.05999755859375
2024-01-02 15:30:00+00:00,258.8699951171875,421.510009765625,61.400001525878906,187.3699951171875,126.83000183105469,61.11000061035156,12.045000076293945,232.3699951171875
2024-01-02 16:30:00+00:00,258.6199951171875,421.5199890136719,61.79499816894531,188.3300018310547,127.56999969482422,60.97990036010742,12.074999809265137,232.6300048828125
2024-01-02 17:30:00+00:00,258.57989501953125,421.0899963378906,62.0077018737793,188.60000610351562,127.93000030517578,61.439998626708984,12.114999771118164,232.74000549316406
2024-01-02 18:30:00+00:00,258.1994934082031,420.9150085449219,61.584999084472656,187.85000610351562,127.33000183105469,61.040000915527344,12.125,233.2899932861328
2024-01-02 19:30:00+00:00,258.31500244140625,421.29998779296875,61.24789810180664,187.67999267578125,127.33999633789062,60.91999816894531,12.0649995803833,232.85000610351562
2024-01-02 20:30:00+00:00,258.94000244140625,422.1300048828125,61.45000076293945,188.3300018310547,127.22000122070312,61.0,12.130000114440918,233.4199981689453
2024-01-03 14:30:00+00:00,257.44500732421875,417.8699951171875,58.720001220703125,185.7899932861328,126.04000091552734,60.17499923706055,12.045000076293945,232.36000061035156
2024-01-03 15:30:00+00:00,258.2300109863281,419.57000732421875,58.74610137939453,186.875,125.94999694824219,60.4900016784668,11.960000038146973,232.33099365234375
2024-01-03 16:30:00+00:00,257.6400146484375,418.7699890136719,58.76499938964844,186.55999755859375,125.62000274658203,60.35499954223633,11.975000381469727,232.98500061035156
2024-01-03 17:30:00+00:00,257.7200012207031,419.7200012207031,59.12950134277344,187.19000244140625,125.90499877929688,60.56999969482422,12.024999618530273,233.61000061035156
2024-01-03 18:30:00+00:00,258.0150146484375,420.1000061035156,59.025001525878906,187.18499755859375,126.46499633789062,60.83000183105469,12.024999618530273,234.0050048828125
2024-01-03 19:30:00+00:00,258.260009765625,419.9725036621094,58.75,186.5,126.06999969482422,60.529998779296875,11.869999885559082,233.0399932861328
