Date,BRK-B,JPM,BAC,WFC,PFE,MO,GM,F,INTC,MMM
2024-01-02 14:30:00+00:00,357.6600036621094,170.1300048828125,33.56999969482422,49.20500183105469,29.93899917602539,41.279998779296875,36.3650016784668,12.28499984741211,48.307701110839844,91.91053771972656
2024-01-02 15:30:00+00:00,358.04998779296875,170.66000366210938,33.77000045776367,49.51499938964844,29.875,41.314998626708984,36.2400016784668,12.265000343322754,48.18989944458008,91.60945129394531
2024-01-02 16:30:00+00:00,359.79998779296875,171.27999877929688,33.915000915527344,49.61000061035156,30.024999618530273,41.529998779296875,36.56999969482422,12.354999542236328,48.1150016784668,92.18838500976562
2024-01-02 17:30:00+00:00,361.4200134277344,171.77000427246094,34.040000915527344,49.63999938964844,30.024999618530273,41.529998779296875,36.558799743652344,12.34000015258789,48.165000915527344,92.40802764892578
2024-01-02 18:30:00+00:00,361.4649963378906,171.42999267578125,33.82500076293945,49.260101318359375,29.93000030517578,41.54499816894531,36.27000045776367,12.226099967956543,47.834999084472656,92.17391204833984
2024-01-02 19:30:00+00:00,362.1340026855469,171.66000366210938,33.73500061035156,49.23500061035156,29.791000366210938,41.47999954223633,36.04999923706055,12.143199920654297,47.494998931884766,91.88963317871094
2024-01-02 20:30:00+00:00,362.5299987792969,172.13999938964844,33.90999984741211,49.34000015258789,29.770000457763672,41.56999969482422,36.04999923706055,12.15999984741211,47.81999969482422,91.9899673461914
2024-01-03 14:30:00+00:00,365.3500061035156,170.75,33.349998474121094,48.599998474121094,29.85260009765625,41.5,34.959999084472656,11.795000076293945,47.21500015258789,90.033447265625
2024-01-03 15:30:00+00:00,366.4800109863281,171.3946075439453,33.30500030517578,48.5,29.764999389648438,41.58089828491211,35.025001525878906,11.789999961853027,47.06999969482422,89.84949493408203
2024-01-03 16:30:00+00:00,366.0899963378906,171.22000122070312,33.345001220703125,48.540000915527344,29.769899368286133,41.57500076293945,35.17499923706055,11.809900283813477,47.040000915527344,90.15050506591797
2024-01-03 17:30:00+00:00,366.9849853515625,171.7100067138672,33.55500030517578,48.67499923706055,29.829999923706055,41.685001373291016,35.53499984741211,11.885000228881836,47.1349983215332,90.7053451538086
2024-01-03 18:30:00+00:00,366.94000244140625,171.86000061035156,33.654998779296875,48.93000030517578,29.961000442504883,41.670101165771484,35.59000015258789,11.90999984741211,47.16999816894531,90.85702514648438
2024-01-03 19:30:00+00:00,367.4599914550781,171.7100067138672,33.520999908447266,48.58000183105469,29.71500015258789,41.46500015258789,35.26499938964844,11.75,47.125,90.23411560058594
2024-01-03 20:30:00+00:00,366.6499938964844,171.33999633789062,33.52000045776367,48.68000030517578,29.719999313354492,41.400001525878906,35.279998779296875,11.720000267028809,47.060001373291016,90.13378143310547
2024-01-04 14:30:00+00:00,368.710205078125,172.47999572753906,34.084999084472656,49.564998626708984,29.270000457763672,41.70500183105469,35.95000076293945,11.708700180053711,46.79059982299805,90.94481658935547
2024-01-04 15:30:00+00:00,367.54998779296875,173.0500030517578,34.255001068115234,49.790000915527344,29.204999923706055,41.880001068115234,35.790000915527344,11.704999923706055,47.025001525878906,91.3712387084961
2024-01-04 16:30:00+00:00,367.3699951171875,172.69000244140625,34.064998626708984,49.720001220703125,29.09000015258789,41.625,35.816001892089844,11.777999877929688,46.86989974975586,90.93645477294922
2024-01-04 17:30:00+00:00,367.2099914550781,172.39990234375,33.98500061035156,49.63999938964844,29.15839958190918,41.58000183105469,35.654998779296875,11.734999656677246,46.81999969482422,90.83612060546875
2024-01-04 18:30:00+00:00,365.6700134277344,172.1300048828125,33.959999084472656,49.529998779296875,29.065000534057617,41.595001220703125,35.689998626708984,11.744999885559082,46.79499816894531,91.02842712402344
