Date,BABA,TCEHY,JD,PDD,MELI,INFY,TSM,VALE
2024-01-02 14:30:00+00:00,74.91999816894531,37.45000076293945,27.3799991607666,143.0500030517578,1535.7249755859375,18.079999923706055,101.77999877929688,15.960000038146973
2024-01-02 15:30:00+00:00,74.98999786376953,37.540000915527344,27.369699478149414,144.36500549316406,1540.3699951171875,18.114999771118164,101.9000015258789,15.895000457763672
2024-01-02 16:30:00+00:00,75.16000366210938,37.56999969482422,27.43000030517578,144.5399932861328,1540.0999755859375,18.100000381469727,101.91999816894531,15.854999542236328
2024-01-02 17:30:00+00:00,75.125,37.529998779296875,27.3700008392334,144.93499755859375,1533.5400390625,18.079999923706055,101.80999755859375,15.729999542236328
2024-01-02 18:30:00+00:00,74.9000015258789,37.45000076293945,27.19499969482422,145.06500244140625,1524.27001953125,18.094999313354492,101.33000183105469,15.65999984741211
2024-01-02 19:30:00+00:00,74.66999816894531,37.38999938964844,27.184999465942383,144.91000366210938,1520.9949951171875,18.065000534057617,100.7300033569336,15.630000114440918
2024-01-02 20:30:00+00:00,74.75,37.400001525878906,27.209999084472656,145.63999938964844,1527.9300537109375,18.09000015258789,101.55000305175781,15.710000038146973
2024-01-03 14:30:00+00:00,75.06999969482422,38.439998626708984,27.18000030517578,149.3300018310547,1504.3900146484375,17.69499969482422,100.28500366210938,15.5600004196167
2024-01-03 15:30:00+00:00,75.77999877929688,38.54999923706055,27.288799285888672,148.8300018310547,1505.760009765625,17.920000076293945,100.05000305175781,15.569999694824219
2024-01-03 16:30:00+00:00,75.61000061035156,38.529998779296875,27.364999771118164,148.83999633789062,1501.449951171875,17.934999465942383,99.88999938964844,15.59000015258789
2024-01-03 17:30:00+00:00,76.17500305175781,38.65999984741211,27.475000381469727,148.74000549316406,1511.5050048828125,17.920000076293945,100.1500015258789,15.649999618530273
2024-01-03 18:30:00+00:00,76.57499694824219,38.650001525878906,27.459999084472656,148.97999572753906,1506.050048828125,17.954999923706055,100.27999877929688,15.635000228881836
2024-01-03 19:30:00+00:00,76.44000244140625,38.67850112915039,27.3799991607666,148.93499755859375,1505.29150390625,18.024999618530273,99.93000030517578,15.614999771118164
2024-01-03 20:30:00+00:00,76.55999755859375,38.75,27.450000762939453,148.9600067138672,1500.0,18.040000915527344,100.16999816894531,15.625
2024-01-04 14:30:00+00:00,75.35289764404297,37.97999954223633,27.3799991607666,149.07000732421875,1534.050048828125,18.110000610351562,99.9000015258789,15.46500015258789
2024-01-04 15:30:00+00:00,75.58000183105469,38.02000045776367,27.375,149.25999450683594,1539.8900146484375,18.104999542236328,100.3499984741211,15.505000114440918
2024-01-04 16:30:00+00:00,75.18499755859375,37.959999084472656,27.334999084472656,149.08999633789062,1527.8349609375,18.049999237060547,99.88999938964844,15.444999694824219
2024-01-04 17:30:00+00:00,75.00499725341797,37.880001068115234,27.239999771118164,149.0800018310547,1528.5699462890625,18.040000915527344,99.75499725341797,15.404999732971191
2024-01-04 18:30:00+00:00,74.93000030517578,37.880001068115234,27.260099411010742,148.6199951171875,1525.3599853515625,18.049999237060547,99.58499908447266,15.390000343322754
2024-01-04 19:30:00+00:00,74.86000061035156,37.88999938964844,27.299999237060547,148.2899932861328,1518.4749755859375,18.045000076293945,99.69000244140625,15.395000457763672
2024-01-04 20:30:00+00:00,74.66000366210938,37.81999969482422,27.18000030517578,147.74000549316406,1519.3800048828125,18.075000762939453,99.16000366210938,15.430000305175781
2024-01-05 14:30:00+00:00,73.58999633789062,37.43000030517578,26.704999923706055,147.52999877929688,1553.949951171875,18.19499969482422,100.0199966430664,15.364999771118164
2024-01-05 15:30:00+00:00,73.37000274658203,37.459999084472656,26.655000686645508,147.8000030517578,1550.31005859375,18.14900016784668,100.1500015258789,15.289999961853027
2024-01-05 16:30:00+00:00,73.06009674072266,37.310001373291016,26.610000610351562,147.01499938964844,1544.7750244140625,18.125,99.68000030517578,15.21500015258789
2024-01-05 17:30:00+00:00,73.06500244140625,37.34000015258789,26.59000015258789,146.80499267578125,1546.3199462890625,18.114999771118164,99.58999633789062,15.260000228881836
2024-01-05 18:30:00+00:00,73.16130065917969,37.40999984741211,26.665000915527344,146.89999389648438,1546.8699951171875,18.135000228881836,99.49500274658203,15.319999694824219
2024-01-05 19:30:00+00:00,72.95500183105469,37.31999969482422,26.665000915527344,146.27999877929688,1530.89501953125,18.09000015258789,99.18000030517578,15.255000114440918
2024-01-05 20:30:00+00:00,73.0,37.36000061035156,26.68000030517578,146.55999755859375,1538.7900390625,18.09000015258789,99.61000061035156,15.300000190734863
2024-01-08 14:30:00+00:00,71.80989837646484,36.849998474121094,25.477500915527344,144.92999267578125,1562.0,18.334999084472656,102.46499633789062,15.137499809265137
2024-01-08 15:30:00+00:00,72.34989929199219,37.029998779296875,25.93000030517578,146.41000366210938,1564.9599609375,18.364999771118164,102.18000030517578,15.140000343322754
2024-01-08 16:30:00+00:00,72.50749969482422,37.099998474121094,25.90999984741211,147.61000061035156,1569.8900146484375,18.385000228881836,102.57499694824219,15.125
2024-01-08 17:30:00+00:00,72.44170379638672,37.06999969482422,25.915000915527344,147.50999450683594,1578.344970703125,18.375,102.13500213623047,15.140000343322754
2024-01-08 18:30:00+00:00,72.6500015258789,37.16999816894531,25.969999313354492,147.27000427246094,1569.2900390625,18.385000228881836,102.34500122070312,15.270000457763672
2024-01-08 19:30:00+00:00,72.94999694824219,37.13999938964844,25.985000610351562,147.375,1573.449951171875,18.3799991607666,102.0999984741211,15.244999885559082
2024-01-08 20:30:00+00:00,72.88999938964844,37.2599983215332,25.959999084472656,147.52000427246094,1575.52001953125,18.395000457763672,102.27999877929688,15.279999732971191
2024-01-09 14:30:00+00:00,71.9729995727539,36.21500015258789,25.31999969482422,147.8000030517578,1573.4300537109375,18.329999923706055,100.62000274658203,15.005000114440918
2024-01-09 15:30:00+00:00,72.0,36.25,25.489999771118164,150.0399932861328,1569.1199951171875,18.315000534057617,101.0250015258789,14.979999542236328
2024-01-09 16:30:00+00:00,71.71499633789062,36.27000045776367,25.360000610351562,150.1699981689453,1577.071044921875,18.28499984741211,101.33999633789062,14.954999923706055
2024-01-09 17:30:00+00:00,71.82499694824219,36.2400016784668,25.33370018005371,150.0449981689453,1577.0050048828125,18.290000915527344,101.74500274658203,14.96500015258789
2024-01-09 18:30:00+00:00,71.76000213623047,36.27000045776367,25.28499984741211,149.94500732421875,1579.0,18.25,101.73999786376953,14.944999694824219
2024-01-09 19:30:00+00:00,71.93000030517578,36.2599983215332,25.250099182128906,149.94000244140625,1573.6600341796875,18.229999542236328,101.79499816894531,14.925000190734863
2024-01-09 20:30:00+00:00,72.00499725341797,36.2599983215332,25.31999969482422,150.49000549316406,1573.3399658203125,18.239999771118164,101.88999938964844,14.9399995803833
2024-01-10 14:30:00+00:00,71.41500091552734,35.849998474121094,25.399999618530273,149.8000030517578,1587.9000244140625,18.065000534057617,100.5,14.755000114440918
2024-01-10 15:30:00+00:00,71.17500305175781,35.8114013671875,25.209999084472656,149.22000122070312,1598.5400390625,18.084999084472656,100.83000183105469,14.755000114440918
2024-01-10 16:30:00+00:00,71.12229919433594,35.70000076293945,25.18000030517578,148.88999938964844,1595.68994140625,18.094999313354492,100.91999816894531,14.744999885559082
2024-01-10 17:30:00+00:00,71.28500366210938,35.7400016784668,25.270000457763672,149.7100067138672,1603.0699462890625,18.1200008392334,101.0199966430664,14.744999885559082
2024-01-10 18:30:00+00:00,71.4800033569336,35.79999923706055,25.329999923706055,149.92999267578125,1607.6800537109375,18.125,101.04499816894531,14.765000343322754
2024-01-10 19:30:00+00:00,71.31999969482422,35.79999923706055,25.2549991607666,149.6300048828125,1603.155029296875,18.110000610351562,100.7300033569336,14.75
2024-01-10 20:30:00+00:00,71.41500091552734,35.779998779296875,25.270000457763672,149.19000244140625,1598.3800048828125,18.094999313354492,100.79000091552734,14.770000457763672
2024-01-11 14:30:00+00:00,71.80999755859375,36.4900016784668,25.354999542236328,151.25,1586.31005859375,18.81999969482422,100.51000213623047,14.770000457763672
2024-01-11 15:30:00+00:00,71.87000274658203,36.38999938964844,25.260000228881836,150.27499389648438,1576.405029296875,18.834999084472656,100.33000183105469,14.75
2024-01-11 16:30:00+00:00,72.31420135498047,36.5,25.389999389648438,150.5500030517578,1575.6400146484375,18.899999618530273,100.41500091552734,14.789999961853027
2024-01-11 17:30:00+00:00,72.4822006225586,36.63999938964844,25.41990089416504,151.07000732421875,1586.7900390625,18.934999465942383,101.11720275878906,14.8149995803833
2024-01-11 18:30:00+00:00,72.59500122070312,36.72999954223633,25.454999923706055,151.5399932861328,1592.06005859375,18.854999542236328,101.2699966430664,14.880000114440918
