Date,BA,LMT,NOC,RTX,GD,HEI,TDG,TXT,SPR,HXL
2024-01-02 14:30:00+00:00,254.2100067138672,460.57000732421875,475.0906982421875,85.7300033569336,260.3299865722656,178.91000366210938,1002.4199829101562,81.05000305175781,31.469999313354492,73.41999816894531
2024-01-02 15:30:00+00:00,253.8300018310547,459.239990234375,474.125,85.7699966430664,260.2699890136719,179.36000061035156,1000.8400268554688,81.26000213623047,31.469999313354492,73.0199966430664
2024-01-02 16:30:00+00:00,253.3218994140625,458.5799865722656,472.9649963378906,85.94999694824219,260.06500244140625,178.69000244140625,998.75,81.30999755859375,31.280000686645508,73.01000213623047
2024-01-02 17:30:00+00:00,253.07000732421875,458.3800048828125,472.1600036621094,85.81999969482422,259.9150085449219,178.37010192871094,997.6500244140625,81.45999908447266,31.1200008392334,72.83999633789062
2024-01-02 18:30:00+00:00,251.99000549316406,456.9849853515625,471.79998779296875,85.60459899902344,258.8772888183594,178.0,992.9600219726562,80.95999908447266,31.020000457763672,72.5999984741211
2024-01-02 19:30:00+00:00,251.69619750976562,455.8999938964844,470.18499755859375,85.18000030517578,257.7049865722656,177.61500549316406,990.7150268554688,80.2300033569336,30.709999084472656,72.36499786376953
2024-01-02 20:30:00+00:00,251.88999938964844,456.1300048828125,469.989990234375,85.2300033569336,258.6099853515625,177.88999938964844,993.0800170898438,80.44999694824219,30.75,72.72000122070312
2024-01-03 14:30:00+00:00,247.22000122070312,463.510009765625,482.6099853515625,86.54000091552734,260.82000732421875,176.97999572753906,986.4000244140625,80.05999755859375,30.364999771118164,71.80000305175781
2024-01-03 15:30:00+00:00,245.8699951171875,461.07000732421875,478.6199951171875,86.32499694824219,258.1600036621094,175.8000030517578,984.4450073242188,79.47000122070312,30.229999542236328,71.61000061035156
2024-01-03 16:30:00+00:00,245.98500061035156,460.1099853515625,477.8399963378906,86.54499816894531,257.7900085449219,175.8699951171875,981.405029296875,79.29000091552734,30.280000686645508,71.43000030517578
2024-01-03 17:30:00+00:00,245.75999450683594,460.625,478.17279052734375,86.3550033569336,258.0899963378906,176.3300018310547,984.5599975585938,79.20999908447266,30.45989990234375,71.8499984741211
2024-01-03 18:30:00+00:00,245.25,460.7080078125,478.71270751953125,86.58499908447266,258.135009765625,175.8300018310547,980.969970703125,78.86750030517578,30.3700008392334,71.58000183105469
2024-01-03 19:30:00+00:00,244.5413055419922,460.1499938964844,476.5899963378906,85.82499694824219,257.29998779296875,174.67999267578125,979.6900024414062,78.71499633789062,30.239999771118164,70.91000366210938
2024-01-03 20:30:00+00:00,243.9199981689453,459.0400085449219,474.7699890136719,85.62000274658203,256.5400085449219,173.8800048828125,973.219970703125,78.48999786376953,30.121999740600586,70.94999694824219
2024-01-04 14:30:00+00:00,247.44000244140625,463.0,481.0249938964844,86.31999969482422,258.3599853515625,175.4199981689453,987.3049926757812,79.02999877929688,31.575000762939453,71.08000183105469
2024-01-04 15:30:00+00:00,247.77999877929688,462.7850036621094,481.07000732421875,86.16500091552734,258.6424865722656,176.0850067138672,992.75,79.30000305175781,31.75,71.25
2024-01-04 16:30:00+00:00,246.3000030517578,463.0899963378906,480.80999755859375,86.19999694824219,258.7900085449219,175.9600067138672,990.4650268554688,79.20999908447266,31.68000030517578,71.2300033569336
2024-01-04 17:30:00+00:00,246.75,463.3599853515625,481.1300048828125,86.41999816894531,258.75,176.1699981689453,987.5900268554688,79.0999984741211,31.80500030517578,71.22000122070312
