Date,LIN,DOW,BASFY,SHW,ECL,PPG,ALB,IFF,FMC,NEM
2024-01-02 14:30:00+00:00,408.75,55.13999938964844,13.375,301.6000061035156,197.25999450683594,147.6199951171875,149.02999877929688,80.83999633789062,64.44999694824219,41.43000030517578
2024-01-02 15:30:00+00:00,406.8599853515625,55.20500183105469,13.380000114440918,303.4049987792969,197.2823944091797,147.47999572753906,147.30409240722656,80.62999725341797,64.43000030517578,41.03499984741211
2024-01-02 16:30:00+00:00,407.45001220703125,55.5099983215332,13.394499778747559,302.9599914550781,197.5500030517578,147.69000244140625,149.05999755859375,81.21499633789062,65.36499786376953,41.20000076293945
2024-01-02 17:30:00+00:00,408.2200012207031,55.599998474121094,13.387999534606934,302.68499755859375,197.3800048828125,147.72000122070312,148.58999633789062,81.31999969482422,65.43000030517578,41.310001373291016
2024-01-02 18:30:00+00:00,407.7349853515625,55.38999938964844,13.367500305175781,303.3299865722656,197.1649932861328,147.5800018310547,147.1199951171875,81.06500244140625,65.33999633789062,41.025001525878906
2024-01-02 19:30:00+00:00,408.44000244140625,55.16999816894531,13.342499732971191,303.07000732421875,197.22999572753906,146.9499969482422,145.6750030517578,81.01499938964844,65.17500305175781,40.875
2024-01-02 20:30:00+00:00,409.5799865722656,55.33000183105469,13.329999923706055,304.8599853515625,198.1999969482422,147.3000030517578,146.89999389648438,81.43000030517578,64.83999633789062,40.90999984741211
2024-01-03 14:30:00+00:00,409.8399963378906,54.349998474121094,12.957500457763672,298.18499755859375,196.60000610351562,145.0500030517578,138.08180236816406,79.80000305175781,62.16999816894531,39.79999923706055
2024-01-03 15:30:00+00:00,408.885009765625,54.45000076293945,12.954999923706055,298.29998779296875,196.59500122070312,145.10000610351562,140.0800018310547,80.16000366210938,62.361000061035156,39.867698669433594
2024-01-03 16:30:00+00:00,408.7900085449219,54.58000183105469,12.979999542236328,298.30999755859375,196.97999572753906,145.69000244140625,140.2100067138672,80.56999969482422,62.119998931884766,39.84000015258789
2024-01-03 17:30:00+00:00,408.75,54.982398986816406,13.020000457763672,298.6549987792969,197.1999969482422,145.94000244140625,141.94500732421875,80.55500030517578,62.56999969482422,40.0
2024-01-03 18:30:00+00:00,409.260009765625,54.91999816894531,13.005000114440918,298.0873107910156,196.9199981689453,145.9250030517578,141.00999450683594,80.58999633789062,62.119998931884766,40.15999984741211
2024-01-03 19:30:00+00:00,408.8299865722656,54.55220031738281,12.982500076293945,297.2799987792969,196.2100067138672,145.42999267578125,139.61000061035156,79.8949966430664,61.04999923706055,39.970001220703125
2024-01-03 20:30:00+00:00,408.7699890136719,54.630001068115234,12.970000267028809,296.7799987792969,196.1199951171875,145.63999938964844,140.11000061035156,79.98999786376953,61.18000030517578,40.005001068115234
2024-01-04 14:30:00+00:00,410.3699951171875,54.52000045776367,12.949999809265137,297.3299865722656,197.1999969482422,145.25999450683594,137.32000732421875,79.91999816894531,60.39500045776367,39.980098724365234
2024-01-04 15:30:00+00:00,409.7850036621094,54.470001220703125,13.015000343322754,296.9800109863281,196.77000427246094,144.91000366210938,136.2050018310547,80.06999969482422,60.45500183105469,40.08000183105469
2024-01-04 16:30:00+00:00,410.0849914550781,54.15999984741211,12.989999771118164,296.5199890136719,196.13999938964844,144.5800018310547,135.66700744628906,79.72000122070312,60.057498931884766,39.86009979248047
2024-01-04 17:30:00+00:00,409.70001220703125,54.15999984741211,13.0,296.42498779296875,196.19500732421875,144.72999572753906,135.83009338378906,79.62999725341797,60.130001068115234,39.83000183105469
2024-01-04 18:30:00+00:00,408.3699951171875,54.084999084472656,12.979999542236328,296.44000244140625,195.9199981689453,144.6999969482422,135.47999572753906,79.63999938964844,60.07500076293945,39.89500045776367
2024-01-04 19:30:00+00:00,407.885009765625,54.18000030517578,12.979999542236328,295.989990234375,195.88499450683594,144.99000549316406,136.89500427246094,79.83000183105469,60.57500076293945,39.97999954223633
2024-01-04 20:30:00+00:00,408.5199890136719,54.189998626708984,12.979999542236328,295.7699890136719,195.61000061035156,144.92999267578125,135.92999267578125,79.55999755859375,60.27000045776367,40.130001068115234
2024-01-05 14:30:00+00:00,408.635009765625,54.77000045776367,12.864999771118164,297.80499267578125,195.66000366210938,145.72999572753906,137.36000061035156,80.4800033569336,61.25,40.63999938964844
2024-01-05 15:30:00+00:00,407.2449951171875,54.79999923706055,12.770000457763672,297.9200134277344,195.22999572753906,145.60000610351562,136.02000427246094,80.25,60.559898376464844,40.36000061035156
2024-01-05 16:30:00+00:00,406.9787902832031,54.619998931884766,12.725000381469727,296.510009765625,194.97999572753906,145.5500030517578,134.6699981689453,79.74299621582031,60.470001220703125,40.20500183105469
2024-01-05 17:30:00+00:00,407.25,54.619998931884766,12.741999626159668,296.3900146484375,194.9199981689453,145.83999633789062,135.10000610351562,79.7699966430664,60.7599983215332,40.29880142211914
2024-01-05 18:30:00+00:00,407.3900146484375,54.779998779296875,12.774999618530273,296.6499938964844,195.21499633789062,145.97000122070312,135.4199981689453,79.91999816894531,60.779998779296875,40.40999984741211
2024-01-05 19:30:00+00:00,406.8550109863281,54.709999084472656,12.732500076293945,295.79998779296875,194.86000061035156,145.6199951171875,135.69000244140625,79.80999755859375,60.83000183105469,40.255001068115234
2024-01-05 20:30:00+00:00,409.1099853515625,54.810001373291016,12.739999771118164,296.67999267578125,195.25999450683594,145.94000244140625,135.8800048828125,79.98999786376953,60.779998779296875,40.34000015258789
2024-01-08 14:30:00+00:00,406.5849914550781,54.65999984741211,12.779999732971191,296.6199951171875,193.9499969482422,145.99000549316406,133.4949951171875,79.41999816894531,60.7400016784668,40.11000061035156
2024-01-08 15:30:00+00:00,405.2200012207031,54.845001220703125,12.767499923706055,295.92999267578125,193.82000732421875,146.05999755859375,134.58999633789062,79.87000274658203,61.34000015258789,40.45500183105469
2024-01-08 16:30:00+00:00,405.55499267578125,54.849998474121094,12.78499984741211,296.2200012207031,193.99000549316406,146.16000366210938,134.89990234375,80.01000213623047,61.459999084472656,40.26499938964844
2024-01-08 17:30:00+00:00,405.0,54.936100006103516,12.78499984741211,297.3699951171875,194.24000549316406,146.3699951171875,135.7899932861328,80.19999694824219,61.814998626708984,40.26499938964844
2024-01-08 18:30:00+00:00,406.42999267578125,55.095001220703125,12.8100004196167,298.9700012207031,194.9149932861328,146.89999389648438,136.41000366210938,80.29000091552734,61.755001068115234,40.21500015258789
2024-01-08 19:30:00+00:00,407.7699890136719,55.059898376464844,12.8100004196167,299.2200012207031,195.13999938964844,146.88999938964844,136.72000122070312,80.38999938964844,61.7400016784668,40.31999969482422
2024-01-08 20:30:00+00:00,408.29998779296875,55.08000183105469,12.829999923706055,299.4800109863281,196.02000427246094,147.3800048828125,136.5800018310547,80.23999786376953,61.59000015258789,40.209999084472656
