Date,PYPL,V,MA,AXP,SHOP,COIN,SOFI,AFRM
2024-01-02 14:30:00+00:00,61.13999938964844,258.260009765625,421.1099853515625,187.22999572753906,74.06999969482422,163.97000122070312,9.635000228881836,46.564998626708984
2024-01-02 15:30:00+00:00,61.400001525878906,258.8699951171875,421.510009765625,187.3699951171875,74.47019958496094,165.22000122070312,9.614999771118164,46.474998474121094
2024-01-02 16:30:00+00:00,61.79499816894531,258.6199951171875,421.5199890136719,188.3300018310547,73.98999786376953,164.19000244140625,9.710000038146973,46.70000076293945
2024-01-02 17:30:00+00:00,62.0077018737793,258.57989501953125,421.0899963378906,188.60000610351562,74.11000061035156,163.09249877929688,9.6899995803833,47.12620162963867
2024-01-02 18:30:00+00:00,61.584999084472656,258.1994934082031,420.9150085449219,187.85000610351562,73.66999816894531,158.95120239257812,9.614999771118164,46.54999923706055
2024-01-02 19:30:00+00:00,61.24789810180664,258.31500244140625,421.29998779296875,187.67999267578125,73.30000305175781,156.36000061035156,9.569899559020996,46.22999954223633
2024-01-02 20:30:00+00:00,61.45000076293945,258.94000244140625,422.1300048828125,188.3300018310547,73.83000183105469,156.88999938964844,9.640000343322754,46.619998931884766
2024-01-03 14:30:00+00:00,58.720001220703125,257.44500732421875,417.8699951171875,185.7899932861328,71.5,149.47850036621094,8.456199645996094,44.40999984741211
2024-01-03 15:30:00+00:00,58.74610137939453,258.2300109863281,419.57000732421875,186.875,71.7300033569336,154.6300048828125,8.369999885559082,44.59000015258789
2024-01-03 16:30:00+00:00,58.76499938964844,257.6400146484375,418.7699890136719,186.55999755859375,71.4800033569336,153.97000122070312,8.3100004196167,44.39500045776367
2024-01-03 17:30:00+00:00,59.12950134277344,257.7200012207031,419.7200012207031,187.19000244140625,71.44000244140625,153.47000122070312,8.400699615478516,44.7400016784668
2024-01-03 18:30:00+00:00,59.025001525878906,258.0150146484375,420.1000061035156,187.18499755859375,72.02999877929688,154.9781036376953,8.439900398254395,44.68000030517578
2024-01-03 19:30:00+00:00,58.75,258.260009765625,419.9725036621094,186.5,71.70999908447266,152.98550415039062,8.34000015258789,43.60499954223633
2024-01-03 20:30:00+00:00,58.63999938964844,257.9599914550781,418.7300109863281,186.24000549316406,71.81999969482422,152.2100067138672,8.3100004196167,43.47999954223633
2024-01-04 14:30:00+00:00,58.494998931884766,260.1099853515625,422.82000732421875,188.0,72.80000305175781,159.27609252929688,8.494999885559082,44.0099983215332
2024-01-04 15:30:00+00:00,58.86000061035156,260.7900085449219,422.8500061035156,188.17999267578125,73.51000213623047,158.27000427246094,8.479999542236328,44.290000915527344
2024-01-04 16:30:00+00:00,58.77000045776367,259.9800109863281,422.07000732421875,187.75,73.53500366210938,158.77000427246094,8.549699783325195,44.000099182128906
2024-01-04 17:30:00+00:00,58.48500061035156,259.7900085449219,421.94000244140625,187.7100067138672,73.23500061035156,158.17999267578125,8.545000076293945,44.060001373291016
2024-01-04 18:30:00+00:00,58.39500045776367,259.739990234375,422.2799987792969,187.44000244140625,73.0250015258789,157.6898956298828,8.484999656677246,43.66999816894531
2024-01-04 19:30:00+00:00,58.561798095703125,259.4800109863281,420.8710021972656,187.28500366210938,73.59500122070312,156.6562957763672,8.484999656677246,43.04090118408203
2024-01-04 20:30:00+00:00,58.45000076293945,259.6499938964844,419.20001220703125,187.17999267578125,73.44000244140625,155.60000610351562,8.420000076293945,42.47999954223633
2024-01-05 14:30:00+00:00,59.540000915527344,260.760009765625,420.510009765625,188.91000366210938,75.55500030517578,155.52529907226562,8.35990047454834,43.12009811401367
2024-01-05 15:30:00+00:00,59.720001220703125,260.05999755859375,419.8900146484375,189.08999633789062,75.0,153.94500732421875,8.295900344848633,43.2400016784668
2024-01-05 16:30:00+00:00,59.415000915527344,259.2799987792969,418.0799865722656,188.30499267578125,74.44000244140625,155.0,8.244999885559082,43.30500030517578
2024-01-05 17:30:00+00:00,59.49599838256836,259.6700134277344,418.0799865722656,188.38999938964844,74.33000183105469,155.3300018310547,8.27299976348877,43.29999923706055
2024-01-05 18:30:00+00:00,59.84000015258789,259.489990234375,418.260009765625,189.125,74.56999969482422,156.32000732421875,8.327099800109863,43.650001525878906
2024-01-05 19:30:00+00:00,59.9900016784668,259.07000732421875,417.8299865722656,188.6199951171875,74.37999725341797,153.89500427246094,8.25,42.8849983215332
2024-01-05 20:30:00+00:00,60.13999938964844,259.6000061035156,419.2699890136719,189.0,74.51000213623047,154.02999877929688,8.220000267028809,43.03810119628906
2024-01-08 14:30:00+00:00,61.119998931884766,260.8299865722656,418.010009765625,186.80999755859375,76.05999755859375,150.8300018310547,8.390000343322754,44.08000183105469
2024-01-08 15:30:00+00:00,61.27000045776367,260.4200134277344,417.18499755859375,187.47000122070312,76.29000091552734,151.66810607910156,8.460000038146973,44.470001220703125
2024-01-08 16:30:00+00:00,61.33000183105469,260.3399963378906,417.69000244140625,187.33999633789062,76.88999938964844,153.97610473632812,8.449899673461914,45.012699127197266
2024-01-08 17:30:00+00:00,61.404998779296875,260.32000732421875,417.989990234375,187.30499267578125,76.82499694824219,156.82870483398438,8.574999809265137,45.72999954223633
2024-01-08 18:30:00+00:00,61.45500183105469,260.8999938964844,420.2699890136719,188.17750549316406,77.2249984741211,157.92999267578125,8.515000343322754,45.2599983215332
2024-01-08 19:30:00+00:00,61.60499954223633,261.9200134277344,420.697509765625,188.47000122070312,77.6500015258789,158.37440490722656,8.515000343322754,45.2599983215332
2024-01-08 20:30:00+00:00,61.7400016784668,262.5400085449219,421.8999938964844,189.22000122070312,77.68000030517578,159.4199981689453,8.539999961853027,45.34000015258789
2024-01-09 14:30:00+00:00,61.20000076293945,262.8900146484375,421.0201110839844,187.24000549316406,78.66999816894531,154.38999938964844,8.39680004119873,44.53450012207031
2024-01-09 15:30:00+00:00,61.790000915527344,262.6033020019531,420.9200134277344,187.3699951171875,79.11000061035156,153.72999572753906,8.385000228881836,44.439998626708984
2024-01-09 16:30:00+00:00,61.45000076293945,262.9800109863281,420.989990234375,187.5500030517578,79.5199966430664,154.49899291992188,8.385000228881836,44.310001373291016
2024-01-09 17:30:00+00:00,61.53499984741211,262.8599853515625,422.2449951171875,186.9499969482422,79.48500061035156,154.1300048828125,8.4399995803833,44.59000015258789
2024-01-09 18:30:00+00:00,61.095001220703125,263.2250061035156,422.54998779296875,186.39999389648438,79.88999938964844,153.1927947998047,8.390000343322754,44.15999984741211
2024-01-09 19:30:00+00:00,61.031898498535156,263.2699890136719,422.42999267578125,186.50999450683594,79.9000015258789,152.9250030517578,8.345000267028809,43.93000030517578
2024-01-09 20:30:00+00:00,61.029998779296875,263.32000732421875,422.6400146484375,186.82000732421875,80.08999633789062,152.02999877929688,8.329999923706055,44.04999923706055
2024-01-10 14:30:00+00:00,60.522499084472656,263.42999267578125,424.6400146484375,184.52999877929688,80.75,146.05499267578125,8.380000114440918,43.5099983215332
2024-01-10 15:30:00+00:00,60.845001220703125,263.30499267578125,425.5199890136719,184.6999969482422,80.66999816894531,149.91000366210938,8.520299911499023,44.209999084472656
2024-01-10 16:30:00+00:00,61.16999816894531,263.6199951171875,426.0899963378906,184.1199951171875,80.79000091552734,150.77999877929688,8.526399612426758,44.09000015258789
2024-01-10 17:30:00+00:00,61.05500030517578,263.8900146484375,426.5899963378906,183.89999389648438,80.66999816894531,152.69000244140625,8.545000076293945,44.07500076293945
2024-01-10 18:30:00+00:00,61.23189926147461,264.3599853515625,428.3900146484375,185.13999938964844,81.0,151.27999877929688,8.524999618530273,44.03499984741211
2024-01-10 19:30:00+00:00,61.052398681640625,264.20001220703125,428.2099914550781,184.7050018310547,80.73999786376953,149.77999877929688,8.454999923706055,43.57500076293945
2024-01-10 20:30:00+00:00,60.95000076293945,264.3999938964844,428.2699890136719,184.9600067138672,81.08000183105469,151.24000549316406,8.475000381469727,43.560001373291016
2024-01-11 14:30:00+00:00,60.38999938964844,263.6099853515625,428.20001220703125,182.9600067138672,80.04720306396484,148.91000366210938,8.145000457763672,41.68000030517578
2024-01-11 15:30:00+00:00,60.36000061035156,262.7900085449219,426.5249938964844,182.96499633789062,79.41999816894531,140.9727020263672,8.079999923706055,41.29999923706055
2024-01-11 16:30:00+00:00,60.61000061035156,262.9849853515625,426.30499267578125,183.4532928466797,80.05989837646484,140.6999969482422,8.2298002243042,42.220001220703125
2024-01-11 17:30:00+00:00,61.25,263.5350036621094,426.82000732421875,184.0500030517578,80.63999938964844,142.05740356445312,8.210000038146973,42.810001373291016
2024-01-11 18:30:00+00:00,61.36000061035156,264.19000244140625,427.4200134277344,184.55999755859375,81.32319641113281,142.2559051513672,8.194999694824219,43.060001373291016
2024-01-11 19:30:00+00:00,61.11000061035156,264.0799865722656,427.4599914550781,184.52999877929688,81.54000091552734,141.67999267578125,8.180000305175781,42.84000015258789
