Date,NEE,D,SO,DUK,AEP,EXC,SRE,AWK,WTRG,XEL
2024-01-02 14:30:00+00:00,61.6349983215332,47.95000076293945,70.5,97.9800033569336,82.5199966430664,36.380001068115234,75.31999969482422,133.5500030517578,37.779998779296875,62.79999923706055
2024-01-02 15:30:00+00:00,61.625,48.15999984741211,70.29000091552734,97.55999755859375,82.4800033569336,36.32500076293945,75.33999633789062,132.60000610351562,37.6150016784668,62.72999954223633
2024-01-02 16:30:00+00:00,61.875,48.57500076293945,70.54000091552734,97.70999908447266,82.98999786376953,36.45000076293945,75.5999984741211,133.38999938964844,37.79999923706055,63.064998626708984
2024-01-02 17:30:00+00:00,61.92499923706055,48.970001220703125,70.79000091552734,98.08999633789062,83.26000213623047,36.51499938964844,75.91000366210938,133.17999267578125,37.7400016784668,63.08000183105469
2024-01-02 18:30:00+00:00,61.720001220703125,48.689998626708984,70.8499984741211,97.94000244140625,83.2676010131836,36.57500076293945,76.10990142822266,133.05870056152344,37.79999923706055,63.23500061035156
2024-01-02 19:30:00+00:00,61.564998626708984,48.41999816894531,70.7300033569336,97.75499725341797,82.97000122070312,36.44499969482422,75.91999816894531,133.0500030517578,37.790000915527344,63.25
2024-01-02 20:30:00+00:00,61.58000183105469,48.529998779296875,70.86000061035156,97.81999969482422,83.16999816894531,36.45000076293945,75.83000183105469,133.52999877929688,37.810001373291016,63.459999084472656
2024-01-03 14:30:00+00:00,61.060001373291016,48.3317985534668,71.69999694824219,98.43000030517578,83.23999786376953,36.1349983215332,75.8499984741211,133.5399932861328,37.722599029541016,63.59000015258789
2024-01-03 15:30:00+00:00,61.415000915527344,48.314998626708984,71.31999969482422,98.31999969482422,83.08499908447266,36.189998626708984,75.7699966430664,133.36000061035156,37.75,63.380001068115234
2024-01-03 16:30:00+00:00,61.150001525878906,48.099998474121094,71.43499755859375,98.33000183105469,82.88999938964844,36.18000030517578,75.56500244140625,133.15499877929688,37.744998931884766,63.28499984741211
2024-01-03 17:30:00+00:00,61.44499969482422,48.334999084472656,71.69499969482422,98.52999877929688,83.1500015258789,36.07500076293945,75.80000305175781,133.6199951171875,37.83000183105469,63.505001068115234
2024-01-03 18:30:00+00:00,62.09000015258789,48.584999084472656,72.05000305175781,98.81929779052734,83.6001968383789,36.220001220703125,76.03500366210938,133.8699951171875,38.04499816894531,63.73500061035156
2024-01-03 19:30:00+00:00,61.654998779296875,48.255001068115234,71.91999816894531,98.44000244140625,83.11000061035156,36.040000915527344,75.69000244140625,132.64999389648438,37.68000030517578,63.29999923706055
2024-01-03 20:30:00+00:00,61.9900016784668,48.43000030517578,72.23999786376953,98.7699966430664,83.37999725341797,36.18000030517578,76.01000213623047,133.50999450683594,37.900001525878906,63.56999969482422
2024-01-04 14:30:00+00:00,62.310001373291016,48.38999938964844,72.2042007446289,99.04000091552734,83.75,36.209999084472656,76.5,132.8699951171875,37.220001220703125,64.0250015258789
2024-01-04 15:30:00+00:00,62.709999084472656,48.46500015258789,72.51000213623047,99.31999969482422,83.81500244140625,36.244998931884766,76.6500015258789,132.56500244140625,37.439998626708984,64.18000030517578
2024-01-04 16:30:00+00:00,62.3849983215332,48.400001525878906,72.30000305175781,99.02999877929688,83.69200134277344,36.14500045776367,76.4000015258789,131.89500427246094,37.22999954223633,64.08499908447266
2024-01-04 17:30:00+00:00,62.290000915527344,48.185001373291016,72.02999877929688,98.75,83.54000091552734,36.064998626708984,76.18000030517578,131.6649932861328,37.14500045776367,63.72999954223633
2024-01-04 18:30:00+00:00,62.150001525878906,48.150001525878906,72.0,98.72000122070312,83.38999938964844,36.03499984741211,76.23999786376953,131.91000366210938,37.2599983215332,63.7599983215332
2024-01-04 19:30:00+00:00,62.209999084472656,48.26499938964844,71.88999938964844,98.69000244140625,83.48999786376953,36.060001373291016,76.16000366210938,131.8699951171875,37.224998474121094,63.744998931884766
2024-01-04 20:30:00+00:00,61.80500030517578,48.20500183105469,71.72000122070312,98.5,83.41999816894531,36.0099983215332,75.9800033569336,131.77999877929688,37.27000045776367,63.720001220703125
2024-01-05 14:30:00+00:00,62.220001220703125,48.709999084472656,71.5199966430664,98.30999755859375,84.02999877929688,36.2599983215332,76.3499984741211,132.02999877929688,37.55500030517578,63.689998626708984
2024-01-05 15:30:00+00:00,62.2400016784668,48.849998474121094,71.62000274658203,98.44499969482422,84.0,36.30500030517578,76.47000122070312,132.36000061035156,37.56999969482422,63.650001525878906
2024-01-05 16:30:00+00:00,61.720001220703125,48.560001373291016,71.19000244140625,98.01000213623047,83.4800033569336,36.15999984741211,76.23999786376953,131.19749450683594,37.44499969482422,63.2599983215332
2024-01-05 17:30:00+00:00,61.70249938964844,48.68000030517578,71.0,97.94000244140625,83.37000274658203,36.13999938964844,76.31999969482422,130.7899932861328,37.400001525878906,63.185001373291016
2024-01-05 18:30:00+00:00,61.91999816894531,48.86000061035156,71.30000305175781,98.1500015258789,83.78500366210938,36.27000045776367,76.4000015258789,131.19000244140625,37.55500030517578,63.400001525878906
2024-01-05 19:30:00+00:00,61.834999084472656,48.869998931884766,71.12999725341797,98.12000274658203,83.79000091552734,36.154998779296875,76.11000061035156,131.47000122070312,37.6349983215332,63.43000030517578
2024-01-05 20:30:00+00:00,62.06999969482422,49.040000915527344,71.5999984741211,98.54000091552734,84.06999969482422,36.31999969482422,76.41000366210938,131.88999938964844,37.689998626708984,63.720001220703125
2024-01-08 14:30:00+00:00,62.28499984741211,48.7599983215332,71.4229965209961,98.32499694824219,83.82499694824219,36.189998626708984,76.1449966430664,131.32000732421875,37.599998474121094,63.349998474121094
2024-01-08 15:30:00+00:00,62.5099983215332,49.04499816894531,71.8499984741211,98.87000274658203,84.08000183105469,36.40999984741211,76.44999694824219,132.07000732421875,37.73500061035156,63.41999816894531
2024-01-08 16:30:00+00:00,62.83449935913086,49.255001068115234,71.94999694824219,99.06999969482422,84.28500366210938,36.43000030517578,76.52999877929688,131.39999389648438,37.68000030517578,63.59000015258789
2024-01-08 17:30:00+00:00,62.89500045776367,49.16999816894531,71.83499908447266,98.95500183105469,84.1500015258789,36.3849983215332,76.51499938964844,131.47000122070312,37.6786994934082,63.470001220703125
2024-01-08 18:30:00+00:00,62.71500015258789,48.93000030517578,71.69999694824219,98.98999786376953,83.98999786376953,36.45500183105469,76.5,131.57000732421875,37.66999816894531,63.33000183105469
2024-01-08 19:30:00+00:00,62.8849983215332,48.845001220703125,71.90499877929688,99.2750015258789,84.2699966430664,36.51499938964844,76.74500274658203,132.1750030517578,37.79999923706055,63.41999816894531
2024-01-08 20:30:00+00:00,62.91999816894531,49.0099983215332,72.16000366210938,99.4000015258789,84.5,36.66999816894531,76.95999908447266,133.0399932861328,38.08000183105469,63.560001373291016
2024-01-09 14:30:00+00:00,62.42499923706055,48.630001068115234,71.74500274658203,99.1500015258789,84.18000030517578,36.439998626708984,76.52999877929688,133.3000030517578,38.20000076293945,63.13999938964844
2024-01-09 15:30:00+00:00,62.310001373291016,48.41999816894531,71.70500183105469,99.05999755859375,84.27999877929688,36.45500183105469,76.58000183105469,134.3300018310547,38.45500183105469,63.27000045776367
2024-01-09 16:30:00+00:00,62.31999969482422,48.439998626708984,71.72920227050781,99.08999633789062,84.31500244140625,36.55030059814453,76.58999633789062,134.53750610351562,38.505001068115234,63.2599983215332
2024-01-09 17:30:00+00:00,62.11000061035156,48.36370086669922,71.7301025390625,98.95999908447266,84.22000122070312,36.5,76.43000030517578,133.91000366210938,38.48500061035156,63.10499954223633
2024-01-09 18:30:00+00:00,62.1150016784668,48.33000183105469,71.77999877929688,99.01499938964844,84.24929809570312,36.439998626708984,76.30999755859375,133.7550048828125,38.470001220703125,63.1150016784668
