Date,WMT,TGT,COST,HD,LOW,DG,DLTR,ULTA,AZO,TSCO
2024-01-03 17:30:00+00:00,,140.5,647.4722900390625,339.7900085449219,214.60000610351562,134.1999969482422,138.74000549316406,475.95001220703125,2601.679931640625,42.704002380371094
2024-01-03 18:30:00+00:00,,140.3800048828125,647.4749755859375,340.05670166015625,214.2449951171875,133.26499938964844,138.50999450683594,474.70001220703125,2598.094970703125,42.787818908691406
2024-01-03 19:30:00+00:00,,139.8000030517578,645.969970703125,338.9200134277344,213.0800018310547,132.0850067138672,137.47959899902344,474.3399963378906,2579.679931640625,42.582000732421875
2024-01-03 20:30:00+00:00,,138.64999389648438,644.530029296875,338.1499938964844,212.27999877929688,131.27999877929688,136.69000244140625,473.9049987792969,2570.080078125,42.529998779296875
2024-01-04 14:30:00+00:00,,139.35000610351562,643.7000122070312,341.0,212.57260131835938,133.8800048828125,136.19000244140625,474.4599914550781,2572.06005859375,42.93000030517578
2024-01-04 15:30:00+00:00,,140.5399932861328,646.3300170898438,341.0899963378906,213.07000732421875,135.63999938964844,137.52999877929688,472.9599914550781,2569.60009765625,43.00400161743164
2024-01-04 16:30:00+00:00,,140.2550048828125,647.25,340.25,212.32000732421875,135.57000732421875,137.14500427246094,470.7200012207031,2577.389892578125,42.83399963378906
2024-01-04 17:30:00+00:00,,140.02999877929688,647.4199829101562,339.94000244140625,212.27999877929688,136.1999969482422,137.1750030517578,471.1199951171875,2580.110107421875,43.13199996948242
2024-01-04 18:30:00+00:00,,140.60000610351562,649.1900024414062,339.32501220703125,212.00999450683594,134.74000549316406,136.47999572753906,470.2250061035156,2566.89990234375,43.10799789428711
2024-01-04 19:30:00+00:00,,140.3874969482422,648.4650268554688,339.206298828125,212.02999877929688,134.5970001220703,136.0,469.57989501953125,2562.2099609375,42.91600036621094
2024-01-04 20:30:00+00:00,,140.2899932861328,648.3800048828125,338.7300109863281,211.25999450683594,134.75999450683594,136.08999633789062,468.9100036621094,2559.760009765625,43.01599884033203
2024-01-05 14:30:00+00:00,,141.0,655.363525390625,342.7449951171875,213.6199951171875,136.97999572753906,137.52499389648438,473.92999267578125,2560.47998046875,43.49399948120117
2024-01-05 15:30:00+00:00,,141.1699981689453,657.0750122070312,342.29998779296875,212.9499969482422,137.0500030517578,137.3800048828125,472.3500061035156,2550.409912109375,43.374000549316406
2024-01-05 16:30:00+00:00,,140.47000122070312,655.0399780273438,341.4599914550781,212.38999938964844,135.95899963378906,136.6199951171875,470.8800048828125,2554.094970703125,43.20199966430664
2024-01-05 17:30:00+00:00,,140.65499877929688,654.0900268554688,342.07000732421875,212.61000061035156,135.15499877929688,136.3300018310547,471.8900146484375,2556.2099609375,43.327999114990234
2024-01-05 18:30:00+00:00,,140.80999755859375,654.4199829101562,342.8599853515625,213.0399932861328,135.77999877929688,136.72999572753906,472.3500061035156,2550.0400390625,43.43199920654297
2024-01-05 19:30:00+00:00,,140.82000732421875,653.5499877929688,342.6499938964844,212.49000549316406,135.7050018310547,136.13499450683594,471.1600036621094,2555.81005859375,43.538002014160156
2024-01-05 20:30:00+00:00,,140.75,656.0,342.94000244140625,212.49000549316406,135.75,136.3000030517578,471.19000244140625,2553.5400390625,43.784000396728516
2024-01-08 14:30:00+00:00,,140.7899932861328,658.5,345.5918884277344,215.66000366210938,133.98599243164062,136.73500061035156,474.9700012207031,2541.97998046875,44.03099822998047
2024-01-08 15:30:00+00:00,,141.1999969482422,655.4644775390625,345.75,216.02000427246094,135.74000549316406,137.72999572753906,474.9549865722656,2533.469970703125,44.13199996948242
2024-01-08 16:30:00+00:00,,140.25,654.5150146484375,344.3500061035156,214.85609436035156,134.0124969482422,136.6750030517578,474.4100036621094,2517.090087890625,43.89699935913086
2024-01-08 17:30:00+00:00,,141.47000122070312,656.47998046875,345.44000244140625,215.875,135.63999938964844,137.7050018310547,478.760009765625,2537.419921875,44.39400100708008
2024-01-08 18:30:00+00:00,,141.69000244140625,658.028076171875,346.94000244140625,216.67999267578125,135.58999633789062,137.9199981689453,480.8800048828125,2543.830078125,44.566001892089844
2024-01-08 19:30:00+00:00,,141.6199951171875,660.0999755859375,347.5799865722656,216.9149932861328,134.75,137.61000061035156,480.7300109863281,2544.919921875,44.65999984741211
2024-01-08 20:30:00+00:00,,141.77999877929688,661.6599731445312,347.92999267578125,217.19000244140625,134.1999969482422,137.5399932861328,483.0799865722656,2552.300048828125,44.70600128173828
2024-01-09 14:30:00+00:00,,142.02999877929688,660.9849853515625,347.0199890136719,216.71749877929688,134.57000732421875,136.55999755859375,488.3900146484375,2528.72998046875,44.5359992980957
2024-01-09 15:30:00+00:00,,142.57000732421875,662.1900024414062,347.3703918457031,216.1999969482422,135.24000549316406,136.63999938964844,486.3299865722656,2517.445068359375,44.36499786376953
2024-01-09 16:30:00+00:00,,143.50999450683594,662.989990234375,348.2699890136719,216.85000610351562,135.85000610351562,137.35000610351562,486.0400085449219,2514.18505859375,44.20000076293945
2024-01-09 17:30:00+00:00,,143.49000549316406,663.9650268554688,348.1000061035156,216.78500366210938,136.3000030517578,137.02999877929688,485.6300048828125,2513.25,44.0629997253418
2024-01-09 18:30:00+00:00,,143.3800048828125,665.5499877929688,346.9200134277344,216.77000427246094,136.4149932861328,137.26499938964844,486.625,2523.175048828125,44.02399826049805
2024-01-09 19:30:00+00:00,,143.625,665.489990234375,346.3500061035156,216.97000122070312,136.48500061035156,138.04750061035156,485.739990234375,2526.034912109375,44.04199981689453
2024-01-09 20:30:00+00:00,,143.7899932861328,667.1599731445312,346.17999267578125,217.00999450683594,136.6999969482422,138.0399932861328,485.07000732421875,2521.300048828125,44.17000198364258
2024-01-10 14:30:00+00:00,,143.55499267578125,672.4248046875,351.9049987792969,218.80020141601562,135.83999633789062,138.00999450683594,479.75,2524.945068359375,44.23299789428711
2024-01-10 15:30:00+00:00,,143.54620361328125,670.8900146484375,351.81500244140625,218.9149932861328,135.22000122070312,137.49000549316406,480.4700012207031,2515.955078125,44.11800003051758
2024-01-10 16:30:00+00:00,,143.4600067138672,671.27001953125,352.7099914550781,219.11000061035156,135.1999969482422,137.52999877929688,481.18011474609375,2520.260009765625,44.1140022277832
2024-01-10 17:30:00+00:00,,143.3000030517578,671.1558227539062,353.2030944824219,219.02999877929688,135.13999938964844,137.11500549316406,481.760009765625,2525.22998046875,44.12099838256836
2024-01-10 18:30:00+00:00,,143.89999389648438,672.2999877929688,355.1199951171875,219.7050018310547,135.07000732421875,137.61000061035156,482.3349914550781,2522.945068359375,44.084999084472656
2024-01-10 19:30:00+00:00,,143.89500427246094,671.8599853515625,355.42999267578125,219.60000610351562,134.27999877929688,137.72999572753906,482.2699890136719,2532.550048828125,44.0359992980957
2024-01-10 20:30:00+00:00,,144.0800018310547,672.77001953125,356.7799987792969,220.17999267578125,134.02999877929688,137.58999633789062,480.9100036621094,2537.18994140625,43.99800109863281
2024-01-11 14:30:00+00:00,,141.591796875,669.7465209960938,355.9849853515625,219.4149932861328,133.24000549316406,135.77000427246094,477.4849853515625,2528.8701171875,44.20000076293945
2024-01-11 15:30:00+00:00,,141.52999877929688,669.3499755859375,354.6400146484375,218.7899932861328,134.03500366210938,136.30999755859375,476.1700134277344,2524.965087890625,43.98200225830078
2024-01-11 16:30:00+00:00,,141.44500732421875,669.6649780273438,354.3900146484375,218.55999755859375,134.38499450683594,135.99000549316406,475.2699890136719,2516.39501953125,43.9630012512207
2024-01-11 17:30:00+00:00,,141.58999633789062,671.43359375,354.760009765625,219.1199951171875,133.89999389648438,135.63999938964844,477.7699890136719,2523.909912109375,43.88399887084961
2024-01-11 18:30:00+00:00,,142.1199951171875,673.1599731445312,355.8999938964844,219.86000061035156,134.49000549316406,135.72999572753906,480.95001220703125,2530.22509765625,43.875999450683594
2024-01-11 19:30:00+00:00,,141.77999877929688,673.0499877929688,356.6499938964844,220.0500030517578,134.33999633789062,135.51499938964844,483.8900146484375,2539.56005859375,44.071998596191406
2024-01-11 20:30:00+00:00,,141.97000122070312,673.5900268554688,356.45001220703125,220.0800018310547,133.83999633789062,135.24000549316406,482.9200134277344,2548.6201171875,44.31800079345703
2024-01-12 14:30:00+00:00,,141.33999633789062,678.5,354.18499755859375,218.5449981689453,133.1999969482422,134.5749969482422,482.69000244140625,2563.655029296875,44.0
2024-01-12 15:30:00+00:00,,141.60000610351562,679.8900146484375,354.94000244140625,218.77999877929688,134.1649932861328,134.75999450683594,484.54998779296875,2563.43994140625,44.12000274658203
2024-01-12 16:30:00+00:00,,141.3699951171875,679.97998046875,355.0799865722656,218.52000427246094,133.71009826660156,134.5749969482422,482.9100036621094,2557.530029296875,44.29999923706055
2024-01-12 17:30:00+00:00,,141.4600067138672,679.885009765625,355.5899963378906,218.94000244140625,133.70010375976562,134.9600067138672,481.2799987792969,2554.860107421875,44.36199951171875
2024-01-12 18:30:00+00:00,,141.1199951171875,680.5150146484375,355.82501220703125,218.92999267578125,134.1999969482422,135.19000244140625,482.5899963378906,2560.89990234375,44.48200225830078
2024-01-12 19:30:00+00:00,,140.7899932861328,681.4199829101562,355.6700134277344,219.11000061035156,134.27000427246094,135.1199951171875,482.5799865722656,2559.2900390625,44.6359977722168
2024-01-12 20:30:00+00:00,,140.8800048828125,683.1699829101562,355.7300109863281,218.86000061035156,134.6699981689453,135.72000122070312,482.2799987792969,2570.949951171875,44.70600128173828
2024-01-16 14:30:00+00:00,,140.82000732421875,683.0574951171875,358.3699951171875,219.06500244140625,136.68499755859375,134.90899658203125,479.1000061035156,2640.389892578125,44.374000549316406
2024-01-16 15:30:00+00:00,,141.15640258789062,681.2650146484375,358.67999267578125,220.02999877929688,138.3000030517578,135.69000244140625,482.94000244140625,2647.1298828125,44.492000579833984
2024-01-16 16:30:00+00:00,,140.44000244140625,680.2100219726562,357.82501220703125,218.92999267578125,137.94000244140625,135.44000244140625,479.92999267578125,2656.094970703125,44.492000579833984
2024-01-16 17:30:00+00:00,,141.1999969482422,680.9400024414062,358.94000244140625,219.84500122070312,138.19500732421875,135.57000732421875,479.4800109863281,2659.75,44.72100067138672
2024-01-16 18:30:00+00:00,,140.3249969482422,678.4199829101562,357.1820983886719,218.8249969482422,136.4949951171875,134.4499969482422,475.8450012207031,2653.445068359375,44.555999755859375
2024-01-16 19:30:00+00:00,,140.8560028076172,679.8099975585938,357.1000061035156,219.22999572753906,137.06700134277344,135.33999633789062,475.5899963378906,2658.64990234375,44.520999908447266
2024-01-16 20:30:00+00:00,,141.08999633789062,681.47998046875,358.3399963378906,220.47999572753906,137.83999633789062,135.99000549316406,476.1000061035156,2667.860107421875,44.854000091552734
2024-01-17 14:30:00+00:00,,140.42999267578125,681.1300048828125,356.5,218.86000061035156,138.16000366210938,134.22500610351562,470.7550048828125,2660.97998046875,44.59000015258789
2024-01-17 15:30:00+00:00,,140.4149932861328,684.52001953125,357.6000061035156,219.39999389648438,137.8800048828125,135.18539428710938,474.8500061035156,2680.739990234375,45.279998779296875
2024-01-17 16:30:00+00:00,,139.6750030517578,682.02001953125,356.2850036621094,217.97799682617188,137.4199981689453,135.0500030517578,473.4815979003906,2682.64501953125,45.25600051879883
2024-01-17 17:30:00+00:00,,139.09170532226562,681.219970703125,355.4800109863281,217.41000366210938,136.75,134.4250030517578,472.1000061035156,2672.18505859375,45.06999969482422
2024-01-17 18:30:00+00:00,,139.1999969482422,681.0700073242188,354.6549987792969,216.8000030517578,137.02000427246094,134.58999633789062,472.125,2672.294921875,45.316001892089844
2024-01-17 19:30:00+00:00,,139.1717071533203,681.5999755859375,354.9200134277344,216.9499969482422,137.1649932861328,135.14999389648438,472.0450134277344,2664.89501953125,45.310001373291016
2024-01-17 20:30:00+00:00,,138.75,683.97998046875,355.67999267578125,218.0399932861328,137.16000366210938,135.44000244140625,472.8699951171875,2669.22998046875,45.507999420166016
2024-01-18 14:30:00+00:00,,137.94000244140625,683.6199951171875,357.9549865722656,218.85000610351562,136.49000549316406,132.4600067138672,473.010009765625,2693.080078125,45.7859992980957
2024-01-18 15:30:00+00:00,,137.5050048828125,682.989990234375,356.5870056152344,218.38999938964844,135.73500061035156,132.2449951171875,472.57000732421875,2689.294921875,45.55500030517578
2024-01-18 16:30:00+00:00,,136.5500030517578,681.2449951171875,355.1842956542969,216.63499450683594,135.0500030517578,131.35000610351562,471.6600036621094,2682.925048828125,45.43000030517578
2024-01-18 17:30:00+00:00,,136.17999267578125,681.2999877929688,355.0350036621094,216.27000427246094,134.58999633789062,131.22000122070312,471.8800048828125,2695.8798828125,45.323997497558594
2024-01-18 18:30:00+00:00,,136.36000061035156,685.0399780273438,356.6700134277344,217.4250030517578,135.0399932861328,132.0399932861328,474.7300109863281,2707.280029296875,45.513999938964844
2024-01-18 19:30:00+00:00,,137.11000061035156,686.8599853515625,357.95001220703125,218.1699981689453,135.99000549316406,132.6699981689453,476.7799987792969,2714.080078125,45.94200134277344
2024-01-18 20:30:00+00:00,,137.36000061035156,687.47998046875,357.95001220703125,218.22000122070312,135.97000122070312,132.47999572753906,475.510009765625,2723.43994140625,46.05400085449219
2024-01-19 14:30:00+00:00,,136.88999938964844,687.25,357.7300109863281,218.23500061035156,133.75,130.08999633789062,471.50909423828125,2726.030029296875,46.250999450683594
2024-01-19 15:30:00+00:00,,137.83999633789062,689.0800170898438,358.8203125,218.94000244140625,134.5,130.91000366210938,472.6400146484375,2747.18994140625,46.21900177001953
2024-01-19 16:30:00+00:00,,138.42999267578125,691.2000122070312,358.989990234375,219.97999572753906,133.42999267578125,130.61000061035156,472.69000244140625,2745.02001953125,46.30799865722656
2024-01-19 17:30:00+00:00,,138.41720581054688,693.9299926757812,360.8399963378906,220.1699981689453,133.44000244140625,130.6750030517578,473.6199951171875,2762.419921875,46.564002990722656
2024-01-19 18:30:00+00:00,,138.3699951171875,695.280029296875,362.32501220703125,221.22999572753906,132.77000427246094,130.96499633789062,474.9100036621094,2771.97998046875,46.657997131347656
2024-01-19 19:30:00+00:00,,138.11000061035156,694.5050048828125,362.2900085449219,220.13999938964844,131.625,130.49000549316406,472.6099853515625,2750.5,46.25199890136719
2024-01-19 20:30:00+00:00,,138.16000366210938,695.0800170898438,362.510009765625,220.0,132.22999572753906,130.50999450683594,472.69000244140625,2745.9599609375,46.211997985839844
2024-01-22 14:30:00+00:00,,139.91720581054688,696.47900390625,360.6300048828125,220.1300048828125,133.3249969482422,130.36000061035156,474.42498779296875,2735.764892578125,46.46799850463867
2024-01-22 15:30:00+00:00,,139.6300048828125,696.530029296875,358.55999755859375,219.5,134.50999450683594,130.35000610351562,476.2583923339844,2741.89892578125,46.39500045776367
2024-01-22 16:30:00+00:00,,140.0500030517578,697.780029296875,357.3699951171875,219.375,135.05499267578125,130.9600067138672,477.8599853515625,2750.9599609375,46.564002990722656
2024-01-22 17:30:00+00:00,,139.722900390625,692.1599731445312,355.94000244140625,218.85000610351562,134.11000061035156,131.11000061035156,475.510009765625,2747.330078125,46.395999908447266
2024-01-22 18:30:00+00:00,,139.6291961669922,691.469970703125,356.89080810546875,219.5850067138672,134.0749969482422,130.9499969482422,476.6400146484375,2756.14990234375,46.512001037597656
2024-01-22 19:30:00+00:00,,140.29100036621094,693.030029296875,357.5899963378906,219.94500732421875,134.33999633789062,131.11000061035156,476.739990234375,2765.9599609375,46.6359977722168
2024-01-22 20:30:00+00:00,,140.3699951171875,692.6900024414062,356.739990234375,219.89999389648438,134.8800048828125,131.02000427246094,477.0,2773.27001953125,46.5
2024-01-23 14:30:00+00:00,,141.39999389648438,688.1599731445312,352.8450012207031,216.97999572753906,134.82000732421875,132.19000244140625,479.114990234375,2764.030029296875,46.26799774169922
2024-01-23 15:30:00+00:00,,140.32000732421875,687.6799926757812,352.2806091308594,216.125,133.8300018310547,131.1999969482422,477.69500732421875,2749.860107421875,45.730201721191406
2024-01-23 16:30:00+00:00,,140.22000122070312,686.260009765625,351.1099853515625,215.22999572753906,132.85000610351562,130.58999633789062,475.4599914550781,2741.104248046875,45.340999603271484
2024-01-23 17:30:00+00:00,,140.02999877929688,685.7999877929688,351.1600036621094,215.02000427246094,133.4199981689453,130.7050018310547,476.44000244140625,2744.81005859375,45.50600051879883
2024-01-23 18:30:00+00:00,,140.15249633789062,685.5549926757812,350.1099853515625,214.5399932861328,133.75,131.35000610351562,478.3500061035156,2754.610107421875,45.65700149536133
2024-01-23 19:30:00+00:00,,140.83999633789062,687.0999755859375,351.1600036621094,214.93499755859375,135.0800018310547,132.02000427246094,479.7349853515625,2764.02001953125,45.78200149536133
2024-01-23 20:30:00+00:00,,140.88999938964844,687.6500244140625,350.7699890136719,214.4600067138672,134.02000427246094,131.38999938964844,479.989990234375,2768.31005859375,45.69200134277344
2024-01-24 14:30:00+00:00,,140.8800048828125,683.2750244140625,348.82000732421875,213.14500427246094,131.91000366210938,129.83999633789062,478.875,2759.2451171875,45.60199737548828
2024-01-24 15:30:00+00:00,,141.4600067138672,686.7899780273438,349.8550109863281,214.07000732421875,132.86000061035156,130.7550048828125,482.9700012207031,2761.014892578125,45.52000045776367
2024-01-24 16:30:00+00:00,,141.0850067138672,687.0850219726562,350.07000732421875,213.65499877929688,132.0449981689453,130.25,483.375,2764.885009765625,45.685997009277344
2024-01-24 17:30:00+00:00,,140.16000366210938,686.5800170898438,348.8699951171875,212.97999572753906,131.1649932861328,130.22999572753906,481.95001220703125,2765.72509765625,45.48299789428711
2024-01-24 18:30:00+00:00,,139.4600067138672,684.7000122070312,347.44000244140625,211.3699951171875,131.14999389648438,130.19000244140625,479.010009765625,2756.094970703125,45.43199920654297
2024-01-24 19:30:00+00:00,,139.26499938964844,684.9650268554688,347.5950012207031,211.14999389648438,131.3300018310547,130.27000427246094,478.20001220703125,2745.760009765625,45.349998474121094
2024-01-24 20:30:00+00:00,,139.25,686.6300048828125,347.2900085449219,210.5500030517578,130.67999267578125,130.1999969482422,478.95001220703125,2753.72998046875,45.20600128173828
2024-01-25 14:30:00+00:00,,139.5399932861328,676.760009765625,350.6300048828125,210.30999755859375,130.02999877929688,130.58999633789062,482.635009765625,2746.780029296875,44.95499801635742
2024-01-25 15:30:00+00:00,,140.02749633789062,679.1375122070312,350.5350036621094,210.27000427246094,130.2899932861328,130.49000549316406,482.17498779296875,2732.614990234375,45.137001037597656
2024-01-25 16:30:00+00:00,,140.42999267578125,678.6900024414062,349.92999267578125,209.85000610351562,130.53500366210938,131.30999755859375,483.6700134277344,2727.989990234375,45.09000015258789
2024-01-25 17:30:00+00:00,,140.55999755859375,678.969970703125,350.239990234375,210.3699951171875,132.4600067138672,131.69000244140625,484.9549865722656,2730.860107421875,45.097999572753906
2024-01-25 18:30:00+00:00,,141.1999969482422,678.77001953125,350.7200012207031,211.19810485839844,133.19000244140625,132.27000427246094,490.5899963378906,2737.3798828125,45.00400161743164
2024-01-25 19:30:00+00:00,,141.57000732421875,679.7000122070312,350.7799987792969,211.38999938964844,132.89999389648438,131.9199981689453,488.864990234375,2744.89990234375,45.0260009765625
2024-01-25 20:30:00+00:00,,142.22999572753906,679.9199829101562,351.0299987792969,212.1199951171875,132.8800048828125,132.27000427246094,493.5400085449219,2749.6298828125,45.26599884033203
2024-01-26 14:30:00+00:00,,142.78500366210938,684.4550170898438,354.30999755859375,212.1699981689453,133.7899932861328,133.66000366210938,491.95001220703125,2764.655029296875,45.25899887084961
2024-01-26 15:30:00+00:00,,142.05499267578125,683.0900268554688,355.08929443359375,211.97000122070312,133.66000366210938,133.3699951171875,493.43499755859375,2766.56005859375,45.37999725341797
2024-01-26 16:30:00+00:00,,142.37399291992188,685.7849731445312,354.9159851074219,211.82000732421875,134.27999877929688,133.5,495.7799987792969,2767.68017578125,45.39200210571289
2024-01-26 17:30:00+00:00,,141.9550018310547,684.0999755859375,354.93499755859375,211.27499389648438,133.6999969482422,132.69000244140625,494.05999755859375,2765.239990234375,45.42000198364258
2024-01-26 18:30:00+00:00,,142.0500030517578,684.5900268554688,354.7799987792969,211.1300048828125,133.77999877929688,132.52999877929688,492.4800109863281,2770.0,45.45561981201172
2024-01-26 19:30:00+00:00,,141.91000366210938,685.5137939453125,354.8999938964844,211.22999572753906,133.36000061035156,132.58999633789062,492.80499267578125,2776.97998046875,45.36600112915039
2024-01-26 20:30:00+00:00,,142.52999877929688,686.97998046875,355.29998779296875,211.97000122070312,133.44000244140625,132.75,493.6400146484375,2778.989990234375,45.5260009765625
2024-01-29 14:30:00+00:00,,141.4250030517578,689.4749755859375,355.3299865722656,211.4084014892578,132.41000366210938,134.1300048828125,494.625,2783.169921875,45.534000396728516
2024-01-29 15:30:00+00:00,,137.83999633789062,686.9249877929688,354.29998779296875,210.8800048828125,132.47000122070312,133.3699951171875,497.25,2790.610107421875,45.43199920654297
2024-01-29 16:30:00+00:00,,139.86000061035156,689.344970703125,354.1499938964844,210.2100067138672,133.0749969482422,134.22999572753906,500.44000244140625,2802.60009765625,45.678001403808594
2024-01-29 17:30:00+00:00,,139.97999572753906,691.6400146484375,354.70001220703125,210.42999267578125,132.97000122070312,133.4550018310547,504.5932922363281,2799.0,45.459999084472656
2024-01-29 18:30:00+00:00,,140.17999267578125,691.1599731445312,353.6099853515625,210.22999572753906,132.89999389648438,133.41000366210938,505.9949951171875,2796.300048828125,45.170997619628906
2024-01-29 19:30:00+00:00,,141.0399932861328,692.85498046875,355.9200134277344,211.46499633789062,133.94000244140625,133.99000549316406,509.1299133300781,2798.405029296875,45.34000015258789
2024-01-29 20:30:00+00:00,,141.52999877929688,694.0499877929688,355.70001220703125,211.8800048828125,133.72999572753906,133.77999877929688,508.05999755859375,2793.68505859375,45.279998779296875
2024-01-30 14:30:00+00:00,,140.4199981689453,694.75,356.9100036621094,212.09010314941406,129.5749969482422,131.1699981689453,502.70001220703125,2810.179931640625,45.2979621887207
2024-01-30 15:30:00+00:00,,139.8000030517578,697.6500244140625,358.2699890136719,214.02000427246094,130.57000732421875,131.6300048828125,504.6549987792969,2827.8017578125,45.5369987487793
2024-01-30 16:30:00+00:00,,140.3845977783203,698.2999877929688,358.19000244140625,215.32249450683594,131.36529541015625,132.19000244140625,505.8800048828125,2845.452392578125,45.88399887084961
2024-01-30 17:30:00+00:00,,140.64999389648438,701.72998046875,358.7099914550781,215.13999938964844,131.63999938964844,132.59500122070312,507.3349914550781,2845.639892578125,45.566001892089844
2024-01-30 18:30:00+00:00,,140.63999938964844,701.0499877929688,358.69000244140625,215.91000366210938,131.30999755859375,131.9499969482422,508.5400085449219,2847.239990234375,45.55799865722656
2024-01-30 19:30:00+00:00,,140.7550048828125,700.5700073242188,358.5199890136719,216.07000732421875,131.47999572753906,131.67999267578125,507.9700012207031,2847.85498046875,45.612998962402344
2024-01-30 20:30:00+00:00,,140.50999450683594,700.780029296875,357.1099853515625,214.52000427246094,131.89999389648438,131.30999755859375,508.8599853515625,2840.590087890625,45.55799865722656
2024-01-31 14:30:00+00:00,,140.8699951171875,697.432373046875,357.8800048828125,215.16000366210938,133.34500122070312,131.5850067138672,509.3699951171875,2806.410888671875,45.55799865722656
2024-01-31 15:30:00+00:00,,140.4600067138672,696.6649780273438,358.3399963378906,215.5200958251953,133.36500549316406,131.875,505.8399963378906,2797.7548828125,45.540000915527344
2024-01-31 16:30:00+00:00,,140.4949951171875,698.02001953125,358.3599853515625,215.77000427246094,133.42999267578125,132.0,505.80999755859375,2793.945068359375,45.553001403808594
2024-01-31 17:30:00+00:00,,140.25,699.2100219726562,357.989990234375,215.78500366210938,133.06500244140625,131.6999969482422,506.9800109863281,2781.18994140625,45.36600112915039
2024-01-31 18:30:00+00:00,,140.25,696.6300048828125,354.96051025390625,214.3699951171875,133.0,131.4499969482422,505.2349853515625,2781.179931640625,45.25899887084961
2024-01-31 19:30:00+00:00,,139.57000732421875,694.42431640625,353.1600036621094,213.88999938964844,132.50999450683594,131.0500030517578,503.6000061035156,2774.72998046875,45.15999984741211
2024-01-31 20:30:00+00:00,,139.08999633789062,694.7100219726562,352.7799987792969,212.91000366210938,132.02999877929688,130.6199951171875,502.0299987792969,2763.8798828125,44.92399978637695
2024-02-01 14:30:00+00:00,,141.13499450683594,699.010009765625,354.6000061035156,215.42999267578125,134.07000732421875,132.22999572753906,505.5799865722656,2795.3349609375,44.94200134277344
2024-02-01 15:30:00+00:00,,141.5500030517578,700.77001953125,354.44500732421875,215.8300018310547,134.80999755859375,133.7050018310547,500.5400085449219,2774.5,45.61600112915039
2024-02-01 16:30:00+00:00,,142.36000061035156,702.5050048828125,356.0190124511719,217.5,135.69000244140625,134.72999572753906,501.3830871582031,2760.669921875,46.479000091552734
2024-02-01 17:30:00+00:00,,143.4499969482422,703.2100219726562,357.3500061035156,219.0050048828125,135.5399932861328,134.7449951171875,502.7200012207031,2755.31005859375,46.19499969482422
2024-02-01 18:30:00+00:00,,143.4600067138672,703.1900024414062,358.4175109863281,219.8300018310547,135.44000244140625,134.7449951171875,502.4949951171875,2779.929931640625,46.513999938964844
2024-02-01 19:30:00+00:00,,143.97500610351562,702.239990234375,359.6199951171875,220.16000366210938,135.5449981689453,134.9949951171875,502.7200012207031,2784.679931640625,46.64400100708008
2024-02-01 20:30:00+00:00,,144.41000366210938,704.6400146484375,360.05999755859375,220.1999969482422,135.9499969482422,135.6699981689453,503.3299865722656,2797.840087890625,46.97999954223633
2024-02-02 14:30:00+00:00,,143.9600067138672,703.9349975585938,352.125,214.35000610351562,134.91000366210938,135.4499969482422,499.1050109863281,2791.39501953125,45.79899978637695
2024-02-02 15:30:00+00:00,,144.66000366210938,706.1799926757812,354.239990234375,216.89999389648438,135.60000610351562,136.58999633789062,501.260009765625,2811.840087890625,45.90599822998047
2024-02-02 16:30:00+00:00,,145.47999572753906,708.5233154296875,354.8999938964844,217.6699981689453,135.375,137.10000610351562,503.6700134277344,2815.784912109375,45.91400146484375
2024-02-02 17:30:00+00:00,,146.0500030517578,709.97998046875,355.7301025390625,218.64999389648438,135.88999938964844,137.69000244140625,505.6499938964844,2828.050048828125,46.18352127075195
