Pair,Sharpe_Static,Sharpe_WF,MaxDD_Static,MaxDD_WF,FinalPnL_Static,FinalPnL_WF,ΔSharpe
CMCSA-EA,0.3452695333300902,0.0,1210.4261048480876,0.0,653.1798476273825,0.0,-0.3452695333300902
CMCSA-IMAX,0.7747351711955358,-0.8544860711475509,808.3140430198525,2439.5464734726056,1561.2578541919586,-1611.5057314921426,-1.6292212423430867
CMCSA-LYV,0.4525237635554249,0.0,649.3440977857109,0.0,716.1932271996618,0.0,-0.4525237635554249
CMCSA-SPOT,0.40639568474032084,-0.7088361598474373,932.3582360929717,2418.4855033371496,835.8325292554205,-1319.7391343714885,-1.115231844587758
CMCSA-TTWO,0.8023704179707088,0.0,708.1154761214569,0.0,1222.6239929754872,0.0,-0.8023704179707088
CMCSA-WBD,1.5073563532805474,0.7705203158740276,607.2265007151316,384.66484615093924,3016.2501541436886,1012.8954335665782,-0.7368360374065198
DIS-CMCSA,0.46193068218315647,0.4305391535263195,751.8557616494282,1359.437189072377,976.2469919512902,774.3844748314287,-0.031391528656836976
DIS-EA,1.106457060236753,-0.010833944509774391,977.2859119241855,2353.75246657583,2683.187116646159,-20.73087890199822,-1.1172910047465274
DIS-IMAX,0.6052303960309763,-0.9390175472868942,893.9655243931902,2804.7087304134743,1413.1089460464245,-1836.4497208310875,-1.5442479433178704
DIS-LYV,0.4594032338536488,0.1150115251390298,929.4254176641541,1060.4835720698509,897.2888129154215,190.61301395759517,-0.344391708714619
DIS-NFLX,0.5007970599785071,-0.5603216067932316,916.4419627190279,2264.1096062102824,1125.6446379440747,-1063.245080188597,-1.0611186667717387
DIS-SPOT,0.39682125146945896,-1.0161891128168588,1032.1870833961318,3124.1981277921777,974.1531283852133,-2077.4886473135457,-1.4130103642863177
DIS-TTWO,0.36988262419856477,-1.2872606283470795,916.1624143724362,3342.4077537750395,687.289127188052,-3294.317007895922,-1.6571432525456444
DIS-WBD,0.7268450596474144,0.07747567613366714,543.9118446038556,2885.285059638374,1137.8396504349098,261.15357148455223,-0.6493693835137473
EA-IMAX,0.03253135372313228,0.0,1647.0115271122595,0.0,75.06302864731427,0.0,-0.03253135372313228
EA-LYV,0.06138077726911494,-0.624362193019561,1797.9901601703905,3113.6776070531623,142.74208943227856,-1559.127858537445,-0.6857429702886759
EA-SPOT,0.14233244449957297,-1.0007714673991226,1840.3638465197055,2829.4574015755143,377.00272367757634,-2169.548903730915,-1.1431039118986956
EA-TTWO,-0.02904581142356401,-1.161285533648223,1513.4612539261634,1988.1532074919478,-69.13054022422489,-1540.4765692322321,-1.132239722224659
EA-WBD,0.24770873124903534,0.24806048716786902,2040.1060589548424,2037.5002621894923,805.4782373739021,859.0647065222515,0.00035175591883368496
LYV-IMAX,0.8439955911947346,-0.3062820220329161,994.3669670792738,2782.3202606739724,1472.677987489503,-792.9788334380221,-1.1502776132276507
NFLX-CMCSA,-0.39126126517635196,0.0,1700.609643907854,0.0,-561.423851800198,0.0,0.39126126517635196
NFLX-EA,-0.20918243479178147,1.0673684790842461,1920.4102132783999,472.306193174554,-411.2465866326787,1901.186164436166,1.2765509138760276
NFLX-IMAX,0.6223087401147995,0.0,1126.5021253462905,0.0,1269.0419673339013,0.0,-0.6223087401147995
NFLX-LYV,0.8992770307147924,0.0,691.8142935324041,0.0,1721.4073175467784,0.0,-0.8992770307147924
NFLX-SPOT,1.1907252155715438,0.08734385083515941,397.36142737852856,1057.1118313297375,1490.5312101450552,141.73225142467106,-1.1033813647363844
NFLX-TTWO,0.4208814805560208,0.4595151055318843,562.1902401977004,1387.691941446736,745.9956003772629,1064.8578513606205,0.03863362497586348
NFLX-WBD,0.11167888837640334,0.05056390670080913,1972.5716734533098,798.5854373845201,309.4833598566257,69.06966388287198,-0.06111498167559421
SPOT-IMAX,1.3842269746522216,0.0,744.7496536659326,0.0,3483.5802889797037,0.0,-1.3842269746522216
SPOT-LYV,0.8585584024683531,-0.2674782019130496,824.9455777392022,1530.8508093928467,2161.95880224451,-397.8836547337968,-1.1260366043814027
TTWO-IMAX,-0.17098381086687053,0.0,1706.5556227704733,0.0,-400.8175468727373,0.0,0.17098381086687053
TTWO-LYV,0.529853405997313,0.0,778.3729289900488,0.0,1018.8483156547526,0.0,-0.529853405997313
TTWO-SPOT,1.1616818016237291,0.0,544.9056698434115,0.0,2671.6873201047015,0.0,-1.1616818016237291
TTWO-WBD,-0.25629608453432234,0.0,2240.213306925347,0.0,-613.6643239895049,0.0,0.25629608453432234
WBD-IMAX,0.8562911515189306,0.1558253109486011,1274.734589883025,3572.159329142178,2341.923009259816,676.3850356570431,-0.7004658405703296
WBD-LYV,1.1547621668970467,0.6126421874501241,760.9770807086941,4483.103038263627,3101.4884934064526,3410.1306811324266,-0.5421199794469226
WBD-SPOT,0.7506296874196979,-0.1841141817972397,1713.8974350303938,4657.431611370279,2596.846369859715,-904.8769919493993,-0.9347438692169376
