Pair,Sharpe_Static,Sharpe_WF,MaxDD_Static,MaxDD_WF,FinalPnL_Static,FinalPnL_WF,ΔSharpe
BA-GD,0.40144791337746105,0.0,1329.9192335867497,0.0,1045.8339928186244,0.0,-0.40144791337746105
BA-HEI,-0.0918121229249371,0.0,2068.086067211131,0.0,-342.5808600129291,0.0,0.0918121229249371
BA-HXL,-0.24351368521955724,0.7979970809469126,2033.7573643000073,812.4659929752981,-743.1584234749245,982.0484931184845,1.0415107661664698
BA-LMT,0.8772349012530336,0.0,1232.0090340914762,0.0,1859.7898273254264,0.0,-0.8772349012530336
BA-NOC,-0.03771248236921933,0.0,1850.2952670123948,0.0,-122.32153708513661,0.0,0.03771248236921933
BA-RTX,-0.14866551112321572,-0.2695417430008564,1842.726416760431,1522.4419451892174,-535.145313310279,-410.93696566514774,-0.12087623187764071
BA-SPR,0.32332797107894845,0.7396006129146201,792.4242577475104,937.619586714335,427.1828396397675,1132.164328881769,0.41627264183567164
BA-TDG,-0.2866700564726575,0.0,2653.5468905092534,0.0,-1318.73239505709,0.0,0.2866700564726575
BA-TXT,-0.2814289411868178,0.8958362790466914,2605.0376416368485,1683.0172704272652,-1277.4176842764825,2517.911458842641,1.1772652202335092
GD-HEI,-0.4202196800363529,0.10858052237677124,1256.032286277134,1192.5728866328225,-491.3620085100307,223.49785136301796,0.5288002024131242
GD-HXL,0.5827815313163999,1.2510858362063024,1584.6337459960268,679.2680789647304,996.3146883002371,2139.8310030824273,0.6683043048899026
GD-SPR,0.21340849852282193,-0.8666899650086487,1056.2244690527914,2100.273068686726,243.7551776431203,-1619.6400288120558,-1.0800984635314705
GD-TDG,0.05398483626453754,-1.1764156044889251,1337.3943865002386,2204.2833229389994,63.12440949279903,-1892.9517666540069,-1.2304004407534626
GD-TXT,0.5698714361236208,0.9038676931955253,623.8982469262801,326.74740485623727,643.2503694735515,622.0579488198684,0.3339962570719045
HEI-HXL,1.2241731826050384,0.44556658770771845,584.0662835446592,773.0076096031564,2046.745019665154,588.2645375232931,-0.77860659489732
HEI-SPR,0.3154898599740637,0.4349025640818238,1058.9463423820387,2244.735698193405,403.3925992625334,1039.0447395378674,0.11941270410776011
HEI-TDG,0.7936152554318158,0.0,625.8329000727024,0.0,927.1459847584865,0.0,-0.7936152554318158
HEI-TXT,0.10880927736768607,0.0,1123.1440727731353,0.0,246.22293784786967,0.0,-0.10880927736768607
LMT-GD,-0.18211801446594036,-0.2481701327615958,1883.0080604253274,752.3583350346764,-368.7332808415444,-206.9029545186295,-0.06605211829565544
LMT-HEI,-0.15821067053521717,0.0,2382.653713237543,0.0,-411.37938713602955,0.0,0.15821067053521717
LMT-HXL,-0.07039439952327542,0.8293109114431445,2447.0762321544316,953.8574495532624,-184.63974554220835,1445.4575931968793,0.8997053109664199
LMT-NOC,-0.38521138872842364,0.7864141797748245,2108.221620183403,1100.4675120855297,-873.5851181651315,1649.98161186334,1.1716255685032482
LMT-RTX,-0.25607193641657894,0.0,2498.89301954181,0.0,-691.6481281420772,0.0,0.25607193641657894
LMT-SPR,-0.053990276092123965,-0.8549500896331825,2727.7872843368336,3027.533682581971,-146.99172496675135,-1560.494765101166,-0.8009598135410586
LMT-TDG,-0.20573170228964174,-0.8741991505911663,2270.0247326473723,1794.64435582443,-530.9747366568846,-1097.881925097185,-0.6684674483015245
LMT-TXT,-0.0812177211050168,0.7471846916577618,2098.468539712012,1784.6100425929253,-180.8605595171684,2128.7836742342943,0.8284024127627786
NOC-GD,0.8477099916303309,-0.4542534065107393,444.34928529162437,1246.027980024176,1098.2484930936691,-568.0214673187764,-1.30196339814107
NOC-HEI,1.4135699993396453,-0.24623607099854045,565.657746035708,1620.533688772242,2588.792306227285,-411.43835256789873,-1.6598060703381858
NOC-HXL,0.6687542805624841,0.96134638402755,1448.2821639842346,1466.696874467962,1446.5773106630174,2558.0198127031294,0.2925921034650659
NOC-RTX,0.28743626063524974,-1.0906860369135387,1336.0777250280523,1493.699710050022,472.45103002809117,-1143.9661678570917,-1.3781222975487886
NOC-SPR,0.9895258944662917,-1.0780319317883071,643.2448566449314,955.1056868028181,1574.2643774990916,-820.9626428432626,-2.067557826254599
NOC-TDG,1.2616721412403586,-0.38099749182677545,375.27086124550897,1802.375733993546,1417.2471937265211,-813.8158939610344,-1.642669633067134
NOC-TXT,0.43508831875719134,0.9146039186443938,1319.7353531064869,903.5998695764777,795.9797141561838,1843.9515873580228,0.4795155998872025
RTX-GD,-0.7045010283484794,0.3559201975844649,1466.4416926518895,1187.3495890436823,-836.6808473000339,517.6144300205966,1.0604212259329442
RTX-HEI,0.437879975794963,0.4687436897213797,654.4111033995957,698.4861598009334,551.3977806015627,535.8889841334283,0.03086371392641668
RTX-HXL,-0.8359128030184432,-0.4988492766216036,1325.5759975116227,2119.62452304573,-1072.170784265988,-936.0205384859421,0.33706352639683956
RTX-SPR,0.6772606180422299,0.0,717.0296597385162,0.0,1079.5422460687605,0.0,-0.6772606180422299
RTX-TDG,1.541011312240467,0.0,465.61201451783273,0.0,1946.5679740526991,0.0,-1.541011312240467
RTX-TXT,-1.0426970752296352,0.0,1538.909887790193,0.0,-1188.118158917642,0.0,1.0426970752296352
SPR-HXL,0.8535479726503291,0.598325014000426,808.7677690930325,212.47040870136803,1578.926243678215,299.39950486734693,-0.2552229586499031
TDG-HXL,1.0424858024584878,0.2351705246140079,645.6163992319531,776.0057734941907,1736.0008614245137,255.38457557138753,-0.8073152778444799
TDG-SPR,0.49495005543271225,-0.23533025924342127,503.5428357102684,2079.7718362925807,391.97746307701823,-580.5845341987285,-0.7302803146761335
TDG-TXT,0.3402479541329119,0.0,1074.6243555224282,0.0,747.6424645342668,0.0,-0.3402479541329119
TXT-HXL,0.5018234731028711,0.15333099378243,898.2204027145297,2438.573888932861,478.3631228502925,415.83345909200625,-0.34849247932044114
TXT-SPR,0.2324591219734263,-0.1388640428926475,2280.0624454264635,2411.9799972955816,579.2749458616353,-318.063454734957,-0.3713231648660738
