Pair,Sharpe_Static,Sharpe_WF,MaxDD_Static,MaxDD_WF,FinalPnL_Static,FinalPnL_WF,ΔSharpe
AMT-AVB,0.8328293469773917,0.0,605.2285608741352,0.0,1229.8621198586218,0.0,-0.8328293469773917
AMT-CCI,0.21120745500478866,0.0,610.0266642591228,0.0,215.67742819022928,0.0,-0.21120745500478866
AMT-EQIX,0.546916630070808,0.0,1046.6889766480506,0.0,1168.1559126658854,0.0,-0.546916630070808
AMT-O,1.2034991794683598,0.16896239444223762,447.84355071244073,613.7068618982925,954.510480417823,182.75605924725204,-1.0345367850261222
AMT-PLD,0.47823528150426453,0.0,1073.924196053181,0.0,988.9190089596777,0.0,-0.47823528150426453
AMT-PSA,0.7598242803165396,0.0,628.3731307674867,0.0,1017.5883594868023,0.0,-0.7598242803165396
AMT-SPG,0.47028064412586873,-1.0687120307808076,1137.516613969142,1645.7912385734783,1034.5589312617606,-980.6693860622361,-1.5389926749066762
AMT-VTR,0.427732435016415,-0.2588691538230753,697.9261693991627,1165.3339103380608,729.0338072592004,-447.29957685619996,-0.6866015888394903
AMT-WELL,0.5903057148780753,-1.1779502132425606,893.7628027664636,2318.0041908087246,1230.8640436670585,-1899.1798600387885,-1.7682559281206358
AVB-VTR,0.09912578604995224,0.0,1062.4418718520196,0.0,165.21774230049155,0.0,-0.09912578604995224
AVB-WELL,-0.21017537252729698,0.0,1134.7507566786228,0.0,-278.3387520308804,0.0,0.21017537252729698
CCI-AVB,0.7885484217197948,0.0,1081.6479575853257,0.0,1713.0467578748285,0.0,-0.7885484217197948
CCI-O,0.20408398011576384,0.38068933963904955,664.3852694344562,667.0594111088112,202.8866330617392,518.2654720649621,0.1766053595232857
CCI-PSA,0.5557608123291257,0.9210967843457905,978.8520854374437,347.46110034848834,678.881272798562,762.5132889190896,0.3653359720166648
CCI-SPG,0.8594634154768953,-0.6720831831977763,706.530936282092,1459.0815538151362,1509.1986770723797,-742.1831335440422,-1.5315465986746717
CCI-VTR,0.7732196107381448,0.0,955.718107505365,0.0,1735.549696007633,0.0,-0.7732196107381448
CCI-WELL,0.7144361017907732,0.0,877.562981050198,0.0,1525.2381308749257,0.0,-0.7144361017907732
EQIX-AVB,0.2330733196859401,0.0,738.168570784677,0.0,427.7441952236803,0.0,-0.2330733196859401
EQIX-CCI,0.14789268414339526,0.7693135362757016,1188.4230412339848,1315.045874606163,459.4743519714899,1754.6769008656606,0.6214208521323064
EQIX-O,0.17468084727035144,0.5491648270311656,1099.4895413378847,1372.596711178578,538.2945975191255,1279.7598474023744,0.3744839797608142
