Pair,Mode,Sharpe,MaxDD,FinalPnL,PnL_Latent,PnL_Total,Trades,Universe
HON-CAT,WF,0.4158158311400584,2179.788650487522,986.5773907003844,-1011.507038239709,-24.92964753932461,1,INDUSTRIALS
HON-DE,Static,0.7413375934147142,616.4882220920617,1301.5881160848353,0.0,1301.5881160848353,4,INDUSTRIALS
HON-DE,WF,-0.6183178166771198,1817.630046170358,-1011.271905061557,0.0,-1011.271905061557,2,INDUSTRIALS
HON-MMM,Static,0.7337729473970662,538.5705102662232,1417.317677979588,0.0,1417.317677979588,4,INDUSTRIALS
HON-MMM,WF,0.0,0.0,0.0,0.0,0.0,0,INDUSTRIALS
HON-ITW,Static,0.9066132122362917,483.6965654990768,1297.8283852461632,0.0,1297.8283852461632,4,INDUSTRIALS
HON-ITW,WF,0.1152194498205567,921.102405228145,128.18651354975816,0.0,128.18651354975816,1,INDUSTRIALS
HON-ETN,Static,1.0948531719435806,561.6561818250649,1726.7125158766075,-66.81648080131174,1659.896035075296,4,INDUSTRIALS
HON-ETN,WF,0.0302418466147364,1445.4398252289382,52.093369858932704,-348.78988421079487,-296.69651435186216,1,INDUSTRIALS
HON-ROK,Static,0.9493732498987936,487.7599873808601,1596.8518140230403,-91.48226488344254,1505.369549139598,4,INDUSTRIALS
HON-ROK,WF,-0.5881452413431033,1228.7448386101391,-1052.6780445617248,0.0,-1052.6780445617248,1,INDUSTRIALS
HON-DOV,Static,0.9511877758512952,464.5130438110834,1038.1427897886554,0.0,1038.1427897886554,4,INDUSTRIALS
HON-DOV,WF,0.4299725254876141,1991.329225596506,1072.0163575200172,0.0,1072.0163575200172,1,INDUSTRIALS
HON-FAST,Static,0.4614248593042552,617.5432024820891,755.1176845624487,0.0,755.1176845624487,3,INDUSTRIALS
HON-FAST,WF,-0.3476057166823807,1813.8339141552144,-555.2194278729742,0.0,-555.2194278729742,1,INDUSTRIALS
CAT-DE,Static,-0.2584172648475133,1386.222472406116,-444.82333181560665,-1074.2488273900442,-1519.072159205651,2,INDUSTRIALS
CAT-DE,WF,-1.4747762834237323,3371.045785319724,-2743.613593574425,0.0,-2743.613593574425,1,INDUSTRIALS
CAT-MMM,Static,0.571121971756733,1464.597250007605,1076.1781443023156,-1284.391179228257,-208.21303492594143,2,INDUSTRIALS
CAT-MMM,WF,-0.846239477410938,1948.068458650938,-1203.2537770612066,0.0,-1203.2537770612066,1,INDUSTRIALS
CAT-ITW,Static,0.5643722092834009,472.35693604457305,533.0709774649164,-1457.32469637421,-924.2537189092938,3,INDUSTRIALS
CAT-ITW,WF,0.4074299815782468,1210.0296657381186,461.7917126555395,1209.485913814929,1671.2776264704685,1,INDUSTRIALS
CAT-ETN,Static,0.3641520599274249,784.3438219306917,438.3584889776066,-907.5579882776556,-469.19949930004896,4,INDUSTRIALS
CAT-ETN,WF,0.0,0.0,0.0,1315.504366188639,1315.504366188639,0,INDUSTRIALS
CAT-ROK,Static,0.3900174609495512,669.3803052715248,561.3764710118769,-708.6080031537911,-147.23153214191416,4,INDUSTRIALS
CAT-ROK,WF,0.0,0.0,0.0,3617.14482517236,3617.14482517236,0,INDUSTRIALS
CAT-DOV,Static,0.8320604058651674,451.4902262584129,987.1984192185398,-2233.7820523919504,-1246.5836331734106,3,INDUSTRIALS
CAT-DOV,WF,0.0,0.0,0.0,-427.00700231238784,-427.00700231238784,0,INDUSTRIALS
CAT-FAST,Static,0.1798964082109178,1403.7734565701046,268.6917037548125,-1035.1912586879712,-766.4995549331586,3,INDUSTRIALS
CAT-FAST,WF,-0.6759590753279086,1660.3499564781248,-858.9447285965265,0.0,-858.9447285965265,1,INDUSTRIALS
DE-MMM,Static,0.4208735196383421,1448.7549707470714,786.8518385433646,-55.46436654268908,731.3874720006755,4,INDUSTRIALS
DE-MMM,WF,-1.3744686254830765,3581.195199926168,-3247.013124431975,-487.9533545722017,-3734.966479004177,1,INDUSTRIALS
DE-ITW,Static,-0.4605572196231866,1884.236549475849,-840.5379847653792,254.8818565949999,-585.6561281703792,2,INDUSTRIALS
DE-ITW,WF,0.464668583641169,1355.0086542558051,1147.810866509892,0.0,1147.810866509892,1,INDUSTRIALS
DE-ETN,Static,0.4136577545239367,1378.7686995676836,666.8468140997206,-243.9066497414284,422.9401643582923,3,INDUSTRIALS
DE-ETN,WF,0.3236449258635033,967.4296522284116,509.0695177517333,-371.13432105935954,137.93519669237378,1,INDUSTRIALS
DE-ROK,Static,0.2047084965354459,1012.6893385802564,313.71630927525155,-190.1397990729781,123.57651020227344,3,INDUSTRIALS
DE-ROK,WF,0.4785676829803775,1211.470234639737,1008.53926697592,0.0,1008.53926697592,3,INDUSTRIALS
DE-DOV,Static,0.3228351054977346,1631.335972510009,639.031103694651,0.0,639.031103694651,4,INDUSTRIALS
DE-DOV,WF,0.4202474506055902,1330.252135160846,832.6040908480154,0.0,832.6040908480154,1,INDUSTRIALS
DE-FAST,Static,0.1130684313609174,817.1788078330098,172.98140281694745,0.0,172.98140281694745,3,INDUSTRIALS
DE-FAST,WF,-0.2589012625572576,1915.1759211584936,-627.1705271741006,0.0,-627.1705271741006,1,INDUSTRIALS
MMM-ITW,Static,-0.1774319557346551,1957.733941767205,-384.336078661618,-277.475564289423,-661.811642951041,2,INDUSTRIALS
MMM-ITW,WF,0.3685491150016154,1183.0832207555468,640.9390726066887,0.0,640.9390726066887,1,INDUSTRIALS
MMM-ETN,Static,-0.0526920830177849,1304.9443521226654,-94.52928258485493,0.0,-94.52928258485493,2,INDUSTRIALS
MMM-ETN,WF,1.305399013818349,403.31224569620736,1829.562362589823,0.0,1829.562362589823,1,INDUSTRIALS
MMM-ROK,Static,-0.2563017360375978,1795.6114468958167,-454.5013130816545,0.0,-454.5013130816545,2,INDUSTRIALS
MMM-ROK,WF,0.4163706628718186,548.7583051035092,577.2524916014341,960.7709525436176,1538.0234441450518,1,INDUSTRIALS
MMM-DOV,Static,-0.5078434288390612,1368.985028363007,-767.0685854100022,-373.4179701966314,-1140.4865556066336,2,INDUSTRIALS
MMM-DOV,WF,0.0,0.0,0.0,0.0,0.0,0,INDUSTRIALS
MMM-FAST,Static,0.6109745374916676,514.5265677867045,784.092374013328,0.0,784.092374013328,2,INDUSTRIALS
MMM-FAST,WF,0.160296656107032,1692.8353392942809,335.4442327113659,0.0,335.4442327113659,1,INDUSTRIALS
ITW-ETN,Static,0.6629248942771345,806.3512959395606,1165.5129556334134,0.0,1165.5129556334134,4,INDUSTRIALS
ITW-ETN,WF,0.0980193548848215,2224.0050406241853,215.39872134848525,0.0,215.39872134848525,1,INDUSTRIALS
ITW-ROK,Static,0.4720249741930338,672.6003801497812,834.7828854281529,0.0,834.7828854281529,4,INDUSTRIALS
ITW-ROK,WF,0.0,0.0,0.0,-81.00289555253772,-81.00289555253772,0,INDUSTRIALS
ITW-DOV,Static,0.8592938514403056,651.7671747656126,1401.3343090003957,0.0,1401.3343090003957,5,INDUSTRIALS
ITW-DOV,WF,0.1457100034521148,1926.0404338918547,308.98627211252693,0.0,308.98627211252693,1,INDUSTRIALS
ITW-FAST,Static,0.4035965183969524,1150.6915292775109,742.7727176219393,0.0,742.7727176219393,4,INDUSTRIALS
ITW-FAST,WF,0.0,0.0,0.0,-387.6485708354523,-387.6485708354523,0,INDUSTRIALS
ETN-ROK,Static,0.5234378141894419,793.1935750630777,771.9867334262838,0.0,771.9867334262838,2,INDUSTRIALS
ETN-ROK,WF,0.0,0.0,0.0,-1005.5267964079188,-1005.5267964079188,0,INDUSTRIALS
ETN-DOV,Static,0.3505037849071359,649.393661435657,386.6773966938276,-227.25472775173995,159.42266894208768,2,INDUSTRIALS
ETN-DOV,WF,-0.8503993812906987,2280.1127008225053,-1604.727294003168,212.8171894404661,-1391.910104562702,2,INDUSTRIALS
ETN-FAST,Static,0.2386199949556253,1379.545334609274,453.6087798685979,452.6869165274296,906.2956963960276,2,INDUSTRIALS
ETN-FAST,WF,0.0,0.0,0.0,0.0,0.0,0,INDUSTRIALS
ROK-DOV,Static,0.7112448609049636,1735.554817050995,2595.866610468468,-106.72232901670353,2489.144281451764,6,INDUSTRIALS
ROK-DOV,WF,0.5949215898858318,1856.7859876877608,1848.8584546078391,0.0,1848.8584546078391,1,INDUSTRIALS
ROK-FAST,Static,0.5009127992072406,1309.618239268681,933.3707201499934,0.0,933.3707201499934,4,INDUSTRIALS
ROK-FAST,WF,-1.771584094129417,3323.904412677118,-3323.904412677118,223.0258799226794,-3100.8785327544388,1,INDUSTRIALS
DOV-FAST,Static,0.2885687019175165,1636.114394726343,750.1132784144686,0.0,750.1132784144686,4,INDUSTRIALS
DOV-FAST,WF,0.0,0.0,0.0,151.26148484683276,151.26148484683276,0,INDUSTRIALS
LIN-DOW,Static,0.8458872001137423,490.2669626249376,1060.1172170666343,56.018392154310135,1116.1356092209444,3,CHEMICALS
LIN-DOW,WF,-0.5638159835644695,1343.5532773431723,-706.1421260226768,0.0,-706.1421260226768,1,CHEMICALS
LIN-BASFY,Static,0.5084002671794512,510.7796703512398,534.3779194058654,0.0,534.3779194058654,2,CHEMICALS
LIN-BASFY,WF,0.5017433530763261,588.0895858972833,616.9751945452595,-88.65857170759911,528.3166228376604,1,CHEMICALS
LIN-SHW,Static,-0.0503347421257377,468.2111868962892,-24.73355738846574,0.0,-24.73355738846574,1,CHEMICALS
LIN-SHW,WF,-0.1283754009394775,828.1702765455614,-137.4716446083005,-25.460225349654703,-162.9318699579552,1,CHEMICALS
LIN-ECL,Static,0.9281481934779504,158.58632990828133,380.6330388054333,-151.1220837041347,229.5109551012985,2,CHEMICALS
LIN-ECL,WF,0.0,0.0,0.0,0.0,0.0,0,CHEMICALS
LIN-PPG,Static,0.8181785617886599,392.8243855583706,886.2835938391033,126.0476651605974,1012.3312589997008,3,CHEMICALS
LIN-PPG,WF,0.0,0.0,0.0,0.0,0.0,0,CHEMICALS
LIN-ALB,Static,0.8374950987278122,441.1836051264763,1172.9712419773275,0.0,1172.9712419773275,3,CHEMICALS
LIN-ALB,WF,0.5151479024990471,730.1575020625015,579.0314465278516,0.0,579.0314465278516,1,CHEMICALS
LIN-IFF,Static,0.9632302685352176,611.5040196899151,1325.4038212152238,152.41532720960834,1477.8191484248323,3,CHEMICALS
LIN-IFF,WF,0.0,0.0,0.0,158.05224429187243,158.05224429187243,0,CHEMICALS
LIN-FMC,Static,0.9902413879875204,513.2892112874356,1204.4150761681356,84.04114145028855,1288.456217618424,3,CHEMICALS
LIN-FMC,WF,0.0,0.0,0.0,155.19307125680237,155.19307125680237,0,CHEMICALS
LIN-NEM,Static,0.485350453020098,527.3815136293299,529.3614789516879,-279.49507460521903,249.86640434646887,2,CHEMICALS
LIN-NEM,WF,0.0,0.0,0.0,0.0,0.0,0,CHEMICALS
DOW-BASFY,Static,0.4067686451305823,472.4485292604677,271.89643922012306,-3874.332312527895,-3602.4358733077715,2,CHEMICALS
DOW-BASFY,WF,-1.6231266992808024,2571.899730164904,-2082.372103018085,0.0,-2082.372103018085,1,CHEMICALS
DOW-SHW,Static,-0.4974410826426237,446.3571446591144,-255.74992765265984,-1546.3771849945597,-1802.1271126472195,1,CHEMICALS
DOW-SHW,WF,0.0,0.0,0.0,4382.5217394817455,4382.5217394817455,0,CHEMICALS
DOW-ECL,Static,-1.3084935456063784,1883.1385538233185,-1734.0940841484655,0.0,-1734.0940841484655,2,CHEMICALS
DOW-ECL,WF,0.0,0.0,0.0,5616.017369968619,5616.017369968619,0,CHEMICALS
DOW-PPG,Static,0.8790665721780418,666.7212419272952,1397.684219424916,0.0,1397.684219424916,6,CHEMICALS
DOW-PPG,WF,0.0,0.0,0.0,-2256.845989116065,-2256.845989116065,0,CHEMICALS
DOW-ALB,Static,0.0859940743302845,1317.61045415148,160.73968437098517,-2663.014581808828,-2502.2748974378424,2,CHEMICALS
DOW-ALB,WF,0.0,0.0,0.0,-3841.628312700189,-3841.628312700189,0,CHEMICALS
DOW-IFF,Static,0.3667448344437981,1015.7953127294808,613.0509656488277,0.0,613.0509656488277,4,CHEMICALS
DOW-IFF,WF,0.0,0.0,0.0,-2003.8580198111529,-2003.8580198111529,0,CHEMICALS
DOW-FMC,Static,0.1995453808270603,1131.0100214123963,576.1164246478867,0.0,576.1164246478867,3,CHEMICALS
DOW-FMC,WF,0.0,0.0,0.0,-1435.397911264855,-1435.397911264855,0,CHEMICALS
DOW-NEM,Static,-1.4332688126540112,5174.553072356548,-3987.391893083533,1111.896004885166,-2875.495888198367,3,CHEMICALS
DOW-NEM,WF,0.0,0.0,0.0,4009.182574694329,4009.182574694329,0,CHEMICALS
BASFY-SHW,Static,0.913277708944184,1468.9602106385623,1894.200931677447,0.0,1894.200931677447,3,CHEMICALS
BASFY-SHW,WF,-0.0619097088351867,3013.9348368166766,-219.84275400256843,87.58180461080673,-132.2609493917617,1,CHEMICALS
BASFY-ECL,Static,0.8635079854220227,1294.5659130322842,1909.6052418974027,0.0,1909.6052418974027,3,CHEMICALS
BASFY-ECL,WF,0.0,0.0,0.0,0.0,0.0,0,CHEMICALS
BASFY-PPG,Static,0.7215377413816281,1522.587893157759,1599.5410840191594,0.0,1599.5410840191594,3,CHEMICALS
BASFY-PPG,WF,0.0,0.0,0.0,-7.054642544177554,-7.054642544177554,0,CHEMICALS
BASFY-ALB,Static,0.4692644280891451,1694.4160558102294,1176.2884964518555,0.0,1176.2884964518555,3,CHEMICALS
BASFY-ALB,WF,0.8798878777035776,642.0235409399143,1126.8700681943317,561.9012489770982,1688.77131717143,1,CHEMICALS
BASFY-IFF,Static,0.5691421884367166,1243.1870282914551,1258.0522983240428,0.0,1258.0522983240428,3,CHEMICALS
BASFY-IFF,WF,0.0,0.0,0.0,0.0,0.0,0,CHEMICALS
BASFY-FMC,Static,0.8090871924996457,1355.786182817653,1852.5415042221423,0.0,1852.5415042221423,3,CHEMICALS
BASFY-FMC,WF,0.0,0.0,0.0,-4.264603739897865,-4.264603739897865,0,CHEMICALS
BASFY-NEM,Static,0.8761075111460727,1352.5034094787056,2004.8477077173995,0.0,2004.8477077173995,3,CHEMICALS
BASFY-NEM,WF,0.3437093440655481,1215.4152717800605,673.928174016416,-461.4546128166952,212.47356119972085,1,CHEMICALS
SHW-ECL,Static,1.1086493692022736,822.2684735095215,1208.6822053372257,-85.24621582383726,1123.4359895133882,3,CHEMICALS
SHW-ECL,WF,0.0,0.0,0.0,131.5703589360753,131.5703589360753,0,CHEMICALS
SHW-PPG,Static,0.5797664936631138,922.4817343276352,919.69866398353,0.0,919.69866398353,4,CHEMICALS
SHW-PPG,WF,0.0,0.0,0.0,0.0,0.0,0,CHEMICALS
SHW-ALB,Static,0.779931427978988,896.28517920176,1514.1834306027529,0.0,1514.1834306027529,4,CHEMICALS
SHW-ALB,WF,0.1770607157471463,1000.298044257971,308.163724144039,-1048.7056334878362,-740.5419093437972,1,CHEMICALS
SHW-IFF,Static,0.2180461026857665,1744.1337578420962,521.302467628866,0.0,521.302467628866,3,CHEMICALS
SHW-IFF,WF,0.0,0.0,0.0,285.46512100100256,285.46512100100256,0,CHEMICALS
SHW-FMC,Static,0.1998238027282057,1689.580494683244,445.63135644003626,147.9782348537679,593.6095912938042,3,CHEMICALS
SHW-FMC,WF,0.313451754426585,1731.7921639792855,756.6418896039638,0.0,756.6418896039638,1,CHEMICALS
SHW-NEM,Static,0.3902273064582667,1259.188564854196,729.1326993490447,-215.7244496000544,513.4082497489903,2,CHEMICALS
SHW-NEM,WF,-0.2007641695126711,2194.6828771815235,-453.8325679305903,600.4380582834707,146.6054903528804,1,CHEMICALS
ECL-PPG,Static,0.0023455124676943,479.26478284892687,1.7432659204620575,0.0,1.7432659204620575,3,CHEMICALS
ECL-PPG,WF,0.3525900785157161,549.8319842201582,374.9998815884285,0.0,374.9998815884285,1,CHEMICALS
ECL-ALB,Static,0.775382545002766,715.7869109665551,840.9514771564371,336.4895220572629,1177.4409992137,3,CHEMICALS
ECL-ALB,WF,0.4735784144432888,767.0790434923265,544.4655380889375,0.0,544.4655380889375,1,CHEMICALS
ECL-IFF,Static,0.2781221150367755,446.0070916123662,237.47624862884544,0.0,237.47624862884544,1,CHEMICALS
ECL-IFF,WF,0.0,0.0,0.0,-865.4845056406336,-865.4845056406336,0,CHEMICALS
ECL-FMC,Static,1.1284070853587742,731.9854892957887,1959.4337051862867,0.0,1959.4337051862867,3,CHEMICALS
ECL-FMC,WF,0.0,0.0,0.0,-456.7214419876028,-456.7214419876028,0,CHEMICALS
ECL-NEM,Static,0.2771204732672988,955.7846253176322,412.7035876253999,172.47434845246084,585.1779360778607,3,CHEMICALS
ECL-NEM,WF,-0.2676816553361381,951.9419675138892,-259.16134208719205,0.0,-259.16134208719205,1,CHEMICALS
PPG-ALB,Static,1.7419611940855289,412.7698483177246,2172.7977051626062,-629.7278640808215,1543.0698410817847,6,CHEMICALS
PPG-ALB,WF,0.5342361723910103,533.9313201174201,565.1503172410676,305.415944374532,870.5662616155996,1,CHEMICALS
PPG-IFF,Static,0.4335785050026789,924.378864952958,634.5906060351102,0.0,634.5906060351102,4,CHEMICALS
PPG-IFF,WF,0.0,0.0,0.0,-246.6234669903729,-246.6234669903729,0,CHEMICALS
PPG-FMC,Static,0.375992032504701,785.9495699228768,704.6845985217955,0.0,704.6845985217955,3,CHEMICALS
PPG-FMC,WF,0.5376515598712615,1826.722930528265,1361.9490486622844,0.0,1361.9490486622844,1,CHEMICALS
PPG-NEM,Static,0.2975092439622017,2746.001284097392,730.9269279213244,0.0,730.9269279213244,7,CHEMICALS
PPG-NEM,WF,1.0182931983183667,930.1535535900282,1844.019445605369,0.0,1844.019445605369,1,CHEMICALS
ALB-IFF,Static,-0.2707985455564236,2273.9080339235948,-759.874804023995,-412.05976799241625,-1171.9345720164113,2,CHEMICALS
ALB-IFF,WF,-0.3564074142200956,2759.321643910117,-878.5282791470748,2482.376791511455,1603.84851236438,1,CHEMICALS
ALB-FMC,Static,0.1938820344778705,2225.339805657129,429.0094959226692,-1408.4287024239302,-979.419206501261,2,CHEMICALS
ALB-FMC,WF,0.9124690433215548,1847.5703986719889,3925.968854655024,0.0,3925.968854655024,2,CHEMICALS
ALB-NEM,Static,-0.6087857187105187,4390.221852142197,-2172.7990621967147,223.72491936713527,-1949.07414282958,5,CHEMICALS
ALB-NEM,WF,0.2089780207128011,3475.8124441415894,1049.3611651674469,0.0,1049.3611651674469,2,CHEMICALS
IFF-FMC,Static,-0.1673916271618733,2008.625623096285,-455.6755792539362,0.0,-455.6755792539362,3,CHEMICALS
IFF-FMC,WF,-0.3646946358745376,1068.4900243567242,-399.6092278928682,0.0,-399.6092278928682,1,CHEMICALS
IFF-NEM,Static,-0.8024119073755286,1746.7283193737626,-1260.5315995640128,0.0,-1260.5315995640128,2,CHEMICALS
IFF-NEM,WF,0.0,0.0,0.0,2771.941052944848,2771.941052944848,0,CHEMICALS
FMC-NEM,Static,-0.6638468251151338,4520.7884334321,-3377.511465453052,0.0,-3377.511465453052,3,CHEMICALS
FMC-NEM,WF,0.0,0.0,0.0,3378.5988335473003,3378.5988335473003,0,CHEMICALS
DIS-NFLX,Static,0.5007970599785071,916.441962719028,1125.6446379440747,0.0,1125.6446379440747,2,MEDIA_ENTERTAINMENT
DIS-NFLX,WF,-0.5603216067932316,2264.1096062102824,-1063.245080188597,0.0,-1063.245080188597,1,MEDIA_ENTERTAINMENT
DIS-CMCSA,Static,0.4619306821831564,751.8557616494282,976.2469919512902,0.0,976.2469919512902,3,MEDIA_ENTERTAINMENT
DIS-CMCSA,WF,0.4305391535263195,1359.437189072377,774.3844748314287,0.0,774.3844748314287,1,MEDIA_ENTERTAINMENT
DIS-EA,Static,1.106457060236753,977.2859119241856,2683.187116646159,0.0,2683.187116646159,3,MEDIA_ENTERTAINMENT
DIS-EA,WF,-0.0108339445097743,2353.75246657583,-20.73087890199822,-493.6683407978912,-514.3992196998894,1,MEDIA_ENTERTAINMENT
DIS-TTWO,Static,0.3698826241985647,916.1624143724362,687.289127188052,0.0,687.289127188052,1,MEDIA_ENTERTAINMENT
DIS-TTWO,WF,-1.2872606283470795,3342.4077537750395,-3294.317007895922,0.0,-3294.317007895922,1,MEDIA_ENTERTAINMENT
DIS-WBD,Static,0.7268450596474144,543.9118446038556,1137.8396504349098,0.0,1137.8396504349098,1,MEDIA_ENTERTAINMENT
DIS-WBD,WF,0.0774756761336671,2885.285059638374,261.15357148455223,0.0,261.15357148455223,2,MEDIA_ENTERTAINMENT
DIS-SPOT,Static,0.3968212514694589,1032.1870833961318,974.1531283852132,0.0,974.1531283852132,2,MEDIA_ENTERTAINMENT
DIS-SPOT,WF,-1.0161891128168588,3124.1981277921777,-2077.4886473135457,0.0,-2077.4886473135457,1,MEDIA_ENTERTAINMENT
DIS-LYV,Static,0.4594032338536488,929.425417664154,897.2888129154215,0.0,897.2888129154215,2,MEDIA_ENTERTAINMENT
DIS-LYV,WF,0.1150115251390298,1060.4835720698509,190.6130139575952,0.0,190.6130139575952,1,MEDIA_ENTERTAINMENT
DIS-IMAX,Static,0.6052303960309763,893.9655243931902,1413.1089460464243,0.0,1413.1089460464243,2,MEDIA_ENTERTAINMENT
DIS-IMAX,WF,-0.9390175472868942,2804.7087304134743,-1836.449720831088,0.0,-1836.449720831088,1,MEDIA_ENTERTAINMENT
NFLX-CMCSA,Static,-0.3912612651763519,1700.609643907854,-561.423851800198,174.46857976599372,-386.9552720342043,2,MEDIA_ENTERTAINMENT
NFLX-CMCSA,WF,0.0,0.0,0.0,2600.4163205440377,2600.4163205440377,0,MEDIA_ENTERTAINMENT
NFLX-EA,Static,-0.2091824347917814,1920.4102132784,-411.2465866326787,-551.5914681176012,-962.83805475028,1,MEDIA_ENTERTAINMENT
NFLX-EA,WF,1.067368479084246,472.306193174554,1901.186164436166,-1322.4689299727563,578.7172344634098,1,MEDIA_ENTERTAINMENT
NFLX-TTWO,Static,0.4208814805560208,562.1902401977004,745.9956003772629,-307.33223567804856,438.6633646992144,4,MEDIA_ENTERTAINMENT
NFLX-TTWO,WF,0.4595151055318843,1387.691941446736,1064.8578513606203,0.0,1064.8578513606203,1,MEDIA_ENTERTAINMENT
NFLX-WBD,Static,0.1116788883764033,1972.5716734533096,309.4833598566257,-1062.8114057051478,-753.328045848522,3,MEDIA_ENTERTAINMENT
NFLX-WBD,WF,0.0505639067008091,798.5854373845201,69.06966388287198,1882.9911761404849,1952.0608400233568,1,MEDIA_ENTERTAINMENT
NFLX-SPOT,Static,1.1907252155715438,397.36142737852856,1490.5312101450552,0.0,1490.5312101450552,4,MEDIA_ENTERTAINMENT
NFLX-SPOT,WF,0.0873438508351594,1057.1118313297377,141.73225142467106,-330.57835397230053,-188.84610254762947,1,MEDIA_ENTERTAINMENT
NFLX-LYV,Static,0.8992770307147924,691.8142935324041,1721.4073175467784,0.0,1721.4073175467784,5,MEDIA_ENTERTAINMENT
NFLX-LYV,WF,0.0,0.0,0.0,-1124.92507144192,-1124.92507144192,0,MEDIA_ENTERTAINMENT
NFLX-IMAX,Static,0.6223087401147995,1126.5021253462903,1269.0419673339013,-37.73348830153404,1231.3084790323674,4,MEDIA_ENTERTAINMENT
NFLX-IMAX,WF,0.0,0.0,0.0,-447.2576733367666,-447.2576733367666,0,MEDIA_ENTERTAINMENT
CMCSA-EA,Static,0.3452695333300902,1210.4261048480876,653.1798476273825,0.0,653.1798476273825,2,MEDIA_ENTERTAINMENT
CMCSA-EA,WF,0.0,0.0,0.0,1164.772852865322,1164.772852865322,0,MEDIA_ENTERTAINMENT
CMCSA-TTWO,Static,0.8023704179707088,708.1154761214569,1222.6239929754872,-123.17676020843054,1099.447232767057,4,MEDIA_ENTERTAINMENT
CMCSA-TTWO,WF,0.0,0.0,0.0,1359.4573413980909,1359.4573413980909,0,MEDIA_ENTERTAINMENT
CMCSA-WBD,Static,1.5073563532805474,607.2265007151316,3016.2501541436886,0.0,3016.2501541436886,6,MEDIA_ENTERTAINMENT
CMCSA-WBD,WF,0.7705203158740276,384.6648461509392,1012.8954335665782,2140.2956352249203,3153.1910687914983,1,MEDIA_ENTERTAINMENT
CMCSA-SPOT,Static,0.4063956847403208,932.3582360929717,835.8325292554205,-365.6197628599695,470.21276639545096,4,MEDIA_ENTERTAINMENT
CMCSA-SPOT,WF,-0.7088361598474373,2418.4855033371496,-1319.7391343714885,0.0,-1319.7391343714885,1,MEDIA_ENTERTAINMENT
CMCSA-LYV,Static,0.4525237635554249,649.3440977857109,716.1932271996618,-246.7644683797272,469.4287588199346,4,MEDIA_ENTERTAINMENT
CMCSA-LYV,WF,0.0,0.0,0.0,-2891.6802961657377,-2891.6802961657377,0,MEDIA_ENTERTAINMENT
CMCSA-IMAX,Static,0.7747351711955358,808.3140430198525,1561.2578541919586,-119.14943155059191,1442.1084226413666,6,MEDIA_ENTERTAINMENT
CMCSA-IMAX,WF,-0.8544860711475509,2439.5464734726056,-1611.5057314921426,0.0,-1611.5057314921426,1,MEDIA_ENTERTAINMENT
EA-TTWO,Static,-0.029045811423564,1513.4612539261634,-69.13054022422489,-1189.5473894903714,-1258.6779297145963,2,MEDIA_ENTERTAINMENT
EA-TTWO,WF,-1.161285533648223,1988.153207491948,-1540.476569232232,35.336459685393464,-1505.1401095468386,1,MEDIA_ENTERTAINMENT
EA-WBD,Static,0.2477087312490353,2040.1060589548424,805.4782373739021,0.0,805.4782373739021,3,MEDIA_ENTERTAINMENT
EA-WBD,WF,0.248060487167869,2037.5002621894923,859.0647065222515,-118.56053586298512,740.5041706592664,2,MEDIA_ENTERTAINMENT
EA-SPOT,Static,0.1423324444995729,1840.3638465197048,377.00272367757634,-1775.0085998738375,-1398.0058761962614,2,MEDIA_ENTERTAINMENT
EA-SPOT,WF,-1.0007714673991226,2829.4574015755143,-2169.548903730915,0.0,-2169.548903730915,1,MEDIA_ENTERTAINMENT
EA-LYV,Static,0.0613807772691149,1797.9901601703905,142.74208943227856,-1152.1048110537452,-1009.3627216214666,2,MEDIA_ENTERTAINMENT
EA-LYV,WF,-0.624362193019561,3113.6776070531623,-1559.127858537445,-30.044687207608256,-1589.1725457450532,1,MEDIA_ENTERTAINMENT
EA-IMAX,Static,0.0325313537231322,1647.0115271122595,75.06302864731427,-1171.8996381089623,-1096.836609461648,2,MEDIA_ENTERTAINMENT
EA-IMAX,WF,0.0,0.0,0.0,0.0,0.0,0,MEDIA_ENTERTAINMENT
TTWO-WBD,Static,-0.2562960845343223,2240.213306925347,-613.6643239895049,-331.10539695866095,-944.7697209481656,2,MEDIA_ENTERTAINMENT
TTWO-WBD,WF,0.0,0.0,0.0,-196.06358904636545,-196.06358904636545,0,MEDIA_ENTERTAINMENT
TTWO-SPOT,Static,1.1616818016237291,544.9056698434115,2671.687320104701,-256.08386748230714,2415.6034526223943,5,MEDIA_ENTERTAINMENT
TTWO-SPOT,WF,0.0,0.0,0.0,2996.9704638741423,2996.9704638741423,0,MEDIA_ENTERTAINMENT
TTWO-LYV,Static,0.529853405997313,778.3729289900488,1018.8483156547526,0.0,1018.8483156547526,3,MEDIA_ENTERTAINMENT
TTWO-LYV,WF,0.0,0.0,0.0,5188.380227874334,5188.380227874334,0,MEDIA_ENTERTAINMENT
TTWO-IMAX,Static,-0.1709838108668705,1706.5556227704733,-400.8175468727373,0.0,-400.8175468727373,2,MEDIA_ENTERTAINMENT
TTWO-IMAX,WF,0.0,0.0,0.0,4637.8587422416285,4637.8587422416285,0,MEDIA_ENTERTAINMENT
WBD-SPOT,Static,0.7506296874196979,1713.8974350303938,2596.846369859715,-2197.3945921378604,399.4517777218548,3,MEDIA_ENTERTAINMENT
WBD-SPOT,WF,-0.1841141817972397,4657.431611370279,-904.8769919493992,0.0,-904.8769919493992,1,MEDIA_ENTERTAINMENT
