Pair,Sharpe_Static,Sharpe_WF,MaxDD_Static,MaxDD_WF,FinalPnL_Static,FinalPnL_WF,ΔSharpe
BP-COP,-0.04707967566913072,0.4119115514387987,1594.9384398946627,1003.9106977978215,-67.20183048023506,503.5471914136947,0.45899122710792944
BP-EOG,-0.2965960412143363,-0.47595150099712785,1913.7792833398544,2498.2172070984075,-489.82932644673537,-1327.2266907104877,-0.17935545978279155
BP-OXY,0.13283967627573212,0.0,830.5333127608008,0.0,196.16655100307162,0.0,-0.13283967627573212
BP-SHEL,-0.1240074246110729,0.4278734165601614,930.8466539199676,1337.721267857812,-147.80189484043237,769.2139263017193,0.5518808411712344
BP-SLB,0.2897224516804281,0.5629531225361852,1320.8860806520006,837.7105822548895,377.5155867055986,812.5385165855371,0.27323067085575714
BP-TTE,0.8309054757718701,1.2716758442237288,560.2378848840864,300.49813811613876,832.3944831384698,1060.255378394183,0.4407703684518587
BP-VLO,0.7117665626423093,0.31450062431996223,846.4820628017264,981.889752789678,962.7242765161574,470.33197565803465,-0.3972659383223471
COP-EOG,-0.16994456253585805,0.0,797.7712726032327,0.0,-163.40537520861483,0.0,0.16994456253585805
COP-OXY,1.1395044044312825,0.12141684439456248,292.90969744883,606.4222458280684,895.5196197064906,113.04155957330794,-1.01808756003672
COP-SLB,0.5486045458943426,-0.0035882605282305724,599.4164205402064,1005.1310165264568,438.08567295405135,-4.729383038850287,-0.5521928064225732
COP-VLO,0.814733904416959,0.0,679.0766055052704,0.0,1100.5357170996442,0.0,-0.814733904416959
CVX-BP,0.795635418384171,0.29909907662219665,770.0965846881014,737.0400254504073,965.934887742025,404.23420725961853,-0.4965363417619743
CVX-COP,1.3893099679430565,0.226654049001037,540.7262136682161,844.3289755735561,1839.544062962609,269.43976353520566,-1.1626559189420196
CVX-EOG,-0.01937225423971603,1.2146932936718395,578.1708100737122,233.88534222528574,-14.506976777068033,988.1879894626095,1.2340655479115556
CVX-OXY,1.1044381065308901,0.0541282840240373,618.457811452163,1177.2356755532032,1778.184327567887,73.40047000822213,-1.0503098225068528
CVX-SHEL,0.5437172692096359,-0.27653746826810277,528.5574123293893,1498.0138744978983,663.8145744727843,-483.9221321570712,-0.8202547374777387
CVX-SLB,0.8689809302046473,0.0,844.3444852588984,0.0,1495.3208080271909,0.0,-0.8689809302046473
CVX-TTE,0.7087556683580142,0.7322661508033794,659.7991629182575,1002.558192039734,1050.1679017997276,1253.6158088751506,0.023510482445365244
CVX-VLO,1.0612360123738958,0.6647151894520712,518.1984800080199,845.8307151062804,1369.621649657352,800.1993024404203,-0.39652082292182456
EOG-OXY,0.4283670810426682,-0.02387679456681383,890.3118251964478,890.060554791492,806.9051233336689,-39.21238539326387,-0.45224387560948204
EOG-SLB,0.5023218763680577,0.0,872.5412523498227,0.0,957.8729539235356,0.0,-0.5023218763680577
EOG-VLO,0.4398812402713881,0.4784257202526594,1148.064823083692,780.2899923256833,850.0865643871849,788.0898640142933,0.03854447998127131
