Pair,Sharpe_Static,Sharpe_WF,MaxDD_Static,MaxDD_WF,FinalPnL_Static,FinalPnL_WF,ΔSharpe
BEP-CWEN,0.7131616938756323,-0.5587247577849669,1091.160144567194,2531.230981432646,1572.5223561447476,-1551.512963006448,-1.2718864516605992
BLDP-BEP,-0.511953147959197,-0.16671417309036402,2537.107121031001,6234.393888131167,-1063.6402904329639,-1328.706237159843,0.345238974868833
BLDP-CWEN,-0.2947491351525053,0.055222816124725946,2532.1132189150785,6152.255023406999,-778.4102700167185,447.90157864343513,0.34997195127723124
ENPH-BEP,-0.6754550578093875,-1.0331196393735997,6576.5131917232875,4371.284615916611,-3563.326583271304,-3887.83449236536,-0.3576645815642122
ENPH-BLDP,0.3773216005187036,0.9217058240870247,1645.5837086930505,353.69277668370376,1235.0102899690933,897.437754491006,0.5443842235683212
ENPH-CWEN,-0.48805194742463154,0.0,2278.620544530932,0.0,-983.9552601190791,0.0,0.48805194742463154
ENPH-FSLR,-0.16662338615627,-0.8197894618684486,2432.4155029646336,5632.995490139075,-485.02229637168546,-4637.17532178089,-0.6531660757121786
ENPH-PLUG,0.5000219861648073,-0.8855820763513387,2349.205906016975,4075.855163703472,1631.584692991242,-3605.2212787716608,-1.3856040625161459
ENPH-RUN,-0.44857950153796855,0.0,2319.011706247026,0.0,-1144.0134724658053,0.0,0.44857950153796855
ENPH-SEDG,0.19986231724026013,0.0,1713.4519919249665,0.0,469.6498233481579,0.0,-0.19986231724026013
FSLR-BEP,0.681627318022384,0.18201339600692545,1107.292807617644,2449.6573667804228,1370.236657688526,601.2946306167747,-0.4996139220154585
FSLR-BLDP,0.0590604526637208,0.6806474759068559,3055.20787540942,1360.0525511414714,259.76256805225546,3129.4378036792436,0.6215870232431351
FSLR-CWEN,0.1290077665514539,0.0,2919.555699746906,0.0,468.5691963516367,0.0,-0.1290077665514539
FSLR-PLUG,0.13979337035969278,0.5093191650884582,2833.7007041385796,2045.84791663199,617.9454635627357,1748.5502911498081,0.36952579472876546
FSLR-RUN,0.7983271202844581,0.4216765454225976,1195.6704381662946,1667.037181636802,2404.3202762264586,1564.1234728980724,-0.3766505748618605
FSLR-SEDG,0.20160654548762896,0.0,3239.90732010427,0.0,961.790130875401,0.0,-0.20160654548762896
NEE-BEP,0.9390411635615683,0.0,491.8995383024753,0.0,1508.4356790531472,0.0,-0.9390411635615683
NEE-BLDP,0.753207828746029,0.26730774889785847,854.5501176786497,1230.5472407314346,1754.0141560650013,559.6997150084716,-0.4859000798481705
NEE-CWEN,0.7536625603428843,0.0,1034.7508115884175,0.0,1100.9812359249102,0.0,-0.7536625603428843
NEE-ENPH,0.6353731003434121,0.22382785388950263,857.9127488505571,928.1227888673575,1471.5467435779724,217.62427418744375,-0.41154524645390944
NEE-FSLR,0.4487746268835463,0.0,1178.089903438151,0.0,793.4607236269635,0.0,-0.4487746268835463
NEE-PLUG,1.3313020218221128,0.4846093528657258,986.8020441026397,1827.8433876663516,3379.6944113740838,1256.9062716979993,-0.846692668956387
NEE-RUN,0.6108738001174897,0.0,594.1113108487307,0.0,1251.150870619516,0.0,-0.6108738001174897
NEE-SEDG,0.42053718938610507,0.42344325408597333,1169.6625957335177,727.9738894821456,1021.787657937195,661.2851340412482,0.0029060646998682604
PLUG-BEP,0.4336918567550519,0.0949937348984992,2818.560607270739,5487.333168065419,1986.754168984302,866.1897843767864,-0.3386981218565527
PLUG-BLDP,-0.02909652796348319,0.11509327280108786,3224.69118993004,3418.3821454945514,-123.5584142928721,630.3155393353966,0.14418980076457105
PLUG-CWEN,-0.6827031879237361,0.28820233275389484,2808.5696363630377,4592.322163690198,-1733.6674734065448,1607.767330397157,0.9709055206776309
RUN-BEP,0.6049050808316058,-0.22893677516736713,2219.820406940444,4000.7307166211626,2603.8259917744676,-1125.8074529857774,-0.8338418559989729
RUN-BLDP,-0.009026388081683509,0.5804054786549604,4227.263363079845,4528.769757116899,-73.22423926660917,5762.195013649906,0.5894318667366439
RUN-CWEN,-0.026574910291403755,0.0,5704.333125544467,0.0,-193.7309160299377,0.0,0.026574910291403755
RUN-PLUG,0.21094171241081447,0.5445996531793305,3742.8871966549113,2711.0536531328803,1159.512191459316,3669.4885304377435,0.33365794076851596
SEDG-BEP,-0.35124923400380187,0.5761542815712325,3352.5452837726357,4763.340704475365,-980.2822392628448,7121.19942270712,0.9274035155750344
SEDG-BLDP,0.21142280004571665,-0.188434306955687,1674.7088100103663,1758.4147805993557,784.0384945583417,-400.51872048058016,-0.39985710700140364
SEDG-CWEN,-0.3635239318072083,0.40210391603846424,2788.18254604007,1930.4673748213297,-986.8008590118054,1526.5435531297137,0.7656278478456726
SEDG-PLUG,-0.1192524278978353,0.25547073931430564,7160.170518931684,4963.319413528332,-1036.5834451499964,2365.996976633425,0.37472316721214094
SEDG-RUN,-0.1719601314529734,0.6669675681231393,5237.448302771495,2042.069510451031,-795.345223617483,2488.138279013761,0.8389276995761127
