Pair,Sharpe_Static,Sharpe_WF,MaxDD_Static,MaxDD_WF,FinalPnL_Static,FinalPnL_WF,ΔSharpe
HR=F-RX=F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
