Pair,Sharpe_Static,Sharpe_WF,MaxDD_Static,MaxDD_WF,FinalPnL_Static,FinalPnL_WF,ΔSharpe
BAC-F,-0.33276158456819355,0.01798695434003598,2159.8120086963067,2172.174927110153,-747.3247224932481,54.52293109471436,0.35074853890822955
BAC-GM,0.7306241632669143,0.22171515584344825,792.3494482359754,1089.1432642613197,1062.409575432254,298.9846485602352,-0.508909007423466
BAC-INTC,0.6583721627240433,0.0,1138.750958694222,0.0,1362.4437354582585,0.0,-0.6583721627240433
BAC-MMM,0.5218629153949572,0.0,1045.5168445913805,0.0,1022.0811903427394,0.0,-0.5218629153949572
BAC-MO,0.6210626887757547,0.0,1399.4608627986295,0.0,1263.6064963665362,0.0,-0.6210626887757547
BAC-PFE,1.119979315085448,0.48496470552528814,1092.1699472817236,1840.2112940745812,1903.6128451935722,1203.2033912570996,-0.6350146095601599
BAC-WFC,-0.21725620989039407,-0.688487777359968,956.4690054890568,1370.8534117773738,-259.80551553308146,-919.75603215127,-0.47123156746957395
BRK-B-BAC,-0.04200104414170938,0.0,1098.3744425105722,0.0,-49.86882770123351,0.0,0.04200104414170938
BRK-B-F,-0.4405259567885204,-0.2951164925390306,1219.9715729896461,2149.913674042746,-611.4156419112028,-689.6557724410543,0.1454094642494898
BRK-B-GM,0.14442622964778987,-0.5680448209894802,1055.2016260374014,861.6048197550629,249.00400947002873,-524.7467037579295,-0.71247105063727
BRK-B-INTC,0.09012629493985878,0.03436615026020954,1397.1340053695226,992.8899952604891,149.11776102807985,56.137230583140386,-0.055760144679649244
BRK-B-JPM,0.15944666582728245,-0.14168242851489732,726.596574839837,798.6695983555177,197.68314687825617,-128.57357996489623,-0.30112909434217977
BRK-B-MMM,0.096963692852534,-0.6904502738221205,822.1339779433662,1304.0618408562866,118.92612543999196,-704.238878473982,-0.7874139666746546
BRK-B-MO,0.8505085635818517,-0.5093779909457644,450.83239478619726,1489.4723291730954,1253.0316868840698,-627.1497860912219,-1.3598865545276162
BRK-B-PFE,-1.119941068140887,1.04034533360698,1671.000464275194,846.8901315561344,-1408.2309969342284,1426.852310426975,2.160286401747867
BRK-B-WFC,0.04604966659380268,-0.5724277120592253,1124.8483194122086,771.0946009677914,59.58567049764963,-389.1768494593607,-0.618477378653028
F-INTC,0.971203792901859,0.0,937.1951850406535,0.0,2749.793107265076,0.0,-0.971203792901859
F-MMM,0.9649743236005774,-0.42515884149492833,877.9736568346603,1193.6242367099128,2611.5351848874816,-534.2132976743237,-1.3901331650955058
GM-F,-0.09448352853809275,0.48560922361611103,1947.674705913345,2356.2575924902417,-235.02690428853737,1680.027888453853,0.5800927521542038
GM-INTC,0.9397923171021821,0.0,1039.349063509359,0.0,2259.102950883649,0.0,-0.9397923171021821
GM-MMM,1.459040670669152,0.0,744.6456802355058,0.0,1958.0498533332861,0.0,-1.459040670669152
INTC-MMM,-0.16456788824975604,-0.3173455535281863,2692.4108794195454,1022.1057961789654,-582.1557982701795,-494.8283686214765,-0.15277766527843023
JPM-BAC,0.11153454319964756,0.0,923.7986657557981,0.0,114.29636625328504,0.0,-0.11153454319964756
JPM-F,-0.8571292300767446,-0.7626722432542216,2083.049086122003,4550.167925318613,-1358.3494119266568,-3196.393166543971,0.09445698682252301
JPM-GM,0.757883805462086,0.0,1065.0804703009449,0.0,1208.5504812019026,0.0,-0.757883805462086
JPM-INTC,-0.028889439409611275,0.7585473202987065,2647.2900608334285,960.6465068872952,-64.99844228308278,1303.3843327652912,0.7874367597083178
JPM-MMM,-0.04094012120222698,0.0,824.8483784593718,0.0,-59.57252837928756,0.0,0.04094012120222698
JPM-MO,0.5678800008514823,-0.16916012000595854,798.4506441099091,1164.201822217822,889.5940598432253,-242.84539253118055,-0.7370401208574409
JPM-PFE,0.414552509773318,1.2257128024486772,1046.6228433243564,889.1745989541798,614.006537506335,2230.900113261247,0.8111602926753592
JPM-WFC,0.5414619094204051,1.001554696005347,476.93256419730824,125.28696121829029,639.9235217558136,305.47416522418314,0.4600927865849419
MO-F,-0.62570188165201,-0.5721751071998702,1446.9103391595609,2470.1586072026203,-891.3419281378872,-1343.9608874308974,0.053526774452139825
MO-GM,0.5677134519558644,0.0,892.9210985011755,0.0,1158.1258694139447,0.0,-0.5677134519558644
MO-INTC,-1.0260040457046131,0.0,2300.3501986659144,0.0,-1951.5321476066558,0.0,1.0260040457046131
MO-MMM,1.234369989392029,1.2629273823478764,427.72818309180155,459.780222034506,2150.7641765965745,1041.5436556161565,0.02855739295584736
PFE-F,0.22766226110573398,-0.40608897136309996,1019.7286311634368,2324.287877674816,487.5431323024132,-1141.2258031602514,-0.6337512324688339
PFE-GM,0.6003674836118617,-0.9284361130089653,1210.311030815376,1889.309284410603,1305.3812012769522,-1468.8051417229701,-1.5288035966208269
PFE-INTC,0.5293514792469383,0.1538282500389064,1087.5000772242656,2320.849272546603,1307.3414322692556,419.0528055552574,-0.37552322920803183
PFE-MMM,0.8076479235593788,0.0,1034.9695369788803,0.0,1824.6361408415962,0.0,-0.8076479235593788
PFE-MO,0.7067485838228996,0.0,1171.5785906367885,0.0,1348.4342430399342,0.0,-0.7067485838228996
WFC-F,0.5743844562151719,-0.5216072481733836,683.941172549824,2726.6008763296104,1013.7838069251836,-1839.68903175711,-1.0959917043885554
WFC-GM,0.27182939313473276,0.0,1001.764681657804,0.0,528.3436299460433,0.0,-0.27182939313473276
WFC-INTC,0.5763094692517773,0.9637315472460192,1194.2644467923385,1105.8468810647087,1170.1413165851723,2400.6571581532226,0.3874220779942419
WFC-MMM,0.717872227475868,0.0,1159.0901716828587,0.0,968.8581924949871,0.0,-0.717872227475868
WFC-MO,0.6090041803310376,0.0,787.4110088944851,0.0,952.2328187225095,0.0,-0.6090041803310376
WFC-PFE,-0.2971639811530796,0.6293604241636369,2034.277328374818,3828.910941149988,-504.1681698145874,3379.2412704154294,0.9265244053167165
