Pair,Sharpe_Static,Sharpe_WF,MaxDD_Static,MaxDD_WF,FinalPnL_Static,FinalPnL_WF,ΔSharpe
ABT-ADM,0.6502174306945943,-0.47207031577024483,1183.2342557475072,2835.3684640868437,737.3046324699004,-1308.4535825446364,-1.122287746464839
ABT-CVX,-0.04764892426155447,0.46789982830266874,1433.3594570052646,1295.9010923841934,-66.52871339343952,1041.307821279349,0.5155487525642232
ABT-LOW,0.29194968156469175,0.00776661539826451,1538.7997911795335,944.4578562739603,462.07404735431464,12.911232058583963,-0.28418306616642725
ABT-XOM,-0.2924110903383995,1.5157094944347436,1205.614212577712,392.5681889077125,-377.603205623538,1673.748862380765,1.808120584773143
ADM-CVX,-0.48960050338652306,0.0,1679.4087306717893,0.0,-776.2835912626163,0.0,0.48960050338652306
ADM-LOW,0.07085102739088621,0.0,2110.9437664063657,0.0,171.2107982165909,0.0,-0.07085102739088621
ADM-XOM,0.09737737282029937,0.3246562394993395,1061.863269144134,708.9625088462437,155.3280076204946,438.5316659725797,0.22727886667904015
CVX-LOW,0.6496976346840938,-0.1310530360347582,724.5360408192265,1670.3702512294158,1292.0407226498355,-241.12960131552114,-0.7807506707188521
CVX-XOM,0.5154983129128708,-0.5760745026882218,605.3510802692855,1207.327475902217,440.5988933082926,-749.8598817236428,-1.0915728156010926
JNJ-ABT,0.6093339802357949,-0.6479384146908502,399.70565845108524,1450.1365937230619,583.2460475867554,-962.7480117639489,-1.257272394926645
JNJ-ADM,0.34812254637727713,1.143183821430863,386.97523630181314,600.3749263274628,279.18547466420597,1505.523347009272,0.7950612750535858
JNJ-CVX,0.5487891357074777,0.0,391.04401679774924,0.0,413.7718797179306,0.0,-0.5487891357074777
JNJ-KO,0.8705819601855624,-1.4749395451679317,324.0815462993644,1474.2121012156638,824.2271616699089,-1387.7443995521792,-2.345521505353494
JNJ-LOW,0.9215404843360723,-0.9092137310600225,302.648337154817,1379.2406324618114,1061.6982883896765,-901.2560092307867,-1.8307542153960947
JNJ-MMM,0.35546593699173096,0.0,417.49158416986734,0.0,328.59776817046793,0.0,-0.35546593699173096
JNJ-PEP,0.45968580699630357,-0.13403093589140144,352.7000122147637,1555.4701485938547,321.9737918599014,-192.25096684099952,-0.593716742887705
JNJ-PG,0.13416340184190023,0.06391993527793917,362.4581448985242,1358.6660064677035,123.86251699215155,86.7554713820547,-0.07024346656396106
JNJ-XOM,0.5383574738805788,0.6279852227687968,407.9671924689704,1551.7699069694604,421.3631517676645,1456.205194126758,0.089627748888218
KO-ABT,0.7150078114352347,-0.03418960436779952,961.2949005776688,814.2670712913775,763.6439320909705,-31.5726519646839,-0.7491974158030342
KO-ADM,-0.6308068943217995,0.9687291649048066,1483.769214025214,914.5552476101414,-657.3489386260304,1919.295282881502,1.5995360592266061
KO-CVX,-0.9814305945899826,0.33985121456082207,1295.4980091408008,1175.2362173015747,-1202.464567677951,396.91976755823015,1.3212818091508047
KO-LOW,0.15504018261389585,-1.3418675820761752,1592.1059334391348,1454.709884776638,214.35652147582095,-1151.8301736771941,-1.496907764690071
KO-MMM,0.39109185984547734,-1.27162415055328,863.0284529823828,1224.4265539562518,549.3643921261901,-1089.426822104524,-1.6627160103987573
KO-PEP,0.5121881967364014,-0.7342236133062268,900.4402723139852,726.433195951248,483.36909910225876,-397.75774515128455,-1.2464118100426282
KO-XOM,0.15744033112582434,0.41506640044680715,1553.7358595503283,1482.464891809231,211.04063573377513,543.2284277547831,0.2576260693209828
MMM-ABT,0.8637517843827742,0.0,576.7085560057258,0.0,1466.8497644598256,0.0,-0.8637517843827742
MMM-ADM,-1.0318383572200935,-0.3722120044303429,2314.6823729335265,2110.6997458744827,-1789.1465222664076,-990.3551260331063,0.6596263527897506
MMM-CVX,-0.33434696886751253,0.0,2320.801461875989,0.0,-722.3914623336077,0.0,0.33434696886751253
MMM-LOW,0.5135651684281819,0.5902441198818686,970.13165831947,777.0707184855783,645.6586833932016,841.977717517339,0.07667895145368675
MMM-XOM,-0.08762528747803906,0.0,2074.364386137288,0.0,-183.95364555850364,0.0,0.08762528747803906
PEP-ABT,-0.12817399127194495,0.0,647.2275552460687,0.0,-108.75205628097018,0.0,0.12817399127194495
PEP-ADM,0.3070936775262868,-0.6383548765791552,1136.58605449751,1906.5549178883855,378.58300323973765,-1356.4388353250724,-0.945448554105442
PEP-CVX,0.5433418758150249,0.38562745269860693,788.2727325607311,1444.3206446877166,834.3359778372458,955.5527623157863,-0.15771442311641798
PEP-LOW,0.1434301188528899,-0.7292483120876274,1174.511310797885,2726.4240871632,221.1869851171354,-1752.8237268237544,-0.8726784309405173
PEP-MMM,-0.43035050728816204,0.0,1765.1107278511845,0.0,-631.3176970581449,0.0,0.43035050728816204
PEP-XOM,0.674207722534121,0.0,676.7989718398048,0.0,1057.7201647379486,0.0,-0.674207722534121
PG-ABT,0.7835429108002165,0.0,526.0001411948658,0.0,1207.0243161178657,0.0,-0.7835429108002165
PG-ADM,1.2713761255059661,-0.03295474033624747,521.2276420724629,1169.2798508960507,2139.357539002105,-50.57293679877378,-1.3043308658422137
PG-CVX,0.6632348990947939,0.14870298885679326,554.4984335679856,905.8310784208038,1208.640699740985,199.86369944125136,-0.5145319102380007
PG-KO,1.0516477398980082,0.0,473.24750989408585,0.0,1561.630739921176,0.0,-1.0516477398980082
PG-LOW,1.2864922981333438,0.0,352.83241120524053,0.0,1697.0630521103492,0.0,-1.2864922981333438
PG-MMM,0.6952570038023763,0.0,551.8366037968888,0.0,1264.6879264120037,0.0,-0.6952570038023763
PG-PEP,0.8496858184588864,0.13750581404444667,540.9961523482406,1240.754468812207,1275.385992156649,266.6657474162286,-0.7121800044144397
PG-XOM,1.013566647026468,0.3229272379273276,607.5320558551083,745.693096550001,1290.2794583823454,384.0999716531452,-0.6906394090991403
XOM-LOW,1.1896197613033264,0.0,499.6077504600757,0.0,1417.4580473064295,0.0,-1.1896197613033264
