Pair,Sharpe_Static,Sharpe_WF,MaxDD_Static,MaxDD_WF,FinalPnL_Static,FinalPnL_WF,ΔSharpe
ABNB-AAL,0.2795255398236314,0.0,1600.6466573887524,0.0,796.6205243245614,0.0,-0.2795255398236314
ABNB-BKNG,0.0774820662713963,0.0,1625.0284872456277,0.0,252.8967317331453,0.0,-0.0774820662713963
ABNB-CCL,-0.03261552354959294,0.8744515765080965,1638.1557687506295,634.015178873496,-119.93757212989706,1670.3638003626468,0.9070671000576894
ABNB-DAL,0.12349912592159233,0.0,1787.0869215714827,0.0,556.1292991111573,0.0,-0.12349912592159233
ABNB-EXPE,0.08120581481052985,0.0,1874.0702614113318,0.0,267.9182142402372,0.0,-0.08120581481052985
ABNB-NCLH,0.09681555810217178,0.49197567609796367,1711.610247054099,2319.1659010492212,413.66104845914566,1742.8297980267193,0.39516011799579187
ABNB-RCL,-0.06764494812117726,-0.06264669796797322,1723.250544483909,991.2087295056848,-255.31106848273868,-104.35757687995869,0.004998250153204042
BKNG-AAL,-0.15220719696320148,0.30288984117946866,3200.364586955179,1169.4113630188451,-537.9568136669969,634.5235407057105,0.4550970381426701
BKNG-CCL,-0.10020458253900488,0.7739283302964122,1092.634880586181,1714.8348993403617,-152.17809408383755,2250.4562721812686,0.874132912835417
BKNG-DAL,0.05848470509475997,0.47053537856395505,1761.0823025035193,1370.856979480303,114.89810459446778,987.9267974571565,0.4120506734691951
BKNG-NCLH,-0.6248784549269228,0.5762251568881706,2002.0939469131745,1108.9545803788242,-963.1694388108692,1099.86782219712,1.2011036118150935
BKNG-RCL,0.2971962023550585,0.3618272355966586,599.6754698163129,203.44502431935368,372.3046361509822,156.44040664916167,0.06463103324160008
CCL-AAL,-0.07141072943068334,0.151170288164709,3663.4158626438493,2490.4180703432207,-269.24768480788396,412.8533236634202,0.22258101759539234
CCL-DAL,0.006524390189435236,0.10943727148224212,1295.422230598718,2954.7959805588257,12.507194131292826,375.1614128356444,0.10291288129280689
DAL-AAL,0.5794372871164295,-0.08860961921849299,728.6127756071176,2713.483645882686,958.1796496051668,-218.14218284615544,-0.6680469063349225
EXPE-AAL,0.29010145274647753,0.3403392599917271,1962.8410560143802,1499.590288060323,748.4784977618126,802.5920380386865,0.050237807245249566
EXPE-BKNG,-0.12354085949394421,-0.44526380450225767,1034.5656089696658,1831.4790277841475,-239.8986708761885,-910.7673945653931,-0.32172294500831344
EXPE-CCL,0.5357660160110113,0.0,1577.056693153597,0.0,1115.2124652173434,0.0,-0.5357660160110113
EXPE-DAL,0.053922667620223526,0.20688981331881512,682.1238998976909,3345.409540088473,67.90257266430461,1003.3721247493525,0.1529671456985916
EXPE-NCLH,0.7192188088892568,0.3498919824267538,974.6225962934261,969.9126739707178,1548.6265833439688,695.1918268330223,-0.36932682646250303
EXPE-RCL,0.46635188744105915,-0.4621070695827569,1239.4167040088464,2142.1955177225527,1065.5372476629211,-1389.5846100107374,-0.928458957023816
HLT-AAL,0.6028138304888983,0.002381649199353091,1081.5570424106004,2095.5769283297254,1650.6185762425769,4.792866840509099,-0.6004321812895451
HLT-ABNB,0.42114176842887263,-0.1293836950500029,675.0135214054712,2385.225941159638,602.8227750631903,-283.1663675818522,-0.5505254634788755
HLT-BKNG,0.40563310855662515,0.08354131637245359,673.5026306447153,443.9486858532256,463.4191976775753,61.618525546100955,-0.32209179218417155
